N	2gram	Vygotskiy__5	RusskieA
1	и в	30	29
2	том что	21	22
3	в том	27	22
4	что в	24	22
5	как бы	19	18
6	состоит в	3	15
7	в других	1	15
8	и другие	3	14
9	так как	9	13
10	может быть	11	13
11	в землю	1	13
12	во время	1	12
13	там же	1	12
14	в этом	14	11
15	как и	6	11
16	одна из	3	11
17	не только	16	10
18	и с	2	10
19	все это	2	10
20	во многих	1	9
21	о том	10	9
22	в некоторых	1	9
23	а в	4	9
24	с в	1	8
25	показывает что	3	8
26	или на	2	8
27	но и	6	8
28	как в	3	7
29	данном случае	3	7
30	мы видели	1	7
31	представляют собой	2	7
32	или в	6	7
33	мы имеем	8	6
34	мы не	3	6
35	еще не	5	6
36	и на	3	6
37	при этом	8	6
38	таким образом	20	6
39	того чтобы	20	6
40	в деревне	1	6
41	для нас	3	6
42	для того	20	6
43	с тем	8	6
44	вместе с	12	6
45	в данном	3	6
46	этом случае	2	6
47	же в	2	6
48	и т	7	5
49	но не	7	5
50	следующим образом	2	5
51	но в	5	5
52	на земле	1	5
53	это не	3	5
54	т д	3	5
55	не может	9	5
56	представление о	1	5
57	потому что	23	5
58	для этого	9	5
59	и что	23	5
60	будто бы	1	5
61	или же	1	5
62	то что	37	5
63	к этому	3	5
64	же как	2	4
65	то же	7	4
66	вопрос о	3	4
67	на них	1	4
68	видели что	1	4
69	не все	1	4
70	что по	2	4
71	уже не	1	4
72	их в	1	4
73	а затем	2	4
74	в них	4	4
75	далеко не	1	4
76	в которых	2	4
77	не в	8	4
78	тогда когда	1	4
79	у нас	4	4
80	говорится что	2	4
81	мы рассмотрим	1	4
82	к нему	1	4
83	так что	3	4
84	в виде	1	4
85	из них	2	4
86	именно в	6	4
87	а не	8	4
88	о чем	4	4
89	так же	13	4
90	как это	7	4
91	эта теория	5	4
92	предположить что	2	4
93	по существу	2	4
94	и все	4	4
95	в таком	3	4
96	и о	3	3
97	в ее	3	3
98	что ее	1	3
99	что это	8	3
100	все эти	2	3
101	представления не	1	3
102	в этой	5	3
103	что она	6	3
104	главным образом	1	3
105	на этом	6	3
106	должен был	4	3
107	на первый	2	3
108	в эту	1	3
109	в этих	3	3
110	в котором	2	3
111	в отличие	2	3
112	выше мы	1	3
113	но он	3	3
114	и под	2	3
115	она не	1	3
116	не имеет	1	3
117	парни и	1	3
118	и другой	1	3
119	как мы	5	3
120	что от	2	3
121	нас к	1	3
122	под именем	1	3
123	во всех	2	3
124	того что	8	3
125	что здесь	3	3
126	как например	2	3
127	между тем	1	3
128	в качестве	2	3
129	или даже	1	3
130	за ним	1	3
131	отличие от	2	3
132	где есть	1	3
133	в избу	1	3
134	связаны с	1	3
135	тем что	6	3
136	что для	1	3
137	до конца	2	3
138	или с	2	3
139	тому как	1	3
140	и там	1	3
141	и от	1	3
142	было бы	5	3
143	прав когда	5	2
144	одним из	1	2
145	и то	9	2
146	на самом	2	2
147	в стороне	1	2
148	это и	2	2
149	но она	2	2
150	что иное	2	2
151	между собой	2	2
152	иное как	2	2
153	это имеет	1	2
154	с одной	12	2
155	очевидно что	2	2
156	с этим	2	2
157	все же	7	2
158	уже указывалось	1	2
159	и как	7	2
160	не было	1	2
161	к числу	1	2
162	этой цели	1	2
163	них как	1	2
164	не можем	4	2
165	та же	1	2
166	в которой	3	2
167	под ним	1	2
168	представляет собой	1	2
169	из этих	3	2
170	не к	1	2
171	том чтобы	2	2
172	характер в	1	2
173	но вместе	1	2
174	об этом	3	2
175	полагает что	3	2
176	мы указывали	1	2
177	что один	1	2
178	должно быть	2	2
179	так в	3	2
180	в своей	4	2
181	нас не	2	2
182	в их	3	2
183	для объяснения	1	2
184	не менее	1	2
185	что с	6	2
186	в то	2	2
187	принадлежат к	1	2
188	того как	2	2
189	когда они	1	2
190	никогда не	9	2
191	к ней	1	2
192	во всем	2	2
193	связи с	2	2
194	что на	3	2
195	к таким	1	2
196	все то	2	2
197	когда мы	6	2
198	в состав	3	2
199	что при	3	2
200	говорит о	4	2
201	должен быть	2	2
202	в виду	4	2
203	на другой	1	2
204	за пределами	1	2
205	смерти в	2	2
206	то время	1	2
207	можно было	3	2
208	не с	2	2
209	еще в	2	2
210	из основных	1	2
211	после того	1	2
212	с другой	9	2
213	связь между	2	2
214	у них	1	2
215	этому поводу	4	2
216	что и	3	2
217	в форме	2	2
218	в него	4	2
219	он есть	1	2
220	один из	5	2
221	в новой	1	2
