N	3gram	Vygotskiy__1	Analitik
1	в том что	9	7
2	с другой стороны	5	5
3	о том что	7	5
4	мы имеем дело	1	4
5	в свою очередь	1	4
6	как и в	4	4
7	и того же	1	3
8	не только не	3	3
9	одного и того	1	3
10	к тому же	1	3
11	в этом отношении	2	3
12	иметь дело с	1	2
13	дело в том	1	2
14	подобно тому как	5	2
15	том что он	1	2
16	с точки зрения	2	2
17	одной и той	3	2
18	при этом он	1	2
19	в отличие от	3	2
20	едва ли не	1	2
21	с одной стороны	5	2
22	сама по себе	2	2
23	тем не менее	2	2
24	тем или иным	2	2
25	во всяком случае	6	2
26	а в том	2	2
27	в конечном счете	3	2
28	том что по	1	2
29	можно сказать что	1	2
30	совершенно очевидно что	2	2
31	и той же	3	2
32	и в сущности	1	1
33	что иное как	1	1
34	что они хотят	1	1
35	отнюдь не обладает	1	1
36	хотя и не	2	1
37	одном из двух	1	1
38	уже не может	1	1
39	произведения но и	1	1
40	на самом деле	2	1
41	в самом деле	7	1
42	и в особенности	1	1
43	в этом смысле	2	1
44	может быть признано	1	1
45	что могло бы	1	1
46	и по поводу	1	1
47	роль в лирическом	1	1
48	до сих пор	3	1
49	не растворяясь в	1	1
50	в таком случае	2	1
51	в зависимости от	5	1
52	в готовом виде	1	1
53	между тем как	1	1
54	в сущности говоря	3	1
55	со всеми остальными	2	1
56	определяющую роль в	1	1
57	в основе своей	1	1
58	по себе а	2	1
59	конечно нуждается в	1	1
60	и не всегда	1	1
61	ту или иную	1	1
62	но в таком	1	1
63	том что мы	2	1
64	в том чтобы	7	1
65	к этому что	1	1
66	в противоречие с	2	1
67	не только в	1	1
68	так и в	2	1
69	и каждое из	1	1
70	в применении к	2	1
71	в известном смысле	1	1
72	подход к изучению	1	1
73	не могут быть	1	1
74	совпадают с теми	1	1
75	не в том	5	1
76	в связи с	1	1
77	все что мы	1	1
78	в произведении искусства	2	1
79	мы знаем о	1	1
80	как бы в	1	1
81	в полной мере	1	1
82	для того чтобы	5	1
83	один и тот	1	1
84	как и утверждение	1	1
85	в тех случаях	1	1
86	нет никакой возможности	1	1
87	прибавим к этому	1	1
88	не может быть	8	1
89	отнюдь не является	1	1
90	в первом случае	1	1
91	эстетических отношений и	1	1
92	само по себе	5	1
93	как нельзя лучше	1	1
94	в одном из	2	1
95	то есть в	2	1
96	автору и читателю	1	1
97	вопрос о том	1	1
98	в себя и	1	1
99	именно потому что	1	1
100	речь идет о	1	1
101	мы обратимся к	1	1
102	до тех пор	1	1
103	заключается в том	6	1
104	было бы сказать	1	1
105	в сущности не	1	1
106	не что иное	1	1
107	дело не в	1	1
108	оставляем в стороне	1	1
109	что и в	2	1
110	и тот же	1	1
