N	2gram	Trubetskoy_1	DiskursI
1	в качестве	3	34
2	не только	9	28
3	в том	17	23
4	а не	2	22
5	то есть	1	20
6	тогда как	2	19
7	том что	9	19
8	может быть	9	17
9	как и	4	16
10	и в	14	16
11	в этом	17	15
12	еще не	3	14
13	но и	10	14
14	при этом	5	13
15	по своей	1	11
16	но не	4	11
17	прежде всего	8	11
18	и не	19	11
19	с другой	1	10
20	по отношению	2	9
21	в нем	5	9
22	не может	22	9
23	состоит в	2	9
24	в частности	2	9
25	отношению к	1	9
26	отнюдь не	7	8
27	но в	2	8
28	о том	7	8
29	так и	1	8
30	не было	3	7
31	в себе	9	7
32	то же	11	7
33	не в	4	7
34	в основе	1	7
35	роль в	1	7
36	со стороны	4	7
37	в его	4	7
38	только в	5	7
39	в своем	6	6
40	и как	3	6
41	ни к	7	6
42	и на	5	5
43	во всех	5	5
44	тому же	1	5
45	в силу	2	5
46	в котором	2	5
47	в их	4	5
48	в себя	1	5
49	сводится к	3	5
50	в эпоху	1	5
51	или иной	5	5
52	можно сказать	1	5
53	а с	2	5
54	в данном	7	5
55	как бы	4	5
56	к тому	7	5
57	а в	5	5
58	то что	13	5
59	в своей	5	5
60	и о	2	4
61	в которых	1	4
62	в сторону	1	4
63	в истории	1	4
64	и к	6	4
65	уже не	2	4
66	на его	1	4
67	лишь в	3	4
68	привело к	1	4
69	потому что	5	4
70	могут быть	1	4
71	для себя	2	4
72	и т.д	4	4
73	же время	10	4
74	между тем	5	4
75	одной из	3	4
76	что он	6	4
77	для него	6	4
78	по своим	1	4
79	что не	1	4
80	связи с	3	4
81	не является	1	4
82	что в	4	4
83	также и	1	3
84	того же	1	3
85	и потому	3	3
86	имеет свою	1	3
87	столь же	1	3
88	той или	3	3
89	в одной	1	3
90	с этим	2	3
91	перед нами	1	3
92	в самом	3	3
93	вследствие этого	1	3
94	заключается в	1	3
95	это не	1	3
96	и того	1	3
97	точки зрения	11	3
98	в своих	6	3
99	по себе	2	3
100	в то	10	3
101	принадлежат к	2	3
102	к той	2	3
103	таким образом	11	3
104	должны быть	1	3
105	как не	1	3
106	свою очередь	1	3
107	но при	1	3
108	в ее	1	3
109	и даже	2	3
110	что и	3	3
111	хотя бы	5	3
112	в данной	1	3
113	из них	3	3
114	к ним	1	3
115	тем что	3	3
116	именно в	3	3
117	понятие о	1	3
118	по своему	1	3
119	того что	3	3
120	один из	1	3
121	все же	4	3
122	в свою	1	3
123	отношения к	2	2
124	к данному	2	2
125	и есть	2	2
126	он всегда	1	2
127	в сущности	1	2
128	на себя	2	2
129	между собой	5	2
130	в различных	1	2
131	но как	1	2
132	себя в	4	2
133	стороны и	1	2
134	что касается	1	2
135	когда он	1	2
136	целый ряд	2	2
137	с понятием	1	2
138	более или	4	2
139	в этой	4	2
140	не следует	1	2
141	в принципе	1	2
142	том чтобы	3	2
143	и по	3	2
144	так например	1	2
145	человека в	1	2
146	могла бы	1	2
147	об этом	1	2
148	того или	2	2
149	и тем	2	2
150	не всегда	1	2
151	иначе говоря	1	2
152	одного и	1	2
153	или менее	4	2
154	и без	1	2
155	по крайней	1	2
156	возможно только	1	2
157	не менее	1	2
158	что с	2	2
159	к такому	2	2
160	не могло	1	2
161	а о	1	2
162	однако это	1	2
163	крайней мере	1	2
164	к себе	2	2
165	отличается от	2	2
166	же самое	1	2
167	числе и	1	2
168	значительной степени	1	2
169	не есть	3	2
170	как мы	1	2
171	с ее	1	2
172	данном случае	3	2
173	языка и	1	2
174	приводит к	4	2
175	на том	3	2
176	в другом	3	2
177	а по	1	2
178	во всяком	9	2
179	и что	2	2
180	одного из	1	2
181	в значительной	3	2
182	и во	3	2
183	представления о	1	2
184	в разные	1	2
185	точка зрения	1	2
186	тот или	1	2
187	или даже	1	2
188	к мысли	1	2
189	следует признать	1	2
190	никогда не	5	2
191	бы это	1	2
192	из двух	1	2
193	на ее	1	2
194	к которому	1	2
195	зависит от	2	2
196	однако и	1	2
197	к его	1	2
198	что же	4	2
199	жизни в	5	2
200	в начале	2	2
201	к другим	1	2
202	известной степени	1	2
203	или в	3	2
204	о котором	3	2
205	своей собственной	1	2
206	и все	1	2
207	указывает на	2	2
208	хотя в	1	2
209	может и	1	2
210	это в	2	2
211	они не	1	2
212	к этому	1	2
213	том числе	1	2
214	речь идет	2	1
215	существуют во	1	1
216	и то	4	1
217	самом деле	7	1
218	на самом	6	1
219	это и	1	1
220	идет о	1	1
221	существовал в	1	1
222	от своей	2	1
223	не хочет	1	1
224	видеть в	2	1
225	и за	1	1
226	этом направлении	2	1
227	однако для	1	1
228	таком взгляде	1	1
229	говорить о	3	1
230	но она	2	1
231	в полной	1	1
232	они были	1	1
233	событий и	1	1
234	к общему	1	1
235	что оба	1	1
236	стоят на	1	1
237	на них	1	1
238	он сам	3	1
239	упускать из	1	1
240	взгляде на	2	1
241	ее к	1	1
242	особенно если	1	1
243	они имеют	1	1
244	а только	1	1
245	себе и	4	1
246	образа жизни	1	1
247	нет и	1	1
248	что они	3	1
249	и требующий	1	1
250	что хотя	1	1
251	что во	1	1
252	в противном	1	1
253	исключает возможность	1	1
254	т.д эта	1	1
255	в меру	2	1
256	тем же	1	1
257	со своей	1	1
258	в которой	1	1
259	что это	3	1
260	не был	1	1
261	из этих	3	1
262	и те	2	1
263	что к	1	1
264	к человеческому	1	1
265	другом случае	2	1
266	на то	5	1
267	в общении	1	1
268	противном случае	1	1
269	время и	1	1
270	он не	5	1
271	с ней	1	1
272	это им	1	1
273	они в	1	1
274	всех этих	3	1
275	к одному	1	1
276	не к	2	1
277	собой не	1	1
278	войти в	1	1
279	на земле	4	1
280	что ни	1	1
281	или иных	1	1
282	основе его	1	1
283	и заключается	1	1
284	но все	1	1
285	подход к	1	1
286	не будет	7	1
287	не за	1	1
288	в мире	4	1
289	самим собой	12	1
290	на все	1	1
291	говорить не	1	1
292	всех областях	1	1
293	и других	1	1
294	с другими	1	1
295	которая как	1	1
296	на почве	2	1
297	то все	1	1
298	обе стороны	1	1
299	в жизни	1	1
300	для них	3	1
301	же образом	2	1
302	о которых	3	1
303	с некоторым	1	1
304	с этой	1	1
305	с тем	6	1
306	со своими	1	1
307	которой он	4	1
308	обозначить как	1	1
309	мы не	1	1
310	в этих	2	1
311	во время	2	1
312	бы на	1	1
313	и при	6	1
314	что такое	2	1
315	таким же	3	1
316	с точки	9	1
317	оставаться не	1	1
318	не столько	1	1
319	должны были	1	1
320	свойства которые	1	1
321	державы а	1	1
322	результате этого	1	1
323	для которых	1	1
324	в россии	6	1
325	принципиальное отличие	1	1
326	тем не	1	1
327	даже к	1	1
328	и эти	1	1
329	и более	2	1
330	всякое явление	1	1
331	лежит не	2	1
332	том и	2	1
333	необходимо чтобы	1	1
334	и вся	1	1
335	если и	1	1
336	до конца	1	1
337	тем самым	2	1
338	до известной	1	1
339	даже не	2	1
340	она могла	1	1
341	самого начала	1	1
342	для каждого	1	1
343	дело в	1	1
344	не по	1	1
345	образом в	1	1
346	но только	1	1
347	для всех	6	1
348	и является	2	1
349	во всем	4	1
350	и теперь	1	1
351	этом надо	1	1
352	на него	1	1
353	здесь же	1	1
354	как будто	2	1
355	этом отношении	1	1
356	что на	1	1
357	точке зрения	3	1
358	являются уже	1	1
359	отстоит от	1	1
360	не могут	4	1
361	выход из	1	1
362	и должно	2	1
363	всего в	1	1
364	отказаться от	4	1
365	если же	2	1
366	и это	1	1
367	но по	1	1
368	на нем	1	1
369	и от	2	1
370	россии в	7	1
371	мысль о	1	1
372	только то	1	1
373	с самого	1	1
374	те же	1	1
375	не трудно	1	1
376	человека можно	1	1
377	мог бы	1	1
378	его действительно	1	1
379	не учитывать	1	1
380	если бы	6	1
381	собой и	3	1
382	из одного	1	1
383	деятельности в	1	1
384	в определенной	1	1
385	вся ее	1	1
386	полной мере	1	1
387	то они	1	1
388	себя не	1	1
389	в подобном	1	1
390	при котором	3	1
391	в лоне	2	1
392	что его	1	1
393	они принадлежат	2	1
394	по их	1	1
395	должно было	1	1
396	к нему	2	1
397	а потому	5	1
398	отметить что	2	1
399	чем и	1	1
400	с реальной	1	1
401	ясно себе	1	1
402	индивидуальный характер	1	1
403	и мы	1	1
404	согласиться с	2	1
405	с ними	1	1
406	этом состоит	1	1
407	вступление в	1	1
408	и действительно	1	1
409	только при	1	1
410	чаще всего	1	1
411	свою родину	1	1
412	вопроса о	1	1
413	в большинстве	3	1
414	только на	2	1
415	то и	1	1
416	следовало бы	1	1
417	в виде	3	1
418	если в	6	1
419	большинстве случаев	2	1
420	его и	2	1
421	но для	2	1
422	за ним	1	1
423	к своим	1	1
424	он имеет	1	1
425	очевидно что	1	1
426	это обстоятельство	1	1
427	и их	1	1
428	всяком случае	6	1
429	в известной	1	1
430	он весь	1	1
431	которая может	1	1
432	в прошлом	1	1
433	в конце	3	1
434	у этих	1	1
435	не о	2	1
436	друг друга	3	1
437	мы можем	2	1
438	при отсутствии	2	1
439	принадлежность к	2	1
440	тем чем	1	1
441	представление о	1	1
442	чему не	1	1
443	в области	2	1
444	до сих	5	1
445	может ли	1	1
446	связаны с	1	1
447	его себе	1	1
448	поскольку является	1	1
449	и прежде	1	1
450	было бы	5	1
451	еще и	1	1
452	себя и	5	1
453	на которых	1	1
454	связано с	1	1
455	от этого	1	1
456	ничем не	1	1
457	не на	1	1
458	принципиально не	1	1
459	что так	1	1
460	уверенность в	1	1
461	этом случае	3	1
462	в одно	1	1
463	несмотря на	3	1
464	в связи	1	1
465	к сознанию	1	1
466	исходить из	1	1
467	вместе с	4	1
468	усомниться в	1	1
469	как это	1	1
470	человека к	1	1
471	и будут	3	1
472	их к	2	1
473	что вся	1	1
474	чем то	1	1
475	в область	1	1
476	принадлежащий к	2	1
477	исторически сложившихся	1	1
478	ему по	2	1
479	да и	3	1
480	к чему	2	1
481	понимать как	1	1
482	этого слова	1	1
483	схемы и	1	1
484	быть и	2	1
485	сих пор	5	1
486	не об	1	1
487	поэтому что	1	1
488	это отнюдь	1	1
489	ближе к	1	1
490	тех или	1	1
491	при таком	1	1
492	мысли что	1	1
493	в результате	2	1
494	вопрос о	5	1
