N	3gram	Tiupa_Hudo_2	Psycholo
1	в том что	11	17
2	для того чтобы	3	13
3	в самом деле	3	11
4	с точки зрения	2	10
5	заключается в том	1	10
6	и т п	2	8
7	не может быть	3	8
8	то же самое	2	6
9	до сих пор	2	5
10	в этом отношении	1	5
11	мы знаем что	1	4
12	том случае если	1	4
13	можно было бы	2	4
14	в том случае	1	4
15	так же как	2	4
16	в данном случае	2	4
17	тем не менее	3	4
18	о том что	7	4
19	и в самом	1	4
20	только в том	2	4
21	том что она	2	3
22	точно так же	1	3
23	то что она	1	3
24	в то время	1	3
25	в конечном счете	3	3
26	что и в	1	3
27	том что в	3	2
28	состоит в том	2	2
29	это было бы	1	2
30	подобно тому как	4	2
31	что он не	1	2
32	как и в	3	2
33	и то что	1	2
34	то время как	1	2
35	все более и	1	2
36	бы то ни	1	2
37	и в том	1	2
38	то же время	4	2
39	же самое что	2	2
40	того или иного	2	2
41	том что у	1	2
42	с другой стороны	1	2
43	в жизни и	1	2
44	в то же	4	2
45	более и более	1	2
46	к тому что	4	2
47	и т д	2	2
48	не в состоянии	1	1
49	а между тем	3	1
50	то ни стало	1	1
51	всего тем что	1	1
52	о том как	2	1
53	в этом случае	1	1
54	же как и	1	1
55	во что бы	1	1
56	между тем в	1	1
57	в таком случае	1	1
58	что было на	1	1
59	что не только	1	1
60	при переходе от	1	1
61	и не будет	1	1
62	и в других	1	1
63	с толстым в	1	1
64	а с другой	1	1
65	прежде всего тем	1	1
66	едва ли может	1	1
67	то или иное	1	1
68	не то что	1	1
69	то что было	2	1
70	что бы то	1	1
71	и что на	1	1
72	едва ли не	1	1
73	приводит к тому	1	1
74	в противоречие с	1	1
75	лежит в основе	1	1
76	с одной стороны	3	1
77	и все его	1	1
78	при этом он	1	1
79	не более чем	2	1
80	но при этом	3	1
81	в других людях	1	1
82	как будто бы	2	1
83	и об этом	2	1
84	было бы так	1	1
85	с того момента	1	1
86	имеем дело с	1	1
87	все же не	1	1
88	а не как	1	1
89	к той же	1	1
90	только о том	1	1
91	бы не было	1	1
92	полагает что все	1	1
93	на него с	1	1
94	того факта что	1	1
95	в этом и	2	1
96	они и в	2	1
97	с того что	1	1
98	при этом что	1	1
99	с самого начала	1	1
100	не только не	2	1
101	ли может быть	1	1
102	ему казалось что	2	1
103	именно потому что	1	1
104	можно сказать что	1	1
105	от сна и	1	1
106	друг от друга	1	1
107	если бы не	1	1
108	после того как	1	1
109	при этом один	1	1
110	в первом случае	1	1
111	он не нуждается	1	1
112	и с ее	1	1
113	что на деле	1	1
