N	3gram	Tiupa_Lite_1	Komedia
1	в том что	11	9
2	с другой стороны	1	5
3	к тому же	1	5
4	том что он	1	4
5	то же время	5	4
6	в то же	5	4
7	по отношению к	2	3
8	в этом отношении	2	3
9	с одной стороны	2	3
10	едва ли не	1	3
11	о том что	2	3
12	не в состоянии	1	2
13	не говоря уже	2	2
14	во второй половине	1	2
15	говоря уже о	1	2
16	а то и	1	2
17	до сих пор	1	2
18	то ни было	1	2
19	бы то ни	1	2
20	во всяком случае	2	2
21	на то что	1	2
22	состоит в том	5	1
23	чуть ли не	2	1
24	подобно тому как	2	1
25	в том числе	1	1
26	в ответ на	1	1
27	в соответствии с	1	1
28	которые были для	1	1
29	в том же	3	1
30	с этой точки	3	1
31	и не только	1	1
32	да и сам	2	1
33	в зависимости от	1	1
34	можно было бы	1	1
35	с такой же	1	1
36	он не мог	1	1
37	чтобы не сказать	1	1
38	внешнее и внутреннее	1	1
39	на мой взгляд	1	1
40	мы узнаем о	1	1
41	в значительной степени	1	1
42	в это время	1	1
43	в данном случае	4	1
44	не только в	4	1
45	жизни но и	1	1
46	но при этом	2	1
47	в отличие от	5	1
48	том же году	3	1
49	так или иначе	8	1
50	для этой цели	1	1
51	за собой и	1	1
52	ли не в	2	1
53	не мог бы	1	1
54	этой точки зрения	3	1
55	по тем же	1	1
56	как один из	1	1
57	с самого начала	1	1
58	и прежде всего	3	1
59	может и не	1	1
60	по аналогии с	3	1
61	в большинстве случаев	1	1
62	в отношении к	1	1
63	тем не менее	2	1
