N	3gram	Propp_Morf_1	Vladivir
1	о том что	1	7
2	в том что	3	7
3	то что он	1	5
4	что же касается	1	4
5	на то что	2	4
6	более или менее	2	3
7	мы увидим ниже	5	3
8	с другой стороны	4	3
9	не может быть	9	3
10	как мы увидим	4	2
11	в то время	3	2
12	за это время	1	2
13	во всяком случае	2	2
14	можно сказать что	1	2
15	тем не менее	4	2
16	для того чтобы	2	2
17	том что он	1	2
18	что и в	1	2
19	и т д	39	2
20	дает нам возможность	1	1
21	не столько по	1	1
22	с ними и	1	1
23	потому что в	1	1
24	уже не может	1	1
25	в настоящее время	3	1
26	и по существу	1	1
27	в нашем распоряжении	1	1
28	и действительно в	1	1
29	в таких случаях	2	1
30	ответить на вопрос	1	1
31	бы то ни	3	1
32	указанием на то	1	1
33	входить в подробности	1	1
34	одно и то	1	1
35	дело не в	2	1
36	то время как	3	1
37	здесь мы имеем	1	1
38	не потому что	1	1
39	то ни было	2	1
40	с одной стороны	1	1
41	в связи с	8	1
42	и то же	1	1
43	а также и	3	1
44	всяком случае это	1	1
45	из них не	1	1
46	в подробности этой	1	1
47	и сразу же	1	1
48	в тех же	4	1
49	мы не будем	2	1
50	только в тех	1	1
51	но это не	1	1
52	к тому что	3	1
53	т д в	2	1
54	в этом отношении	1	1
