N	2gram	Medvedev_U_1	FransuaR
1	и в	14	29
2	то есть	1	21
3	таким образом	2	20
4	и не	8	16
5	в этой	4	13
6	и все	1	13
7	но в	3	12
8	как и	3	12
9	в этом	7	11
10	так и	1	11
11	то же	5	10
12	не только	10	10
13	в то	3	10
14	и с	2	9
15	в конце	2	9
16	но и	4	9
17	же время	3	8
18	в его	2	8
19	прежде всего	8	8
20	в том	2	7
21	этот процесс	1	6
22	но он	1	6
23	в нем	1	5
24	он и	1	5
25	в своей	3	5
26	до конца	1	5
27	это не	3	5
28	все они	2	5
29	у него	1	5
30	далеко не	1	5
31	сказать что	1	5
32	в которой	1	4
33	с его	2	4
34	конце концов	2	4
35	связанные с	1	4
36	что он	2	4
37	конечно не	4	4
38	тем что	2	4
39	с другой	4	4
40	и др	1	4
41	только для	1	4
42	но это	2	4
43	все это	5	4
44	то что	7	4
45	той же	1	3
46	в ней	1	3
47	в своем	1	3
48	более или	1	3
49	в себе	2	3
50	он не	1	3
51	всех этих	2	3
52	том что	2	3
53	или менее	1	3
54	начала и	1	3
55	но конечно	2	3
56	того что	1	3
57	и так	1	3
58	в качестве	1	3
59	мы можем	1	3
60	не случайно	2	3
61	и даже	1	3
62	превращается в	2	3
63	на эту	2	3
64	этой же	1	3
65	все же	3	3
66	тот же	1	3
67	другой стороны	3	3
68	в частности	3	3
69	и то	3	2
70	группы и	1	2
71	в виду	1	2
72	он был	1	2
73	в различных	1	2
74	с одной	1	2
75	но не	2	2
76	на его	1	2
77	может быть	6	2
78	со своими	1	2
79	на первый	2	2
80	в котором	1	2
81	в их	4	2
82	не столько	2	2
83	их в	1	2
84	никогда не	1	2
85	о том	1	2
86	и это	1	2
87	же не	2	2
88	связанных с	1	2
89	тех кто	1	2
90	все в	1	2
91	недаром и	1	2
92	это же	1	2
93	уже не	1	2
94	и у	2	2
95	его и	2	2
96	как раз	2	2
97	даже и	2	2
98	одной стороны	1	2
99	он становится	1	2
100	стороны в	1	2
101	о чем	2	2
102	в той	1	2
103	в словах	1	2
104	и для	2	2
105	формы и	2	2
106	еще раз	1	2
107	все элементы	1	2
108	а как	2	2
109	не может	7	2
110	как на	1	2
111	только в	2	2
112	и эта	1	2
113	это в	1	2
114	к этому	1	2
115	же как	1	1
116	и характерную	1	1
117	без них	1	1
118	вряд ли	3	1
119	из самых	1	1
120	мировоззрения и	1	1
121	должна быть	2	1
122	в самом	2	1
123	этот и	1	1
124	и интересно	1	1
125	другую более	1	1
126	не приходится	2	1
127	дан в	1	1
128	признание что	1	1
129	человека и	1	1
130	не вполне	1	1
131	но даже	2	1
132	затем он	1	1
133	литературы и	2	1
134	была у	1	1
135	первый план	1	1
136	самом деле	2	1
137	не все	2	1
138	конечном счете	4	1
139	в наиболее	1	1
140	нет и	1	1
141	за пределы	1	1
142	к сожалению	3	1
143	относится к	1	1
144	первый взгляд	1	1
145	его на	1	1
146	что по	1	1
147	в этот	1	1
148	бы и	2	1
149	он в	1	1
150	ее как	1	1
151	на то	1	1
152	появляется уже	1	1
153	наконец он	2	1
154	не значит	1	1
155	и независимо	1	1
156	или иных	2	1
157	что она	2	1
158	об этом	1	1
159	или даже	1	1
160	входит в	1	1
161	это было	2	1
162	в итоге	2	1
163	в данном	1	1
164	мы не	2	1
165	о которой	1	1
166	или точнее	3	1
167	что такое	4	1
168	так он	1	1
169	всего только	1	1
170	все и	1	1
171	в россии	4	1
172	друг другу	1	1
173	что было	1	1
174	и вся	1	1
175	что ему	1	1
176	анализ его	1	1
177	успехом и	1	1
178	ничего не	2	1
179	буквальном смысле	1	1
180	и искусства	1	1
181	этом отношении	2	1
182	и делает	1	1
183	точном смысле	1	1
184	у нас	3	1
185	что все	2	1
186	же самое	2	1
187	т.е в	2	1
188	правда не	1	1
189	данном случае	1	1
190	понимая под	1	1
191	в буквальном	2	1
192	почему и	1	1
193	у тех	1	1
194	идет не	1	1
195	это для	1	1
196	и всякого	1	1
197	если бы	2	1
198	о котором	1	1
199	историю в	1	1
200	и что	1	1
201	можно сказать	1	1
202	все его	1	1
203	нас в	2	1
204	в конечном	4	1
205	этих слов	1	1
206	переходит в	1	1
207	для второго	1	1
208	не без	1	1
209	что и	2	1
210	вообще в	1	1
211	не как	3	1
212	такой характер	1	1
213	для всех	2	1
214	в виде	1	1
215	конечно нет	2	1
216	для него	3	1
217	этом плане	1	1
218	не столь	1	1
219	и вы	1	1
220	до сих	2	1
221	в некоторых	2	1
222	быть тем	1	1
223	у других	1	1
224	художественной формы	2	1
225	эту книгу	1	1
226	что мы	2	1
227	и слово	1	1
228	к лицу	1	1
229	и потому	1	1
230	концов не	1	1
231	независимо от	1	1
232	встречается у	1	1
233	смысле этого	2	1
234	остается в	1	1
235	и всей	1	1
236	в отдельности	1	1
237	для тех	1	1
238	сих пор	2	1
239	тех или	2	1
240	в системе	2	1
241	на роль	1	1
242	состоит из	1	1
243	конечно как	1	1
244	равно как	1	1
245	с каждым	1	1
246	самое что	1	1
247	что в	1	1
248	в таком	1	1
249	все что	1	1
