N	3gram	Vygotskiy__1	Literetu
1	то же время	2	9
2	в то же	2	9
3	не может быть	5	7
4	с одной стороны	8	6
5	в конечном счете	1	5
6	в том что	15	5
7	состоит в том	1	4
8	едва ли не	1	4
9	с другой стороны	9	4
10	с точки зрения	18	3
11	в этом отношении	4	3
12	в данном случае	2	3
13	в том чтобы	3	3
14	по отношению к	7	3
15	речь идет о	2	3
16	о том что	6	2
17	по крайней мере	1	2
18	одно и то	2	2
19	и то же	2	2
20	в том числе	1	2
21	тем не менее	1	2
22	том что в	2	1
23	такой же мере	3	1
24	с предшествующим и	1	1
25	не могло не	1	1
26	в соответствии с	1	1
27	то же самое	3	1
28	одной стороны и	1	1
29	тем что в	1	1
30	и для всех	1	1
31	с полным основанием	1	1
32	и не может	1	1
33	вместе с тем	5	1
34	что он не	1	1
35	в отличие от	1	1
36	же время не	1	1
37	только то что	1	1
38	в себе и	1	1
39	предшествующим и последующим	1	1
40	из того что	5	1
41	том числе и	1	1
42	в сущности говоря	2	1
43	можно было бы	3	1
44	от слова и	1	1
45	с этой точки	1	1
46	и то что	1	1
47	жизни и в	1	1
48	и в то	1	1
49	в равной мере	2	1
50	и вплоть до	1	1
51	но и его	1	1
52	в конце концов	1	1
53	не только как	1	1
54	приводит к тому	2	1
55	в такой же	3	1
56	прежде всего в	2	1
57	я не могу	2	1
58	в целом ряде	1	1
59	все то что	1	1
60	с тем чтобы	1	1
61	этой точки зрения	1	1
62	стороны и к	1	1
63	когда речь идет	1	1
64	мы не можем	1	1
65	что может быть	2	1
66	в свою очередь	3	1
67	на самом деле	1	1
68	в одном из	2	1
69	речь шла о	1	1
70	том что этот	1	1
71	не только не	1	1
72	той или иной	1	1
73	а с другой	2	1
74	к тому что	3	1
75	для того чтобы	15	1
76	и не является	1	1
77	даже по отношению	1	1
78	том что только	1	1
