N	2gram	Bakhtin_Fr_2	Freidism
1	таким образом	7	24
2	и не	15	23
3	не может	7	20
4	точки зрения	6	19
5	прежде всего	19	18
6	в этом	15	15
7	в его	18	15
8	с помощью	1	14
9	мы можем	2	13
10	может быть	5	13
11	и его	17	12
12	все эти	7	11
13	как и	11	11
14	с точки	5	11
15	как бы	11	11
16	то что	6	11
17	самом деле	1	10
18	но в	4	10
19	его в	1	10
20	с ним	4	10
21	как мы	7	10
22	так и	6	10
23	и потому	5	10
24	с его	5	9
25	во всех	6	9
26	по отношению	1	9
27	и в	49	9
28	то же	7	8
29	не только	17	8
30	он не	1	8
31	в своей	5	8
32	еще не	2	8
33	что он	3	8
34	только в	13	8
35	так как	6	8
36	все это	9	8
37	и все	3	8
38	отношению к	1	8
39	все что	2	8
40	в самом	3	7
41	мы уже	6	7
42	отношение к	8	7
43	и наконец	1	7
44	ни в	3	7
45	мы видели	3	7
46	к нему	3	7
47	один из	7	7
48	тот же	5	7
49	мы знаем	1	7
50	всяком случае	2	7
51	сказать что	6	7
52	во всяком	2	7
53	в ней	2	6
54	за пределы	2	6
55	так сказать	1	6
56	и с	6	6
57	на протяжении	7	6
58	и ее	1	6
59	точку зрения	2	6
60	того что	1	6
61	для него	9	6
62	вовсе не	10	6
63	никогда не	5	6
64	хотя бы	1	6
65	совершенно не	2	6
66	на самом	2	5
67	и на	17	5
68	в чем	1	5
69	и к	4	5
70	в этой	10	5
71	знаем что	1	5
72	не в	1	5
73	мы должны	2	5
74	в то	6	5
75	могут быть	2	5
76	в себя	6	5
77	для этого	1	5
78	можно сказать	2	5
79	для того	1	5
80	в большинстве	1	5
81	большинстве случаев	1	5
82	и прежде	2	5
83	а в	4	5
84	но и	13	5
85	связь с	3	5
86	в свою	1	5
87	что в	2	5
88	и за	2	4
89	той же	1	4
90	связанных с	3	4
91	в которой	1	4
92	я не	1	4
93	но не	5	4
94	в собственном	3	4
95	все же	7	4
96	не было	4	4
97	из этих	5	4
98	в пределах	2	4
99	с их	6	4
100	в нем	9	4
101	всех этих	3	4
102	на этом	1	4
103	связанные с	2	4
104	при этом	5	4
105	об этом	1	4
106	в жизни	4	4
107	во время	12	4
108	не менее	1	4
109	же время	6	4
