N	3gram	Voloshinov_1	Marksizm
1	с точки зрения	5	13
2	не может быть	2	10
3	то же время	7	8
4	в то же	9	8
5	в связи с	2	7
6	для того чтобы	7	6
7	в том что	1	6
8	в самом деле	1	5
9	то же самое	4	5
10	но в то	2	5
11	с самого начала	4	5
12	в свою очередь	4	5
13	в большинстве случаев	1	5
14	смысле этого слова	2	4
15	и того же	1	4
16	в точном смысле	2	4
17	на самом деле	3	4
18	той или иной	3	4
19	одного и того	1	4
20	и не может	1	3
21	точном смысле этого	2	3
22	до сих пор	1	3
23	в жизненной речи	1	3
24	одно и то	3	3
25	данной социальной группы	1	3
26	и то же	3	3
27	вовсе не является	1	3
28	о том что	2	3
29	внутренней речи и	2	3
30	как мы уже	2	3
31	к тому что	2	3
32	как мы видели	3	3
33	если б мы	1	2
34	трением слова о	2	2
35	речи мы можем	1	2
36	мы никогда не	5	2
37	более или менее	1	2
38	того или иного	5	2
39	обратное влияние на	4	2
40	в зависимости от	5	2
41	внутренней и внешней	3	2
42	но и в	3	2
43	не было бы	2	2
44	в собственном смысле	1	2
45	по крайней мере	1	2
46	с жизненной идеологией	1	2
47	отнюдь не является	1	2
48	ни в какой	1	2
49	в значительной степени	2	2
50	и тем же	1	2
51	с нашей точки	1	2
52	мы уже знаем	1	2
53	осознание своего голода	1	2
54	так и от	1	2
55	собственном смысле слова	1	2
56	той социальной группы	1	2
57	у нас не	2	2
58	то же слово	2	2
59	связь с жизненной	1	2
60	хотя бы в	1	2
61	о происхождении языка	2	2
62	нашей точки зрения	1	2
63	лишь там где	1	2
64	и неповторимым особенностям	1	1
65	своего права или	1	1
66	это же самое	1	1
67	в другом месте	1	1
68	и ни к	1	1
69	жизненных жанров определяется	1	1
70	определенных типах жанровых	1	1
71	убедились бы что	1	1
72	заставляют внутреннюю речь	1	1
73	материале внутренней речи	1	1
74	и каждое наше	1	1
75	отстаивание своего права	1	1
76	что иное как	2	1
77	жанров определяется трением	1	1
78	вполне понятно что	1	1
79	в которой мы	1	1
80	через нее и	1	1
81	время сохраняют самую	1	1
82	так форма приказания	1	1
83	реплики случайно собравшиеся	1	1
84	и пр каждая	1	1
85	идеологические продукты все	1	1
86	во всех значениях	1	1
87	звучать так а	1	1
88	где основная дифференциация	1	1
89	переживания мысли и	1	1
90	милости в стиле	1	1
91	хотя бы голода	1	1
92	в потоке речевого	1	1
