N	3gram	Bakhtin_Pr_5	Dialekti
1	по крайней мере	1	9
2	с точки зрения	2	8
3	сама по себе	1	7
4	в том что	2	6
5	и та же	2	4
6	одно и то	3	4
7	и то же	3	4
8	одна и та	2	4
9	то же время	10	4
10	о том что	1	4
11	с другой стороны	3	4
12	в самом деле	1	3
13	как будто бы	1	3
14	в то же	10	3
15	может быть и	1	3
16	то время как	1	3
17	сам по себе	2	3
18	не может быть	3	3
19	в то время	1	3
20	можно сказать что	1	3
21	в той или	4	2
22	как бы ни	1	2
23	до сих пор	1	2
24	это вовсе не	1	2
25	как и все	2	2
26	в данном случае	1	2
27	тем не менее	1	2
28	во всяком случае	4	2
29	внутреннего и внешнего	2	2
30	с самого начала	8	2
31	что в нем	1	2
32	и прежде всего	4	2
33	потому что они	1	2
34	в нем и	1	2
35	то же самое	1	2
36	но уже и	1	1
37	и то что	1	1
38	одних и тех	1	1
39	на этом моменте	1	1
40	хочет чтобы все	1	1
41	время как в	1	1
42	так же и	1	1
43	большей или меньшей	1	1
44	на самом деле	9	1
45	подобно тому как	2	1
46	в этом смысле	3	1
47	в том и	1	1
48	уже не в	1	1
49	о том как	1	1
50	да и то	1	1
51	в одних и	1	1
52	нам еще придется	1	1
53	но между тем	1	1
54	но тотчас же	1	1
55	и не может	2	1
56	и в то	2	1
57	это еще не	1	1
58	бы то ни	3	1
59	в этом отношении	1	1
60	он с первого	1	1
61	и тех же	1	1
62	со всех сторон	1	1
63	главным образом в	1	1
64	вместе с тем	1	1
65	с другом что	1	1
66	что на самом	1	1
67	в конце концов	3	1
68	он мог бы	1	1
69	и в этом	2	1
70	том что первая	1	1
71	даже и на	1	1
72	все более и	1	1
73	общения с ним	1	1
74	и из нее	1	1
75	в нем не	1	1
76	мы уже говорили	5	1
77	так бы и	1	1
78	на тему о	2	1
79	не все же	1	1
80	я не могу	1	1
81	по себе и	2	1
82	том и в	1	1
83	и в том	1	1
84	в свое время	1	1
85	друг с другом	4	1
86	однако вернемся к	1	1
87	что он есть	1	1
88	что у меня	3	1
89	и как бы	1	1
90	и пр в	1	1
91	и как будто	1	1
92	и вместе с	1	1
93	всего то что	1	1
94	мы можем сказать	2	1
95	что и в	1	1
96	уже сама по	1	1
97	того или другого	1	1
98	вопрос о том	1	1
99	более и более	1	1
100	той или иной	4	1
101	но все же	2	1
102	но даже и	1	1
103	за то что	1	1
104	может и не	1	1
105	но все эти	1	1
106	как мы уже	2	1
107	в братьях карамазовых	3	1
108	к тому что	1	1
109	что это еще	1	1
110	и в нем	3	1
111	то что они	1	1
112	на всю жизнь	2	1
113	том что он	1	1
114	к тому же	3	1
115	можем сказать что	2	1
116	то же но	1	1
117	в своей душе	1	1
118	и все его	1	1
119	и в другом	1	1
