N	3gram	Vinokur_St_2	KulturaY
1	и т п	3	24
2	и т д	6	14
3	в том что	16	10
4	с точки зрения	2	8
5	для того чтобы	5	8
6	в самом деле	2	7
7	то обстоятельство что	4	7
8	с другой стороны	3	7
9	только потому что	2	6
10	в этом смысле	1	5
11	во всяком случае	3	5
12	тем не менее	2	5
13	в зависимости от	1	4
14	в этом отношении	9	3
15	точно так же	1	3
16	на этой почве	1	3
17	в конце концов	1	3
18	в связи с	1	3
19	то же время	1	3
20	в то же	1	3
21	и пр но	1	2
22	не говоря уже	1	2
23	на самом деле	1	2
24	в этом случае	1	2
25	говоря уже о	1	2
26	на этот вопрос	1	2
27	в данном отношении	1	2
28	вместе с тем	5	2
29	дело не в	1	2
30	так же как	3	2
31	в отличие от	2	2
32	и в том	1	2
33	в свое время	1	2
34	но также и	1	2
35	в свою очередь	1	2
36	т п в	1	2
37	но все же	2	2
38	на то что	2	2
39	так или иначе	1	2
40	и в другом	1	2
41	том что в	2	1
42	как это доказывает	1	1
43	в том смысле	2	1
44	возникает целый ряд	1	1
45	не говорят не	1	1
46	но в устах	1	1
47	иметь в виду	3	1
48	дело в том	4	1
49	а прежде всего	1	1
50	т е даже	1	1
51	по его мнению	1	1
52	в настоящее время	1	1
53	было бы отрицать	1	1
54	бы может быть	1	1
55	т е не	1	1
56	в какой они	1	1
57	именно то обстоятельство	1	1
58	свое выражение в	2	1
59	мы видели выше	1	1
60	принять во внимание	2	1
61	но все это	2	1
62	до сих пор	5	1
63	в живом языке	1	1
64	сам по себе	1	1
65	мне кажется что	2	1
66	что он не	4	1
67	бы то ни	2	1
68	не имеет никакого	1	1
69	в первую очередь	1	1
70	об этом в	1	1
71	но он не	1	1
72	но и здесь	2	1
73	в той мере	2	1
74	в каждом данном	1	1
75	заключалась в том	1	1
76	большую роль в	1	1
77	на первом месте	1	1
78	с тех пор	1	1
79	и в области	1	1
80	в наши дни	1	1
81	для борьбы с	1	1
82	обстоятельство что в	1	1
83	в значительной степени	2	1
84	уже о том	1	1
85	т е в	1	1
86	в данном случае	1	1
87	не то что	1	1
88	сами по себе	2	1
89	то ни было	2	1
90	в самом тексте	2	1
91	потому что оно	1	1
92	в известном смысле	1	1
93	по сравнению с	1	1
94	не до конца	2	1
95	но и вся	1	1
96	с полным правом	1	1
97	не в том	2	1
98	таким образом при	1	1
99	хочется верить что	1	1
100	в виду что	1	1
101	вследствие того что	1	1
102	мере в какой	2	1
103	в каком смысле	1	1
104	в том самом	1	1
105	вместо того чтобы	1	1
106	об этом можно	1	1
107	ни одного слова	1	1
108	ни в каком	1	1
109	заключается в том	1	1
110	в то время	1	1
111	в том чтобы	1	1
112	на ряду с	1	1
113	в их серьезности	1	1
114	о том что	11	1
115	ничего общего с	1	1
116	и все это	1	1
117	понимании этого термина	1	1
118	с самого начала	3	1
119	вовсе не был	1	1
120	в связь с	1	1
121	от которого я	1	1
122	однако никак не	1	1
123	само собою разумеется	2	1
124	речь идет о	3	1
125	в политическом отношении	2	1
126	бы отрицать что	1	1
127	зависимости от степени	1	1
128	после того как	4	1
129	вопрос одного из	1	1
130	к тому что	5	1
131	достаточно для того	2	1
132	той мере в	2	1
133	в предисловии к	2	1
134	таким образом в	1	1
135	потому что они	1	1
136	к тому же	2	1
137	как мы видели	1	1
