N	2gram	Vygotskiy__3	Literetu
1	а не	7	20
2	и в	38	19
3	может быть	19	17
4	то же	10	12
5	и не	10	11
6	как и	8	10
7	в том	25	10
8	но и	5	10
9	в этом	13	9
10	состоит в	3	9
11	в то	3	9
12	не может	7	9
13	не только	12	8
14	в стихах	3	8
15	и даже	4	8
16	с другой	7	8
17	том что	14	7
18	так и	1	7
19	с одной	6	7
20	то что	35	7
21	и на	6	6
22	в себе	4	6
23	при этом	4	6
24	однако в	1	6
25	одной стороны	5	6
26	я не	5	5
27	столь же	2	5
28	но не	1	5
29	он не	6	5
30	одна из	4	5
31	в конечном	1	5
32	в качестве	2	5
33	для всех	2	5
34	у нас	2	5
35	то есть	15	5
36	того что	4	5
37	с тобой	1	5
38	вместе с	5	5
39	мы не	5	4
40	того же	3	4
41	так что	8	4
42	отнюдь не	2	4
43	едва ли	3	4
44	для него	2	4
45	точки зрения	16	4
46	в поэме	3	4
47	не в	12	4
48	даже в	1	4
49	в русской	2	4
50	в ней	15	4
51	в его	5	4
52	один из	6	4
53	и других	1	4
54	каждый из	1	4
55	тем что	3	4
56	в частности	1	4
57	другой стороны	5	4
58	жизни и	1	4
59	что в	20	4
60	речь идет	4	3
61	одним из	1	3
62	и то	8	3
63	идет о	4	3
64	в сущности	10	3
65	и он	1	3
66	я на	1	3
67	во всех	4	3
68	как к	2	3
69	в этой	13	3
70	то и	3	3
71	в нем	4	3
72	в глазах	1	3
73	мы с	1	3
74	такой же	2	3
75	в их	1	3
76	том чтобы	1	3
77	с точки	9	3
78	тем самым	1	3
79	не столько	1	3
80	никогда не	4	3
81	ничего не	2	3
82	и его	6	3
83	данном случае	2	3
84	в себя	1	3
85	русской поэзии	2	3
86	всей своей	1	3
87	не с	1	3
88	и с	1	3
89	в другом	5	3
90	но с	1	3
91	в поэзии	1	3
92	а в	7	3
93	так как	6	3
94	этом отношении	1	3
95	со стороны	2	3
96	в разговоре	1	3
97	в данном	2	3
98	а именно	1	3
99	по существу	2	3
100	но это	3	3
101	в начале	1	3
102	и для	4	3
103	на свою	1	3
104	и как	8	3
105	что он	11	3
106	о себе	1	3
107	как на	3	3
108	себя как	2	2
109	и т	14	2
110	же как	1	2
111	я тебя	1	2
112	и до	1	2
113	поэзии и	2	2
114	той же	2	2
115	зависимость от	1	2
116	из своих	1	2
117	что нам	1	2
118	на себя	1	2
119	с ее	2	2
120	в каждой	1	2
121	к своему	2	2
122	но как	2	2
123	очевидно что	2	2
124	в истории	2	2
125	все же	8	2
126	и наконец	2	2
127	и к	3	2
128	но в	3	2
129	то в	1	2
130	со своей	2	2
131	в целом	4	2
132	представляет собой	2	2
133	подобно тому	1	2
134	на этом	5	2
135	одно и	3	2
136	а затем	1	2
137	в жизни	1	2
138	но уже	1	2
139	в них	3	2
140	все равно	1	2
141	с этой	2	2
142	с тем	8	2
143	а за	1	2
144	он и	1	2
145	и еще	1	2
146	как бы	14	2
147	в такой	3	2
148	и читателя	1	2
149	не к	3	2
150	мысли и	1	2
151	по преимуществу	2	2
152	то с	1	2
153	на два	1	2
154	не по	1	2
155	в основе	3	2
156	но только	8	2
157	все еще	1	2
158	для того	8	2
159	которого состоит	1	2
160	в виду	4	2
161	не могу	2	2
162	в ее	7	2
163	то как	2	2
164	еще не	1	2
165	ко всему	1	2
166	для этого	2	2
167	о том	6	2
168	и что	18	2
169	для нас	8	2
170	и только	3	2
171	не более	2	2
172	в русском	1	2
173	было бы	12	2
174	могло бы	2	2
175	и одновременно	2	2
176	тот же	3	2
177	в какой	5	2
178	друг друга	1	2
179	потому что	14	2
180	уже не	2	2
181	из них	6	2
182	был бы	3	2
183	одно из	2	2
184	не так	3	2
185	ведь это	1	2
186	в одном	8	2
187	т п	5	2
188	в конце	2	2
189	что и	4	2
190	вовсе не	8	2
191	у него	4	2
192	как раз	8	2
193	себя и	1	2
194	что не	3	2
195	не было	1	2
196	говорит я	1	2
197	до конца	2	2
198	могут служить	1	2
199	него не	1	2
200	как это	6	2
201	жизни а	1	2
202	и каждый	1	2
203	из которых	4	2
204	и столь	2	2
205	а если	1	2
206	тому как	1	2
207	на свете	1	2
208	быть не	2	2
209	не является	1	2
210	от имени	3	2
211	в результате	1	2
212	хотя бы	2	2
213	с ним	2	2
214	же в	2	2
215	все хотят	1	2
216	к этой	2	2
217	разговоре с	1	2
218	в своих	4	2
219	все что	1	2
220	исходит от	1	1
221	отношения к	2	1
222	в движение	1	1
223	что образ	2	1
224	это и	1	1
225	перед читателем	1	1
226	сказано что	1	1
227	в первом	1	1
228	по которым	1	1
229	сто крат	1	1
230	нас на	2	1
231	должна быть	5	1
232	над ней	1	1
233	а под	1	1
234	из всех	3	1
235	который создан	1	1
236	поэзия а	1	1
237	мы имеем	1	1
238	это совершенно	1	1
239	как мы	7	1
240	что уже	1	1
241	целым рядом	1	1
242	он как	1	1
243	но исключительно	1	1
244	но напротив	1	1
245	частный случай	1	1
246	я здесь	1	1
247	оказывается что	1	1
248	не от	1	1
249	он был	3	1
250	за это	1	1
251	в чем	1	1
252	сказать и	1	1
253	самом деле	21	1
254	при жизни	1	1
255	за ту	1	1
256	достаточно сопоставить	1	1
257	целом ряде	1	1
258	отличие от	1	1
259	и мал	1	1
260	относится к	1	1
261	которые не	1	1
262	и я	2	1
263	это самое	1	1
264	и вовсе	1	1
265	как в	4	1
266	она как	1	1
267	этой точки	1	1
268	есть в	2	1
269	как нам	1	1
270	в полном	2	1
271	когда он	4	1
272	что по	3	1
273	общим делом	1	1
274	писал что	1	1
275	в действительности	1	1
276	с душой	1	1
277	от этого	1	1
278	поэтому он	1	1
279	для которого	1	1
280	в самом	25	1
281	утверждая что	1	1
282	и конечно	3	1
283	к художественному	1	1
284	что это	10	1
285	ни один	1	1
286	когда ты	1	1
287	все эти	4	1
288	в известном	1	1
289	рассказ о	1	1
290	но он	2	1
291	и те	1	1
292	на то	16	1
293	не следует	1	1
294	одно что	2	1
295	слова а	1	1
296	всех этих	2	1
297	с нашим	1	1
298	и вот	2	1
299	никак не	7	1
300	что ни	1	1
301	и по	2	1
302	образа и	1	1
303	говоря в	1	1
304	таким образом	12	1
305	мы обнаруживаем	1	1
306	здесь мы	4	1
307	себя мы	1	1
308	и сделал	1	1
309	со всеми	2	1
310	только не	1	1
311	по выражению	2	1
312	с другими	1	1
313	это не	1	1
314	ты мне	1	1
315	всю свою	1	1
316	должен был	2	1
317	друг я	1	1
318	люди не	1	1
319	она и	1	1
320	далеко не	3	1
321	в слове	1	1
322	мы видели	6	1
323	здесь все	1	1
324	и было	1	1
325	иначе говоря	5	1
326	со всей	3	1
327	в этих	2	1
328	ему как	1	1
329	а вот	1	1
330	которая так	1	1
331	от первой	1	1
332	в своей	5	1
333	место в	3	1
334	собой все	1	1
335	что до	1	1
336	в отличие	1	1
337	от себя	1	1
338	всякое художественное	1	1
339	обнаруживается в	1	1
340	но эта	1	1
341	при рассмотрении	1	1
342	их в	2	1
343	что этот	4	1
344	смерти то	1	1
345	случае мы	1	1
346	и вся	1	1
347	тому что	6	1
348	дело как	1	1
349	но они	2	1
350	сущности говоря	7	1
351	не имеет	6	1
352	писателя с	1	1
353	того как	3	1
354	и вместо	1	1
355	и притом	1	1
356	которых и	1	1
357	не могло	1	1
358	того и	1	1
359	и всегда	2	1
360	казалось бы	5	1
361	этих двух	1	1
362	на россию	1	1
363	есть не	1	1
364	им а	1	1
365	вся картина	1	1
366	что на	1	1
367	за ними	1	1
368	была с	1	1
369	которых он	1	1
370	все то	7	1
371	не могут	2	1
372	это конечно	1	1
373	в других	1	1
374	же самое	10	1
375	к тому	6	1
376	с кем	1	1
377	что едва	1	1
378	ничего общего	1	1
379	расходится с	1	1
380	и о	3	1
381	но по	1	1
382	прорастает из	1	1
383	того чтобы	9	1
384	стихах и	3	1
385	свою очередь	2	1
386	здесь не	3	1
387	на основе	1	1
388	в собственном	1	1
389	мысль о	1	1
390	и говорит	1	1
391	только то	2	1
392	идет не	1	1
393	на свой	1	1
394	и когда	5	1
395	можно было	1	1
396	не за	1	1
397	каждого из	3	1
398	мог бы	1	1
399	как таковую	1	1
400	остается только	1	1
401	мы в	2	1
402	же мере	2	1
403	в словах	1	1
404	нас и	1	1
405	составляет неотъемлемую	1	1
406	в таком	3	1
407	в построении	1	1
408	это мне	1	1
409	это я	1	1
410	еще при	1	1
411	есть одновременно	1	1
412	не перед	1	1
413	все прочие	2	1
414	но мы	2	1
415	вынужден был	1	1
416	одного из	2	1
417	даже у	2	1
418	и просто	1	1
419	можно сказать	1	1
420	основе своей	1	1
421	времени в	1	1
422	дела с	1	1
423	нет у	1	1
424	под именем	1	1
425	как прежде	1	1
426	ним и	1	1
427	бы в	3	1
428	почти уже	1	1
429	и мы	13	1
430	развивается в	2	1
431	что только	2	1
432	дело с	1	1
433	которое мы	3	1
434	в большом	1	1
435	что ж	1	1
436	мире и	1	1
437	не можем	4	1
438	только на	1	1
439	в итоге	1	1
440	ту самую	1	1
441	тем чтобы	1	1
442	на нет	1	1
443	не все	1	1
444	от других	1	1
