N	3gram	Bakhtin_KF_1	Problemy
1	с точки зрения	9	13
2	в этом смысле	3	10
3	то же время	2	9
4	в то же	2	9
5	по отношению к	22	8
6	в его целом	10	6
7	в том что	2	6
8	и в этом	3	5
9	в зависимости от	1	5
10	но в то	1	5
11	на самом деле	3	4
12	между тем как	3	4
13	а не как	1	4
14	не может быть	11	4
15	это не значит	1	3
16	во всяком случае	1	3
17	само по себе	1	3
18	даже там где	1	2
19	литературе о нем	1	2
20	человека но не	1	2
21	друг против друга	1	2
22	он может быть	2	2
23	в лучшем случае	1	2
24	и в то	1	2
25	хотя бы и	1	2
26	бы то ни	2	2
27	но это не	1	2
28	во всей его	2	2
29	он ни был	2	2
30	мира в его	2	2
31	для него самого	1	2
32	с ним и	1	2
33	что может быть	1	2
34	в его мире	1	2
35	бы он ни	2	2
36	в большинстве случаев	1	2
37	и входит в	1	2
38	то все же	1	1
39	а следовательно и	1	1
40	в своих границах	2	1
41	он должен быть	1	1
42	то что я	2	1
43	ни в один	1	1
44	ведь только в	1	1
45	есть действительно и	1	1
46	дело в том	1	1
47	в свою очередь	1	1
48	он не может	1	1
49	в нем и	3	1
50	как и всякое	1	1
51	то же самое	1	1
52	и для него	2	1
53	как если бы	1	1
54	и единство бытия	1	1
55	в движение по	1	1
56	не было бы	3	1
57	совершенно иной чем	1	1
58	в литературе о	1	1
59	ведь если бы	1	1
60	в нем как	4	1
61	в противном случае	1	1
62	могла бы быть	3	1
63	не значит однако	1	1
64	в нем в	1	1
65	она может быть	1	1
66	значит однако что	1	1
67	может быть только	7	1
68	в его целом?	1	1
69	раз и навсегда	2	1
70	может быть и	1	1
71	слова и его	1	1
72	может быть понято	1	1
73	все это в	1	1
74	один миг не	1	1
75	иной чем в	1	1
76	не потому что	1	1
77	в первом случае	1	1
78	то ни было	2	1
79	не теряя своей	1	1
80	отношению к нему	4	1
81	в известном смысле	1	1
82	и по отношению	1	1
83	из которых слагается	1	1
84	в одном кругозоре	1	1
85	отсюда следует что	1	1
86	но не в	1	1
87	и менее всего	1	1
88	притом не только	1	1
89	в котором я	2	1
90	не в том	1	1
91	зависит от того	1	1
92	истинное суждение не	1	1
93	бы оно ни	1	1
94	возможных точек зрения	1	1
95	к той же	1	1
96	тем или иным	1	1
97	и в трагедии	1	1
98	не укоренен в	1	1
99	но уже не	1	1
100	и именно в	1	1
101	не в одном	1	1
102	не совпадает с	1	1
103	в каком плане	1	1
104	того или иного	3	1
105	оно ни было	1	1
106	независимо от того	1	1
107	по себе а	1	1
108	не была бы	1	1
109	имеем в виду	2	1
110	и не потому	1	1
111	как бы ни	1	1
112	точки зрения автора	1	1
113	но все эти	3	1
114	в настоящее время	1	1
115	сознаний из которых	1	1
116	уже не только	1	1
117	менее всего можно	1	1
118	к тому что	1	1
119	было дано в	1	1
120	конечно не в	1	1
121	в себя как	1	1
122	в бытии и	2	1
123	быть не может	1	1
124	для того чтобы	1	1
125	в себе в	1	1
126	лишь как момент	2	1
127	что и в	1	1
128	и только в	2	1
129	как бы он	1	1
130	не как содержательное	1	1
131	только в нем	1	1
132	входит в его	1	1
