N	3gram	Potebnia_M_1	Problemy
1	то же время	3	10
2	в то же	3	10
3	на самом деле	1	9
4	с самого начала	3	8
5	по отношению к	13	6
6	во всяком случае	1	4
7	а между тем	3	3
8	в этом смысле	4	3
9	бы то ни	2	3
10	же время не	1	3
11	в эту минуту	1	3
12	то ни было	1	3
13	с другой стороны	5	3
14	не может быть	9	3
15	то все же	1	2
16	смысле этого слова	1	2
17	потому что сам	2	2
18	с точки зрения	3	2
19	сам по себе	1	2
20	друг на друга	1	2
21	по себе и	1	2
22	можно было бы	1	2
23	там где он	1	2
24	и в этом	6	2
25	так и в	3	2
26	и все это	1	2
27	и в слове	1	2
28	подобно тому как	3	2
29	но все же	1	2
30	в том что	13	2
31	мы увидим что	3	2
32	все более и	2	1
33	самого начала все	1	1
34	то есть как	1	1
35	потому что в	4	1
36	дело в том	2	1
37	и для самого	1	1
38	но и по	1	1
39	в том и	2	1
40	того или другого	1	1
41	потому что я	1	1
42	до сих пор	1	1
43	но не в	1	1
44	бы даже и	1	1
45	в его душе	1	1
46	а так как	3	1
47	и в этих	1	1
48	то что в	1	1
49	что в нем	1	1
50	которого он не	1	1
51	заключает в себе	2	1
52	и в каждом	1	1
53	он не мог	1	1
54	по крайней мере	2	1
55	как если бы	1	1
56	каждому из них	1	1
57	к тому что	2	1
58	свое собственное слово	1	1
59	так же необходимо	1	1
60	того чтобы она	1	1
61	все без исключения	1	1
62	было бы так	1	1
63	не иначе как	2	1
64	и как бы	3	1
65	всяком случае не	1	1
66	не только для	2	1
67	и в отношении	1	1
68	служит для него	2	1
69	уже с самого	2	1
70	в нем есть	2	1
71	и в том	3	1
72	мы видели что	1	1
73	это потому что	1	1
74	в то время	1	1
75	между этими двумя	1	1
76	слова мы увидим	1	1
77	и с этой	2	1
78	но тем не	3	1
79	как и в	2	1
80	в свою очередь	4	1
81	и того же	2	1
82	о том что	1	1
83	но и для	2	1
84	как и во	1	1
85	не только не	2	1
86	ни в одном	1	1
87	более и более	2	1
88	по его мнению	4	1
89	как бы ни	2	1
90	бы они ни	2	1
91	они ни были	2	1
92	находятся в таких	1	1
93	одного и того	2	1
94	то есть человека	1	1
95	точки зрения он	1	1
96	друг от друга	2	1
97	вопрос о том	1	1
98	тем не менее	6	1
99	мог бы быть	1	1
100	друг другу как	1	1
101	сама по себе	3	1
102	как мы видели	1	1
103	себя и других	1	1
104	для того чтобы	2	1
105	в них не	2	1
106	лицом к лицу	1	1
107	с отношением к	1	1
108	а не в	1	1
109	что и в	3	1
110	так потому что	1	1
111	в этом отношении	1	1
112	входит в его	1	1
