N	2gram	Vinokur_Ku_3	StatiiOP
1	и в	23	29
2	том что	11	27
3	в том	22	27
4	в этом	16	21
5	не только	17	19
6	но и	3	19
7	что в	13	19
8	пушкина в	1	18
9	о том	6	17
10	в его	11	13
11	что он	6	13
12	у пушкина	1	12
13	между прочим	8	12
14	в которой	1	11
15	то что	4	11
16	все это	2	11
17	таким образом	9	10
18	к тому	3	10
19	т е	32	10
20	и т	54	9
21	в своем	4	9
22	он не	3	9
23	пушкина и	1	9
24	потому что	12	9
25	так и	6	9
26	и не	10	9
27	пушкин и	1	9
28	как на	8	9
29	но в	2	8
30	как раз	4	8
31	и пр	3	8
32	по поводу	3	8
33	я не	5	7
34	в ней	3	7
35	в самом	13	7
36	так например	1	7
37	но все	2	7
38	в г	1	7
39	в своей	4	7
40	в котором	2	7
41	не столько	4	7
42	тому что	4	7
43	того как	7	7
44	для того	12	7
45	в виду	8	7
46	с тем	6	7
47	вместе с	2	7
48	вопрос о	11	6
49	и на	1	6
50	все же	5	6
51	т д	8	6
52	вовсе не	5	6
53	того чтобы	11	6
54	и его	1	6
55	и что	7	6
56	в одном	2	6
57	до сих	8	6
58	было бы	16	5
59	точки зрения	23	5
60	в русской	1	5
61	в языке	7	5
62	того что	11	5
63	между тем	4	5
64	в качестве	2	5
65	своего рода	2	5
66	обратить внимание	1	5
67	прежде всего	9	5
68	а не	11	5
69	о чем	2	5
70	в той	4	5
71	как бы	5	5
72	сих пор	8	5
73	если б	1	4
74	речь идет	3	4
75	то обстоятельство	3	4
76	кроме того	2	4
77	на память	1	4
78	хотя и	5	4
79	и к	3	4
80	в другом	1	4
81	и с	3	4
82	не в	5	4
83	пушкина но	1	4
84	ничего не	6	4
85	обстоятельство что	3	4
86	но также	5	4
87	и о	4	4
88	после того	6	4
89	внимание на	2	4
90	раньше чем	1	4
91	но с	1	4
92	связи с	6	4
93	в значении	2	4
94	при помощи	1	4
95	для него	1	4
96	с другой	7	4
97	именно в	3	4
98	в речи	1	4
99	в частности	2	4
100	в печати	2	4
101	еще более	2	4
102	к этому	1	4
103	вряд ли	1	3
104	например в	1	3
105	же как	1	3
106	самом деле	14	3
107	на самом	3	3
108	идет о	1	3
109	в их	6	3
110	оба эти	1	3
111	хотя бы	9	3
112	подчеркнуть что	2	3
113	но не	3	3
114	не то	2	3
115	в общем	6	3
116	которые не	1	3
117	как в	4	3
118	с этим	1	3
119	не было	4	3
120	что это	3	3
121	в известном	2	3
122	интересно что	1	3
123	тому же	3	3
124	в начале	1	3
125	отношений между	2	3
126	в россии	2	3
127	ни в	3	3
128	не мог	1	3
129	в эту	1	3
130	в этих	2	3
131	одном из	1	3
132	но он	1	3
133	по себе	6	3
134	не менее	12	3
135	одной из	1	3
136	не могло	1	3
137	никогда не	1	3
138	нельзя не	2	3
139	на себя	2	3
140	это слово	1	3
141	тем что	5	3
142	у нас	10	3
143	и именно	3	3
144	и здесь	2	3
145	на вопрос	3	3
146	в пользу	1	3
147	материал для	2	3
148	но это	5	3
149	русского языка	7	3
150	ни одного	2	3
151	всяком случае	1	3
152	т п	41	3
153	обращает на	1	3
154	что на	3	3
155	еще и	2	3
156	а с	3	3
157	сколько в	1	3
158	так же	2	3
159	xix века	3	3
160	другой стороны	3	3
161	другое дело	1	3
162	давно уже	1	3
163	отношении к	1	3
164	во всяком	2	3
165	в силе	1	2
166	также и	5	2
167	на пушкина	1	2
168	по адресу	2	2
169	того же	4	2
170	такое же	1	2
171	тем же	2	2
172	собою разумеется	1	2
173	то же	6	2
174	поэзии и	1	2
175	почти все	1	2
176	в полной	1	2
177	в числе	4	2
178	французском языке	2	2
179	бы то	1	2
180	тогда как	1	2
181	отличие от	2	2
182	нет и	1	2
183	что они	2	2
184	были не	1	2
185	и я	2	2
186	там где	3	2
187	мере в	1	2
188	в одной	1	2
189	и как	2	2
190	более или	2	2
191	в чисто	1	2
192	литературных задач	1	2
193	все эти	7	2
194	в себе	1	2
195	в словаре	1	2
196	и те	1	2
197	как он	2	2
198	в статье	2	2
199	при этом	6	2
200	если бы	8	2
201	тем не	9	2
202	не к	1	2
203	и более	3	2
204	то ни	1	2
205	конечно в	1	2
206	не дает	2	2
207	литературного языка	3	2
208	его в	2	2
209	само собою	2	2
210	о которых	1	2
211	как и	5	2
212	во внимание	5	2
213	несмотря на	1	2
214	или менее	2	2
215	себя внимание	2	2
216	что такое	4	2
217	два слова	1	2
218	в отношении	3	2
219	с точки	16	2
220	в отличие	2	2
221	что я	1	2
222	от его	1	2
223	даже в	1	2
224	что с	1	2
225	в то	3	2
226	дело не	2	2
227	не имеет	3	2
228	в процессе	3	2
229	есть еще	1	2
230	из собеседников	2	2
231	это еще	2	2
232	только не	1	2
233	не может	6	2
234	не по	3	2
235	только с	1	2
236	в области	14	2
237	образом не	2	2
238	в каком	3	2
239	не потому	3	2
240	языка в	6	2
241	искусства и	1	2
242	на это	1	2
243	в ее	4	2
244	этому поводу	1	2
245	принять во	2	2
246	а также	4	2
247	другом месте	1	2
248	разве лишь	3	2
249	никак не	2	2
250	от степени	1	2
251	что и	6	2
252	отметить что	3	2
253	судить по	1	2
254	как например	2	2
255	и дело	1	2
256	этот вопрос	3	2
257	в какой	3	2
258	только в	6	2
259	пишет он	1	2
260	по этому	1	2
261	раз в	1	2
262	очевидно что	3	2
263	так как	9	2
