N	3gram	Bakhtin_Pr_2	EvropaiE
1	с точки зрения	8	16
2	в то же	5	15
3	то же время	5	14
4	в отношении к	2	12
5	с одной стороны	1	8
6	одной стороны и	1	6
7	в том что	1	6
8	как нам кажется	2	5
9	этой точки зрения	1	5
10	бы то ни	1	4
11	то ни было	1	4
12	само по себе	1	4
13	той или иной	3	4
14	в той или	3	3
15	в этом смысле	2	3
16	же как и	1	3
17	хотя бы и	1	3
18	можно было бы	3	3
19	друг с другом	4	3
20	во всяком случае	1	3
21	можно сказать что	1	3
22	в известной степени	1	3
23	иначе обстоит дело	1	2
24	прежде всего в	1	2
25	нам кажется что	2	2
26	рано или поздно	1	2
27	дело идет о	1	2
28	но в то	3	2
29	каких бы то	1	2
30	так и в	1	2
31	с другой стороны	3	2
32	не может быть	4	2
33	в одном из	1	2
34	мы можем сказать	1	2
35	обстоит дело в	1	2
36	между ними и	1	2
37	на то что	2	2
38	друг от друга	2	2
39	в большинстве случаев	8	2
40	не может не	1	1
41	в этом мире	1	1
42	хотя и не	2	1
43	и в характере	1	1
44	он сам и	1	1
45	которая как мы	2	1
46	дело в том	1	1
47	более или менее	3	1
48	большей или меньшей	1	1
49	также и в	1	1
50	кажется что в	1	1
51	в том же	1	1
52	слова т е	2	1
53	и не в	1	1
54	в отличие от	4	1
55	но и в	1	1
56	и та же	2	1
57	том числе и	1	1
58	мы увидим что	1	1
59	или иной степени	1	1
60	но и эта	1	1
61	на этот вопрос	2	1
62	почти никогда не	1	1
63	и в этих	2	1
64	может быть и	2	1
65	между тем с	1	1
66	в которых может	1	1
67	на этот раз	1	1
68	себе не только	1	1
69	смысле этого слова	1	1
70	в значительной степени	1	1
71	то время как	2	1
72	в большей или	1	1
73	или меньшей степени	1	1
74	в связи с	1	1
75	друг к другу	2	1
76	же время не	1	1
77	одна и та	2	1
78	до настоящего времени	1	1
79	ней в ее	1	1
80	о которых мы	1	1
81	вместо того чтобы	1	1
82	или в отношении	1	1
83	в то время	2	1
84	и в идеологическом	1	1
85	можем сказать что	1	1
86	но не в	1	1
87	и ту же	1	1
88	в том числе	1	1
89	одну и ту	1	1
90	и до настоящего	1	1
91	с такими же	1	1
92	к тому же	3	1
93	и т д	4	1
94	в пределах одного	9	1
