N	3gram	Propp_Isto_2	FransuaR
1	в следующей главе	1	6
2	о том что	2	5
3	в другом месте	2	4
4	с одной стороны	3	4
5	тесно связаны с	1	3
6	до сих пор	6	3
7	вместо того чтобы	2	3
8	и с миром	1	2
9	в этой роли	1	2
10	в этом отрывке	1	2
11	как мы увидим	1	2
12	но уже в	1	2
13	как один из	1	2
14	во всех этих	2	2
15	но и в	2	2
16	с другой стороны	2	2
17	в одном образе	1	2
18	в том что	5	2
19	и прежде всего	1	2
20	до наших дней	1	1
21	по отношению к	3	1
22	в обоих случаях	1	1
23	другой стороны в	1	1
24	том что в	1	1
25	и др все	1	1
26	и так сказать	1	1
27	о том как	1	1
28	в одной из	1	1
29	и не только	1	1
30	он должен быть	1	1
31	но если мы	1	1
32	видит в нем	1	1
33	со всех сторон	4	1
34	мы не будем	2	1
35	вместе с тем	5	1
36	не подлежит никакому	1	1
37	сам по себе	1	1
38	мы встречаем такие	1	1
39	наиболее известный пример	1	1
40	подлежит никакому сомнению	1	1
41	оно переходит в	1	1
42	смысле этого слова	1	1
43	не может так	1	1
44	мы видим что	5	1
45	в высшую степень	1	1
46	в связи с	4	1
47	то что он	1	1
48	другой стороны с	1	1
49	в лесах и	1	1
50	не может быть	2	1
51	потому что они	1	1
52	мы видели что	1	1
53	в огне и	1	1
54	в зависимости от	1	1
55	к которому принадлежал	1	1
56	после того как	2	1
57	не только в	4	1
58	но все же	4	1
59	в последней главе	1	1
60	есть такие которые	1	1
61	за то что	1	1
62	это как бы	1	1
63	вот отрывок из	1	1
64	жизнью и смертью	1	1
65	и на весь	1	1
66	том что он	1	1
