N	3gram	Vygotskiy__4	FransuaR
1	то же время	1	9
2	в то же	1	9
3	для того чтобы	19	6
4	в том что	12	6
5	а также и	1	4
6	так же как	3	4
7	на самом деле	5	4
8	потому что он	2	3
9	до сих пор	3	3
10	то же самое	6	2
11	дело в том	1	2
12	в средние века	1	2
13	с точки зрения	4	2
14	точку зрения на	1	2
15	жизни и смерти	1	2
16	можно было бы	4	2
17	о том как	2	2
18	же как и	1	2
19	и с точки	1	2
20	в то время	2	2
21	мы уже говорили	1	2
22	не может быть	1	2
23	то есть в	1	2
24	можно сказать что	1	2
25	как бы в	1	2
26	мы видим что	2	2
27	друг с другом	4	2
28	к тому же	2	2
29	также и в	1	2
30	что иное как	1	1
31	пьесы но в	1	1
32	в игре в	1	1
33	в ней и	1	1
34	и той же	2	1
35	и когда она	1	1
36	по отношению к	1	1
37	это то же	1	1
38	в самом деле	7	1
39	он все же	1	1
40	мы обратимся к	1	1
41	что не может	1	1
42	те же самые	2	1
43	и целый ряд	1	1
44	том что это	1	1
45	и в общем	1	1
46	и в то	1	1
47	рассказывает о том	1	1
48	что он не	4	1
49	и та же	2	1
50	то что в	3	1
51	так например в	1	1
52	вместе с тем	2	1
53	только для того	1	1
54	времени и мы	1	1
55	прямо указывает на	1	1
56	и в частности	2	1
57	в это время	2	1
58	все это в	1	1
59	и что в	3	1
60	видят в ней	1	1
61	смысл всех этих	1	1
62	в этой пьесе	1	1
63	во всех этих	2	1
64	и в этой	1	1
65	положенные в основу	1	1
66	и в самой	1	1
67	целый ряд других	1	1
68	в нем есть	1	1
69	все то что	11	1
70	если мы обратимся	1	1
71	но и вообще	1	1
72	они свидетельствуют о	1	1
73	у шекспира и	1	1
74	и таким образом	1	1
75	одной и той	2	1
76	мы не можем	1	1
77	не что иное	1	1
78	что в этой	2	1
79	как это и	1	1
80	в свою очередь	1	1
81	но он не	1	1
82	одна и та	2	1
83	в истории литературы	1	1
84	о том что	10	1
85	она и не	1	1
86	ничего общего с	1	1
87	в этой же	1	1
88	в конечном счете	1	1
89	и в самом	2	1
90	мы еще будем	1	1
91	совершенно верно но	1	1
92	он полагает что	2	1
93	как мы уже	1	1
94	это не просто	3	1
95	свидетельствуют о том	1	1
96	и о которых	1	1
97	так как он	1	1
98	что и в	1	1
99	так же точно	5	1
100	как бы он	1	1
