N	2gram	Potebnia_M_2	Problema
1	и в	24	30
2	то есть	30	21
3	не только	15	18
4	то что	20	18
5	в этом	8	17
6	том что	8	17
7	таким образом	11	13
8	но и	9	13
9	потому что	49	13
10	о том	5	12
11	в его	2	12
12	а именно	1	12
13	в том	18	12
14	и не	19	12
15	так что	10	11
16	у него	2	11
17	для нас	31	10
18	все же	5	9
19	на земле	1	9
20	но в	4	9
21	и вообще	3	9
22	который в	1	9
23	только в	11	9
24	и все	3	9
25	сказать что	2	9
26	хотя и	3	8
27	с точки	1	8
28	никак не	1	8
29	вовсе не	9	8
30	но не	12	7
31	как и	7	7
32	не в	13	7
33	никогда не	4	7
34	связи с	6	7
35	у нас	2	7
36	здесь не	1	7
37	так и	5	7
38	что он	4	7
39	мы находим	2	7
40	может быть	23	7
41	в связи	2	7
42	вместе с	11	7
43	и на	8	6
44	и как	6	6
45	в нем	9	6
46	при помощи	1	6
47	его в	3	6
48	можно найти	1	6
49	и его	2	6
50	можно сказать	1	6
51	и что	4	6
52	что и	11	6
53	уже не	4	6
54	так как	10	6
55	с другой	6	6
56	прежде всего	7	6
57	как бы	9	6
58	и для	3	6
59	а в	8	6
60	другой стороны	2	6
61	и то	3	5
62	для себя	1	5
63	в которой	5	5
64	тем не	6	5
65	и с	1	5
66	с тем	4	5
67	но он	2	5
68	не менее	5	5
69	и притом	3	5
70	того как	7	5
71	и о	1	5
72	что у	2	5
73	огня и	1	5
74	и у	3	5
75	и их	5	5
76	мы можем	12	5
77	а не	18	5
78	не может	12	5
79	так же	2	5
80	в самом	4	5
81	что в	16	5
82	человека и	3	4
83	того же	14	4
84	в себе	10	4
85	при этом	13	4
86	но все	2	4
87	же не	1	4
88	об этом	1	4
89	было бы	13	4
90	ни в	1	4
91	не так	3	4
92	по крайней	5	4
93	в то	6	4
94	тогда когда	10	4
95	но даже	3	4
96	огонь и	1	4
97	и сам	1	4
98	нас в	2	4
99	крайней мере	5	4
100	или в	2	4
101	даже и	2	4
102	далеко не	3	4
103	а с	2	4
104	если не	4	4
105	и вполне	1	4
106	как именно	2	4
107	тем же	3	3
108	время как	4	3
109	в ней	3	3
110	и самого	1	3
111	еще не	4	3
112	что его	3	3
113	в ее	1	3
114	совсем не	2	3
115	только тогда	3	3
116	что они	5	3
117	что касается	1	3
118	в противоположность	1	3
119	от этого	1	3
120	он в	1	3
121	бы не	5	3
122	с одной	4	3
123	он не	1	3
124	страдания и	1	3
125	такого же	2	3
126	в другом	2	3
127	этом смысле	2	3
128	не всегда	1	3
129	и другое	4	3
130	но только	2	3
131	в самой	3	3
132	есть только	6	3
133	сравнении с	2	3
134	указывает на	2	3
135	он видит	1	3
136	нет никакой	1	3
137	то время	4	3
138	с ним	5	3
139	внимание на	2	3
140	после того	2	3
141	все в	1	3
142	к нему	1	3
143	же в	5	3
144	того что	7	3
145	тот же	5	3
146	и тем	3	3
147	обратить внимание	1	3
148	в одном	6	3
149	в других	4	3
150	для того	5	3
151	именно в	1	3
152	одной стороны	3	3
153	видит в	1	3
154	а потом	1	3
155	быть только	2	3
156	о котором	2	3
157	в сравнении	2	3
158	перейти к	1	3
159	точно так	9	3
160	таком случае	2	2
161	самом деле	2	2
162	но тем	3	2
163	мере в	1	2
164	и до	1	2
165	от всяких	1	2
166	то же	12	2
167	и за	1	2
168	из всех	1	2
169	мы не	11	2
170	в таком	4	2
171	все эти	2	2
172	в чем	7	2
173	тем как	2	2
174	мы будем	1	2
175	не то	2	2
176	значение и	2	2
177	не все	2	2
178	по отношению	2	2
179	отношение к	1	2
180	на то	5	2
181	в одной	1	2
182	как в	10	2
183	что именно	1	2
184	в нашей	2	2
185	бы с	1	2
186	а скорее	2	2
187	не к	1	2
188	прежде чем	1	2
189	его на	2	2
190	то ни	1	2
191	факт что	2	2
192	его не	3	2
193	это не	3	2
194	в них	5	2
195	и тогда	3	2
196	раз и	1	2
197	бы на	1	2
198	и без	1	2
199	в котором	4	2
200	такую же	1	2
201	страха и	1	2
202	доказывает что	1	2
203	и более	1	2
204	был уже	1	2
205	в таких	1	2
206	дело в	1	2
207	на него	3	2
208	того чтобы	2	2
209	почему в	1	2
210	ничего не	1	2
211	по своей	1	2
212	тем что	7	2
213	уже и	1	2
214	точке зрения	2	2
215	нечто новое	2	2
216	не могут	7	2
217	и другой	1	2
218	его за	1	2
219	к тому	1	2
220	как мы	1	2
221	без всякого	1	2
222	не прямо	1	2
223	как с	1	2
224	не за	1	2
225	здесь как	1	2
226	и которые	1	2
227	не кто	1	2
228	по себе	15	2
229	бы то	1	2
230	и просто	1	2
231	любви к	1	2
232	тоже имеет	1	2
233	между тем	6	2
234	от них	3	2
235	во втором	1	2
236	и только	6	2
237	вслед за	3	2
238	что здесь	1	2
239	что только	2	2
240	в какой	2	2
241	по мнению	1	2
242	или же	7	2
243	именно на	1	2
244	со всеми	1	2
245	есть в	2	2
246	конечно не	1	2
247	уже в	5	2
248	и они	2	2
249	из них	5	2
250	свой собственный	1	2
251	всяком случае	7	2
252	доказать что	1	2
253	и человека	1	2
254	до сих	4	2
255	ее в	1	2
256	вообще и	2	2
257	человека а	1	2
258	что не	5	2
259	то и	9	2
260	мы и	1	2
261	в трех	1	2
262	мог быть	1	2
263	на тот	1	2
264	в первой	1	2
265	с этой	1	2
266	сих пор	4	2
267	только для	5	2
268	но для	1	2
269	один из	2	2
270	это уже	1	2
271	этот образ	1	2
