N	2gram	Tiupa_Hudo_1	VrazhdaK
1	не только	12	9
2	в этом	11	8
3	и в	14	8
4	и что	2	8
5	достоевского в	1	7
6	достоевского и	1	7
7	тургенева в	1	7
8	но и	5	7
9	и все	4	7
10	то что	8	7
11	что в	6	7
12	все же	3	6
13	но в	5	6
14	в нем	3	6
15	как и	9	6
16	и с	4	6
17	о нем	3	6
18	в начале	2	6
19	и даже	3	6
20	в романе	1	6
21	то же	9	5
22	об этом	5	5
23	в то	8	5
24	же время	8	5
25	между тем	8	5
26	с тургеневым	1	5
27	в письме	1	5
28	у него	9	5
29	не было	4	5
30	и не	2	5
31	г а	1	5
32	х годов	1	4
33	в ней	4	4
34	что он	9	4
35	при этом	12	4
36	это не	7	4
37	несмотря на	4	4
38	все это	2	4
39	письме к	1	4
40	в виду	1	4
41	во многом	1	4
42	с ним	4	4
43	о том	12	4
44	для нас	1	4
45	уже в	1	4
46	может быть	5	4
47	а бялый	1	4
48	как бы	7	4
49	в своих	3	4
50	речь идет	3	3
51	я не	1	3
52	в чем	1	3
53	с его	5	3
54	к творчеству	2	3
55	в своем	4	3
56	и как	1	3
57	в этот	1	3
58	раз в	2	3
59	на то	4	3
60	его в	3	3
61	он не	4	3
62	далеко не	1	3
63	и уже	1	3
64	том что	16	3
65	но он	3	3
66	в русской	4	3
67	и его	5	3
68	связи с	4	3
69	по нашему	2	3
70	человека в	6	3
71	и о	4	3
72	что у	3	3
73	русской литературе	3	3
74	в его	8	3
75	в том	12	3
76	молодого писателя	1	3
77	давно уже	1	3
78	и у	1	3
79	в конце	4	3
80	тем что	3	3
81	в связи	3	3
82	о себе	1	3
83	эти слова	2	3
84	матери и	2	3
85	т е	4	3
86	же как	2	2
87	и то	1	2
88	и он	5	2
89	он сам	1	2
90	столь же	4	2
91	но как	2	2
92	ответ на	1	2
93	тогда как	7	2
94	человека с	1	2
95	отнюдь не	3	2
96	его на	1	2
97	в письмах	1	2
98	в этой	8	2
99	в себе	11	2
100	о которой	1	2
101	их в	1	2
102	в мире	3	2
103	нашему убеждению	1	2
104	в глазах	6	2
105	рядом с	1	2
106	а с	2	2
107	мы знаем	2	2
108	не мог	1	2
109	на первый	1	2
110	точки зрения	5	2
111	в своей	10	2
112	и ее	1	2
113	с точки	3	2
114	место в	1	2
115	не менее	5	2
116	одна из	2	2
117	никогда не	6	2
118	в мае	1	2
119	м м	3	2
120	к себе	5	2
121	на это	1	2
122	и это	4	2
123	же не	1	2
124	на основе	2	2
125	в в	1	2
126	так в	2	2
127	в лицо	1	2
128	еще не	7	2
129	а также	3	2
130	там же	2	2
131	этот момент	2	2
132	тем более	1	2
133	по мнению	5	2
134	уже не	7	2
135	из них	4	2
136	его и	1	2
137	для него	10	2
138	отношение к	1	2
139	как раз	4	2
140	его личность	1	2
141	и т.п	1	2
142	и стал	1	2
143	о чем	1	2
144	не может	7	2
145	и а	5	2
146	в него	2	2
147	в среде	1	2
148	в это	2	2
149	но это	1	2
150	что я	2	2
151	же в	3	2
152	а в	7	2
153	в свою	1	2
154	это в	3	2
155	писателей в	1	2
156	а между	1	1
157	как известно	1	1
158	можно говорить	1	1
159	также и	1	1
160	человека и	1	1
161	к своей	1	1
162	это и	1	1
163	идет о	3	1
164	я напротив	1	1
165	ему не	2	1
166	ему что	1	1
167	по преимуществу	3	1
168	не принимая	1	1
169	едва ли	3	1
170	в их	2	1
171	по его	1	1
172	той же	2	1
173	что уже	1	1
174	пока только	1	1
175	именно к	1	1
176	не слишком	1	1
177	начинается с	2	1
178	говорить о	3	1
179	что характер	1	1
180	событий и	1	1
181	ему в	1	1
182	это время	1	1
183	а другие	1	1
184	а еще	1	1
185	на них	1	1
186	по своему	3	1
187	как правило	6	1
188	совсем не	1	1
189	но не	3	1
190	а тем	1	1
191	в сторону	1	1
192	не все	1	1
193	если в	2	1
194	и т.д	1	1
195	есть по	1	1
196	тут же	1	1
197	в е	2	1
198	что они	1	1
199	к сожалению	1	1
200	и я	1	1
201	человеческого достоинства	1	1
202	как по	2	1
203	первый взгляд	1	1
204	как в	8	1
205	с этим	3	1
206	дает нам	1	1
207	как к	3	1
208	как нам	2	1
209	не являются	1	1
210	знаю что	1	1
211	то в	4	1
212	в самом	4	1
213	зададимся вопросом	1	1
214	в целом	2	1
215	что же	2	1
216	встреча с	1	1
217	во многих	1	1
218	но ведь	1	1
219	как он	2	1
220	он всегда	1	1
221	не могла	1	1
222	да и	2	1
223	одному из	1	1
