N	3gram	Bakhtin_Pr_5	FransuaR
1	мы уже говорили	5	7
2	в том что	2	6
3	в той или	4	5
4	как мы уже	2	5
5	той или иной	4	5
6	большей или меньшей	1	4
7	до сих пор	1	4
8	в отличие от	2	4
9	или меньшей степени	1	4
10	в большей или	1	4
11	или иной форме	2	4
12	сих пор еще	1	3
13	с точки зрения	2	3
14	в этом отношении	1	3
15	так и не	1	3
16	и прежде всего	4	3
17	к себе самому	13	2
18	дело в том	1	2
19	на самом деле	9	2
20	как раз и	2	2
21	и в других	1	2
22	не входит в	1	2
23	и у других	1	2
24	уже говорили что	3	2
25	в свое время	1	2
26	и в том	1	2
27	в значительной степени	1	2
28	так и в	2	2
29	на протяжении всего	4	2
30	как бы ни	1	2
31	но все же	2	2
32	в большинстве случаев	2	2
33	вполне понятно что	2	2
34	не знает и	2	2
35	можно сказать что	1	1
36	несколько слов о	1	1
37	а между тем	3	1
38	и в которой	1	1
39	все и на	1	1
40	или хотя бы	1	1
41	еще далеко не	1	1
42	момент во всех	1	1
43	точки зрения на	1	1
44	сводится к тому	2	1
45	в чем же	1	1
46	все это уже	1	1
47	по своему материалу	1	1
48	по отношению к	6	1
49	и даже частично	1	1
50	с собой не	1	1
51	на котором мы	1	1
52	на них мы	1	1
53	в самом деле	1	1
54	том что он	1	1
55	всяком случае не	1	1
56	он в сущности	3	1
57	нам еще придется	1	1
58	должно было быть	1	1
59	роль в его	1	1
60	и не может	2	1
61	во всей своей	1	1
62	то есть именно	1	1
63	и в последующем	1	1
64	себе самому и	5	1
65	резко отличается от	1	1
66	к тому чтобы	2	1
67	но как бы	1	1
68	это вовсе не	1	1
69	или иной степени	2	1
70	с самим собой	7	1
71	не укладывается в	1	1
72	или даже в	1	1
73	и т.п но	1	1
74	и ничего не	1	1
75	это как бы	1	1
76	главным образом в	1	1
77	из тех явлений	1	1
78	не чем иным	1	1
79	его отношения к	1	1
80	его последнее слово	1	1
81	до конца и	1	1
82	но в то	4	1
83	в ней в	1	1
84	в обычном смысле	2	1
85	но в общем	2	1
86	во всех существенных	1	1
87	все более и	1	1
88	это конечно не	1	1
89	во всяком случае	4	1
90	с другой стороны	3	1
91	как бы в	1	1
92	в его целом	2	1
93	самом деле все	1	1
94	не может быть	3	1
95	по ту сторону	1	1
96	только на фоне	1	1
97	прежде всего поражает	1	1
98	то же время	10	1
99	в нем нет	1	1
100	чем иным как	1	1
101	и пр в	1	1
102	человека с его	1	1
103	и в письмах	1	1
104	уже говорили в	1	1
105	более и более	1	1
106	как нам кажется	1	1
107	именно потому что	2	1
108	бы они ни	1	1
109	для того чтобы	1	1
110	точки зрения он	1	1
111	друг от друга	1	1
112	в то же	10	1
113	в сущности не	2	1
114	мы уже указывали	1	1
115	в отношении к	7	1
116	друг с другом	4	1
117	и в нем	3	1
118	к тому же	3	1
119	как мы говорили	1	1
120	и углубленной форме	1	1
