N	3gram	Savitsky_E_1	Problemy
1	то же время	14	12
2	в то же	15	12
3	в отношении к	12	7
4	не может быть	2	6
5	и в то	8	5
6	во всяком случае	3	5
7	в этом смысле	3	4
8	с точки зрения	16	4
9	бы то ни	4	4
10	то ни было	4	4
11	и прежде всего	3	4
12	и не в	1	3
13	но в то	2	3
14	с другой стороны	2	3
15	смысле этого слова	1	2
16	еще далеко не	1	2
17	в той или	3	2
18	хотя бы и	3	2
19	в отличие от	1	2
20	же время не	1	2
21	к тому чтобы	2	2
22	и в этом	4	2
23	так и в	2	2
24	выходит за пределы	1	2
25	той или иной	4	2
26	друг с другом	3	2
27	в большинстве случаев	2	2
28	к тому же	1	2
29	мы увидим что	1	2
30	именно потому что	1	2
31	и т д	1	2
32	как мы видели	2	2
33	в пределах одного	1	2
34	как и его	1	1
35	хотя и не	1	1
36	или хотя бы	2	1
37	его мысль о	1	1
38	слова т е	1	1
39	прежде всего в	2	1
40	и отчасти к	1	1
41	большей или меньшей	1	1
42	как нам кажется	5	1
43	и в отношении	1	1
44	по другую сторону	1	1
45	в том же	1	1
46	что же касается	1	1
47	он мог бы	1	1
48	в нем и	1	1
49	отметить что эти	1	1
50	в этом отношении	3	1
51	то что в	2	1
52	заключает в себе	3	1
53	рано или поздно	2	1
54	почти никогда не	1	1
55	несмотря на то	1	1
56	почти на всем	1	1
57	к тому что	1	1
58	в значительной степени	1	1
59	в большей или	1	1
60	в данном случае	2	1
61	на этот раз	1	1
62	но как бы	1	1
63	и не было	1	1
64	о выборе между	1	1
65	или меньшей степени	1	1
66	может быть и	1	1
67	мы можем сказать	2	1
68	так и для	1	1
69	друг к другу	1	1
70	каждого из них	1	1
71	и тот же	1	1
72	мы видели что	1	1
73	один и тот	1	1
74	это потому что	1	1
75	мы бы сказали	1	1
76	не кто иной	1	1
77	в свою очередь	2	1
78	и того же	1	1
79	все так же	1	1
80	дело идет о	2	1
81	но и для	1	1
82	слова и в	1	1
83	можно сказать что	3	1
84	как бы ни	3	1
85	на то что	2	1
86	одного и того	1	1
87	например в том	1	1
88	кажется что в	1	1
89	или иной степени	1	1
90	для того чтобы	5	1
91	в том что	6	1
92	можем сказать что	1	1
93	кто иной как	1	1
94	и только в	2	1
