N	2gram	Bakhtin_Fr_8	Myslijsy
1	то есть	24	34
2	потому что	6	33
3	то что	3	29
4	может быть	3	26
5	таким образом	17	24
6	в этом	14	23
7	в том	13	23
8	и в	56	23
9	в слове	2	22
10	и не	9	18
11	что в	5	17
12	в языке	1	16
13	при этом	4	15
14	только в	9	15
15	то же	11	14
16	в себе	4	14
17	как и	5	14
18	того что	1	14
19	так как	4	14
20	для нас	1	14
21	если бы	2	13
22	не было	5	12
23	а не	2	12
24	том что	8	12
25	не в	3	11
26	но и	9	11
27	не может	2	11
28	по отношению	1	10
29	не только	8	10
30	мы можем	1	10
31	тем что	1	10
32	и потому	4	10
33	между тем	3	9
34	мы не	2	8
35	то это	1	8
36	в своем	3	8
37	но в	6	8
38	было бы	2	8
39	тогда когда	1	8
40	о том	4	8
41	сказать что	3	8
42	отношению к	1	8
43	как в	1	7
44	что это	4	7
45	в нем	8	7
46	мысли и	1	7
47	это не	2	7
48	и что	1	7
49	что и	3	7
50	вовсе не	6	7
51	с тем	2	7
52	могут быть	1	7
53	этого слова	1	7
54	независимо от	1	6
55	и к	4	6
56	в которой	4	6
57	того как	2	6
58	так и	13	6
59	для того	2	6
60	в ряду	1	6
61	вместе с	2	6
62	и то	2	5
63	хотя и	2	5
64	бы и	2	5
65	как бы	11	5
66	так сказать	5	5
67	с ним	2	5
68	не имеет	1	5
69	образом в	2	5
70	такие же	1	5
71	находится в	1	5
72	к нему	2	5
73	так что	3	5
74	не можем	1	5
75	уже в	2	5
76	в его	18	5
77	для него	2	5
78	не из	1	5
79	слова и	3	5
80	все это	8	5
81	тем более	1	5
82	язык не	1	5
83	а в	2	5
84	и о	3	4
85	всех остальных	1	4
86	что все	4	4
87	и с	8	4
88	его в	2	4
89	с другими	1	4
90	и тем	1	4
91	между собою	2	4
92	точки зрения	6	4
93	в котором	2	4
94	сих пор	8	4
95	и более	4	4
96	в то	12	4
97	на котором	2	4
98	того чтобы	4	4
99	это слово	1	4
100	со своим	1	4
101	в каком	2	4
102	языке и	2	4
103	же самое	1	4
104	если же	1	4
105	каждый раз	1	4
106	на вопрос	1	4
107	и та	1	4
108	можно сказать	2	4
109	что он	2	4
110	в одном	2	4
111	только на	2	4
112	до сих	8	4
113	а именно	1	4
