N	3gram	Potebnia_M_4	Myshleni
1	с точки зрения	3	18
2	для того чтобы	4	15
3	в том что	7	15
4	с другой стороны	1	9
5	с одной стороны	1	8
6	с самого начала	1	8
7	по отношению к	8	7
8	как уже сказано	1	6
9	заключается в том	1	6
10	о том что	5	6
11	мы могли бы	2	5
12	вместе с тем	3	5
13	вопрос об отношении	1	5
14	не может быть	5	5
15	в то время	1	5
16	до сих пор	4	4
17	в этом отношении	1	4
18	можно сказать что	4	4
19	смысле этого слова	1	3
20	таким образом что	2	3
21	в силу этого	1	3
22	на то что	4	3
23	то же самое	4	3
24	сам по себе	4	3
25	к тому что	1	3
26	в том чтобы	1	3
27	и в отношении	1	3
28	во всяком случае	3	3
29	в свою очередь	1	3
30	друг от друга	1	3
31	слова так же	1	2
32	не в состоянии	2	2
33	и той же	1	2
34	что перед нами	1	2
35	виде в каком	1	2
36	на этот вопрос	2	2
37	то же время	3	2
38	в данном случае	2	2
39	от того что	3	2
40	все более и	2	2
41	и таким образом	3	2
42	тем и другим	3	2
43	в одном из	1	2
44	между тем и	3	2
45	что может быть	1	2
46	более и более	2	2
47	речь идет о	1	2
48	в то же	3	2
49	одной и той	1	2
50	того факта что	1	2
51	только тогда когда	4	2
52	полагает что если	1	1
53	даже тогда когда	1	1
54	с психологической стороны	1	1
55	в том виде	1	1
56	а следовательно и	1	1
57	а для того	1	1
58	другой стороны в	1	1
59	и все то	1	1
60	дело в том	1	1
61	от всех остальных	1	1
62	на самом деле	3	1
63	в том же	2	1
64	в силу того	1	1
65	то что делает	1	1
66	и не может	1	1
67	того что мы	1	1
68	так как мы	1	1
69	но и в	1	1
70	то это потому	1	1
71	хотя и не	1	1
72	том числе и	1	1
73	кроме того что	1	1
74	на каждом шагу	1	1
75	точно так же	1	1
76	и как бы	2	1
77	мысли и слова	1	1
78	к слову если	1	1
79	точки зрения той	1	1
80	то что в	2	1
81	по крайней мере	5	1
82	тех отношений между	1	1
83	и то что	4	1
84	связь между тем	1	1
85	иметь место только	1	1
86	нечто такое что	1	1
87	в ту же	1	1
88	должно быть названо	2	1
89	если бы мы	1	1
90	которые мы намерены	1	1
91	не имеет для	1	1
92	та и другая	1	1
93	речи которые не	1	1
94	в непосредственной связи	1	1
95	и в этом	4	1
96	как и сама	1	1
97	если это так	1	1
98	таким же образом	1	1
99	сказать что все	1	1
100	именно в силу	1	1
101	друг к другу	1	1
102	о котором мы	1	1
103	все то что	1	1
104	мы видели что	1	1
105	в ряду других	3	1
106	это потому что	2	1
107	то что я	7	1
108	в новом направлении	1	1
109	том виде в	1	1
110	силу того что	1	1
111	в общих чертах	2	1
112	но тем не	2	1
113	мы не можем	3	1
114	таким образом мы	2	1
115	непосредственной связи с	1	1
116	в его понимании	1	1
117	само по себе	5	1
118	всего того что	1	1
119	и словом как	1	1
120	и вместе с	1	1
121	не только не	3	1
122	что в действительности	1	1
123	находится в более	1	1
124	в связь с	1	1
125	потому что в	3	1
126	и тем более	1	1
127	с тем и	2	1
128	образом как и	1	1
129	заметить что в	1	1
130	которые могут быть	1	1
131	заключает в себе	8	1
132	когда мы говорим	3	1
133	этого слова так	1	1
134	в том числе	1	1
135	лишь в немногих	1	1
136	в каком отношении	1	1
137	ребенка заключает в	1	1
138	и т д	3	1
139	тем не менее	4	1
140	то же что	1	1
141	детской мысли для	1	1
142	что мы можем	1	1
143	и та и	1	1
144	в слове мы	1	1
145	как и в	1	1
146	таким образом если	1	1
