N	3gram	Losev_Prob_5	Narrotol
1	в данном случае	2	8
2	не только в	1	6
3	во времени и	1	6
4	времени и пространстве	1	6
5	в том что	8	5
6	к тому же	1	5
7	то же время	1	4
8	той или иной	1	4
9	в то же	1	4
10	не может быть	2	4
11	по отношению к	2	3
12	в этом отношении	1	3
13	для того чтобы	2	3
14	тем не менее	5	3
15	о том что	9	2
16	состоит в том	1	2
17	в самом деле	1	2
18	не было и	1	2
19	до сих пор	2	2
20	друг на друга	1	2
21	но и в	2	2
22	чем иным как	2	2
23	как раз в	1	2
24	в связи с	7	2
25	дело в том	2	2
26	и все же	1	2
27	во всяком случае	2	2
28	можно сказать что	3	2
29	на то что	2	2
30	это уже не	2	1
31	что иное как	3	1
32	образом зависит от	1	1
33	как и у	2	1
34	только потому что	1	1
35	в том числе	2	1
36	точки зрения в	1	1
37	в результате которого	1	1
38	с другой стороны	5	1
39	у нас будут	1	1
40	с точки зрения	8	1
41	сам по себе	1	1
42	бы то ни	2	1
43	как мы увидим	1	1
44	и то что	3	1
45	но и самого	1	1
46	точно так же	3	1
47	по крайней мере	4	1
48	у него нет	1	1
49	весьма характерное для	1	1
50	едва ли не	1	1
51	то ни было	1	1
52	рода но и	1	1
53	с одной стороны	3	1
54	из них мы	1	1
55	говорит о своей	1	1
56	и потому что	1	1
57	в результате чего	2	1
58	а с другой	3	1
59	и как бы	1	1
60	в нем не	1	1
61	еще и потому	1	1
62	и после его	1	1
63	что у него	1	1
64	нем не только	1	1
65	связи с этим	1	1
66	бросается в глаза	1	1
67	содержит в себе	1	1
68	до нас в	2	1
69	и как будто	1	1
70	имея в виду	1	1
71	так и его	1	1
72	в русской литературе	3	1
73	том числе и	1	1
74	но все же	2	1
75	на самом деле	1	1
76	по себе а	1	1
77	и т д	1	1
78	не входит в	1	1
