N	2gram	Vinokur_St_1	Formalny
1	поэтического языка	1	65
2	и в	44	38
3	в этом	21	27
4	т е	15	26
5	может быть	15	23
6	и его	8	21
7	таким образом	7	20
8	и не	16	20
9	в самом	7	16
10	не в	12	15
11	прежде всего	7	15
12	и т	30	14
13	не может	8	14
14	в нем	5	13
15	но и	10	13
16	языка и	4	12
17	с его	1	11
18	с тем	1	11
19	в том	36	11
20	вовсе не	19	11
21	в его	9	10
22	не только	18	9
23	при этом	2	9
24	и с	3	9
25	как и	9	9
26	т п	9	9
27	в процессе	1	9
28	самом деле	11	8
29	все же	8	8
30	точки зрения	11	8
31	так и	9	8
32	что и	6	8
33	тем что	5	8
34	в первом	2	7
35	как мы	1	7
36	в корне	1	7
37	лишь в	3	7
38	по себе	1	7
39	для него	6	7
40	в своей	6	7
41	с точки	8	7
42	язык и	1	7
43	во втором	4	7
44	уже не	1	7
45	этом отношении	7	7
46	в других	2	7
47	не могут	1	7
48	по существу	2	7
49	что в	30	7
50	художественного произведения	1	6
51	в ней	3	6
52	в истории	3	6
53	все эти	5	6
54	в этой	11	6
55	то же	5	6
56	было бы	17	6
57	он не	2	6
58	могут быть	5	6
59	для понимания	1	6
60	только в	10	6
61	то что	18	6
62	не было	4	6
63	вместе с	1	6
64	а не	16	6
65	как раз	4	6
66	в результате	3	6
67	истории литературы	2	6
68	хотя бы	6	6
69	а в	17	6
70	это и	4	5
71	должна быть	3	5
72	говорить о	2	5
73	во всех	8	5
74	т д	21	5
75	в слове	5	5
76	в то	9	5
77	в основе	3	5
78	же время	4	5
79	ни о	1	5
80	если бы	9	5
81	и только	3	5
82	говорит в	2	5
83	что он	10	5
84	всяком случае	6	5
85	если мы	1	5
86	языка а	1	5
87	и речи	2	5
88	именно в	6	5
89	с этим	3	5
90	что же	6	5
91	более того	1	5
92	и для	3	5
93	бы в	1	5
94	еще более	4	5
95	или иного	4	5
96	во всяком	6	5
97	здесь и	1	4
98	в сущности	2	4
99	литературы и	2	4
100	что оно	3	4
101	в сторону	2	4
102	что они	7	4
103	как в	13	4
104	и к	1	4
105	в статье	7	4
106	не как	1	4
107	материала и	2	4
108	входит в	1	4
109	не столько	1	4
110	о языке	1	4
111	как о	2	4
112	ничего не	2	4
113	к тому	1	4
114	того или	4	4
115	но в	10	4
116	чем он	1	4
117	что не	3	4
118	из них	8	4
119	так как	5	4
120	не о	1	4
121	даже и	2	4
122	и даже	5	4
123	в некоторых	1	4
124	другой стороны	7	4
125	там где	5	4
126	мы говорим	1	4
127	как бы	4	4
128	совершенно не	5	4
129	оно не	1	4
130	к этому	1	4
131	они не	1	4
132	б м	1	3
133	например в	8	3
134	же как	3	3
135	тем же	3	3
136	и до	1	3
137	в зависимости	1	3
138	а как	2	3
139	мы не	2	3
140	то это	3	3
141	зависимости от	1	3
142	и на	1	3
143	бы она	1	3
144	если в	2	3
145	материалом для	1	3
146	как к	3	3
147	хотя и	1	3
148	от этого	2	3
149	не приходится	1	3
150	что это	4	3
151	в целом	5	3
152	из этих	6	3
153	но ведь	8	3
154	время и	1	3
155	но именно	2	3
156	всех этих	2	3
157	ни была	1	3
158	значительной степени	1	3
159	литературного языка	1	3
160	его в	2	3
161	это было	1	3
162	в ином	1	3
163	для них	1	3
164	такой же	5	3
165	место в	1	3
166	однако и	2	3
167	исследовательской работы	1	3
168	она ни	1	3
169	только и	1	3
170	своей статье	4	3
171	языка который	1	3
172	не является	3	3
173	в области	14	3
174	но все	4	3
175	того чтобы	11	3
176	изучения и	1	3
177	так в	1	3
178	произведения не	1	3
179	должно было	2	3
180	к нему	2	3
181	того что	9	3
182	в какой	3	3
183	именно на	1	3
184	и их	2	3
185	слова в	1	3
186	каждый из	1	3
187	для того	10	3
188	о каком	1	3
189	с другой	9	3
190	и др	1	3
191	без всякой	3	3
192	том смысле	2	3
193	быть и	2	3
194	все это	5	3
195	на самом	6	3
196	или в	1	3
197	и все	2	3
198	была бы	5	3
199	жизни и	5	3
200	вряд ли	5	2
201	можно говорить	1	2
202	в такой	2	2
203	и то	5	2
204	идет о	2	2
205	едва ли	1	2
206	его не	1	2
207	не была	2	2
208	совпадает с	2	2
209	е как	2	2
210	это время	1	2
211	от всей	1	2
212	он был	3	2
213	столь же	4	2
214	совсем не	2	2
215	но не	3	2
216	но как	1	2
217	а только	1	2
218	очевидно что	1	2
219	отношение к	2	2
220	к сожалению	3	2
221	в одной	1	2
222	что именно	1	2
223	перед нами	1	2
224	кроме того	1	2
225	языка не	2	2
226	то в	3	2
227	в которой	4	2
228	уже в	2	2
229	он в	1	2
230	же это	3	2
231	как увидим	1	2
232	и более	2	2
233	и философской	1	2
234	в плане	1	2
235	приходим к	1	2
236	и по	5	2
237	без исключения	1	2
238	в основу	4	2
239	то ни	1	2
240	том случае	1	2
241	разница между	2	2
242	должен был	2	2
243	и тем	3	2
244	бы совершенно	1	2
245	ни в	3	2
246	место и	1	2
247	в развитии	1	2
248	только тем	2	2
249	том что	29	2
250	нужно было	2	2
251	в этих	2	2
252	не так	1	2
253	во второй	9	2
254	мы приходим	1	2
255	что о	3	2
256	представление о	4	2
257	должны были	1	2
258	как их	1	2
259	их в	2	2
260	произведения в	2	2
261	для этого	2	2
262	даже в	3	2
263	тому что	3	2
264	она не	2	2
265	тем самым	2	2
266	что эта	2	2
267	и другое	1	2
268	не имеет	4	2
269	не по	3	2
270	никогда не	5	2
271	на котором	1	2
272	правда в	1	2
273	на язык	1	2
274	к работам	1	2
275	этих двух	3	2
276	и лишь	1	2
277	есть только	2	2
278	в виноградова	1	2
279	что на	2	2
280	и это	2	2
281	тем и	1	2
282	и о	1	2
283	на нем	1	2
284	научной работы	4	2
285	в ее	4	2
286	ни стало	1	2
287	и от	1	2
288	и этим	1	2
289	с самого	1	2
290	и иные	2	2
291	времени и	1	2
292	было в	1	2
293	мы в	1	2
294	в эпоху	2	2
295	в виду	1	2
296	и нужно	3	2
297	только так	1	2
298	в применении	3	2
299	является в	1	2
300	между тем	3	2
301	отметить что	2	2
302	во всей	1	2
303	это не	8	2
304	быть даже	1	2
305	если это	3	2
306	статье о	2	2
307	этом смысле	1	2
308	этот вопрос	4	2
309	эти утверждения	1	2
310	или же	2	2
311	по этому	3	2
312	потому что	6	2
313	в качестве	4	2
314	же и	4	2
315	вопроса о	3	2
316	еще одну	1	2
317	является не	4	2
318	в школе	1	2
319	при помощи	2	2
320	и других	1	2
321	языка но	1	2
322	в котором	5	2
323	сами по	1	2
324	в конце	3	2
325	слово как	1	2
326	не просто	1	2
327	это положение	1	2
328	со стороны	6	2
329	даже не	4	2
330	говорим о	1	2
331	а именно	3	2
332	значения в	1	2
333	что для	3	2
334	превращается в	2	2
335	до конца	1	2
336	конце концов	1	2
337	и литературного	1	2
338	ни на	2	2
339	к его	1	2
340	как это	4	2
341	в той	6	2
342	применении к	3	2
343	в тех	3	2
344	из этого	1	2
345	как например	1	2
346	является для	1	2
347	но это	6	2
348	в чем	3	2
349	должна была	4	2
350	основе этой	1	2
351	лишь о	1	2
352	же степени	1	2
353	в целях	1	2
354	слово в	1	2
355	сказать что	7	2
356	ведь именно	1	2
357	от всех	1	2
358	системы а	1	2
359	и другие	1	2
360	в таком	3	2
361	смысле что	1	2
362	литературы а	1	1
363	как известно	1	1
364	то на	1	1
365	для критики	1	1
366	до него	1	1
367	ad hoc	1	1
368	того же	3	1
369	и без	3	1
370	но тогда	1	1
371	художественных произведений	1	1
372	к чему-то	1	1
373	на деле	1	1
374	показать что	1	1
375	его же	2	1
376	из его	1	1
377	ведь и	3	1
378	этого он	1	1
379	объясняется и	1	1
380	таком виде	1	1
381	и этот	1	1
382	которыми он	2	1
383	поэзии и	1	1
384	той же	5	1
385	их и	1	1
386	полагает что	1	1
387	исторического значения	1	1
388	самые разнообразные	1	1
389	и была	1	1
390	эти факты	1	1
391	мы имеем	2	1
392	статьи в	8	1
393	и языка	6	1
394	этом не	1	1
395	на эти	7	1
396	так чтобы	1	1
397	это казалось	1	1
398	почти исключительно	1	1
399	этого прежде	1	1
400	из того	2	1
401	но даже	1	1
402	конечно и	3	1
403	степени как	1	1
404	без всякого	2	1
405	работы в	3	1
406	время в	1	1
407	бы то	1	1
408	истории русского	1	1
409	и практическое	1	1
410	отказ от	1	1
411	русского языка	2	1
412	не дают	1	1
413	таком положении	2	1
414	иногда и	2	1
415	является лишь	1	1
416	или иное	3	1
417	в м	2	1
418	что во	2	1
419	оказывается не	1	1
420	общего с	3	1
421	в своем	2	1
422	в одних	1	1
423	и есть	1	1
424	слова он	1	1
425	отнесены к	1	1
426	первой из	1	1
427	следует сделать	1	1
428	идет лишь	1	1
429	в литературном	2	1
430	частный вопрос	1	1
431	так или	2	1
432	сюжет и	1	1
433	чуть ли	2	1
434	в нашем	1	1
435	бы не	2	1
436	или во	1	1
437	речи на	1	1
438	то я	1	1
439	которые в	2	1
440	многое в	1	1
441	думать что	2	1
442	с их	1	1
443	им в	1	1
444	всего необходимо	1	1
445	но он	2	1
446	философской критики	1	1
447	как он	1	1
448	на то	4	1
449	если он	1	1
450	но на	2	1
451	всей его	1	1
452	доказывать что	2	1
453	не могла	2	1
454	выходя за	1	1
455	а вовсе	1	1
456	зрения его	1	1
457	иным как	1	1
458	больше всего	1	1
459	задний план	3	1
460	связанные с	3	1
461	тем не	2	1
462	не говорим	1	1
463	он должен	2	1
464	в узком	1	1
465	речи в	1	1
466	том чтобы	1	1
467	какой бы	1	1
468	поэзии так	1	1
469	тут не	2	1
470	находятся и	1	1
471	каким образом	1	1
472	могла бы	1	1
473	же касается	3	1
474	в другом	3	1
475	в виде	3	1
476	о системе	2	1
477	на каком	1	1
478	е уже	1	1
479	более широком	1	1
480	слова без	1	1
481	ведь в	1	1
482	кажется что	3	1
483	он является	1	1
484	в них	1	1
485	как общее	1	1
486	же мы	1	1
487	эти вопросы	3	1
488	ни одной	2	1
489	они даже	1	1
490	были в	1	1
491	дела и	2	1
492	в данном	14	1
493	чем в	3	1
494	и некоторые	1	1
495	этой области	5	1
496	литература и	1	1
497	можно только	1	1
498	места в	2	1
499	быть признана	1	1
500	но если	4	1
501	общее правило	1	1
502	том как	4	1
503	и при	1	1
504	ссылки на	1	1
505	нас не	1	1
506	приемы для	1	1
507	ли можно	1	1
508	принципов и	2	1
509	изучаемым фактам	1	1
510	говорить уже	1	1
511	вопрос о	4	1
512	которых так	1	1
513	чтобы можно	1	1
514	положений в	1	1
515	для которых	2	1
516	в россии	4	1
517	по крайней	2	1
518	не должно	1	1
519	бы быть	1	1
520	основываться на	1	1
521	не для	2	1
522	определенном стиле	1	1
523	евгения онегина	5	1
524	должны совпадать	1	1
525	если и	1	1
526	рода в	2	1
527	случае в	4	1
528	и против	1	1
529	не менее	5	1
530	но они	1	1
531	о значении	3	1
532	который был	1	1
533	дело в	6	1
534	и притом	1	1
535	к этим	1	1
536	на него	2	1
537	к изучению	1	1
538	тогда и	1	1
539	и имеет	1	1
540	о них	2	1
541	опираться на	1	1
542	во всякой	1	1
543	эти случаи	1	1
544	констатировать что	1	1
545	чем не	1	1
546	не могло	1	1
547	работы но	1	1
548	вытекает из	2	1
549	самый язык	1	1
550	таким путем	1	1
551	явление в	1	1
552	за исключением	1	1
553	п в	3	1
554	и является	1	1
555	далеко не	1	1
556	к работе	1	1
557	бы по	1	1
558	вопрос в	3	1
559	только с	2	1
560	так то	1	1
561	как будто	4	1
562	фактов и	1	1
563	у нас	11	1
564	действительно является	1	1
565	в остальных	3	1
566	которых он	1	1
567	уже о	5	1
568	зависеть от	1	1
569	относиться к	1	1
570	и вполне	3	1
571	и другой	1	1
572	и такие	2	1
573	ли не	2	1
574	отличается от	1	1
575	так называемого	1	1
576	той или	1	1
577	слова с	1	1
578	в каждом	3	1
579	бы дело	1	1
580	подчеркнуть что	2	1
581	ничего общего	3	1
582	должен быть	3	1
583	для себя	3	1
584	трудом можно	1	1
585	но при	1	1
586	говоря уже	1	1
587	некоторые другие	1	1
588	данном случае	6	1
589	только при	1	1
590	то или	3	1
591	только то	1	1
592	уйти от	1	1
593	на свой	2	1
594	читателя в	1	1
595	и сам	2	1
596	то как	1	1
597	можно было	13	1
598	материал должен	1	1
599	ясно что	10	1
600	буржуазии в	1	1
601	каждого из	2	1
602	во многом	1	1
603	и приемов	1	1
604	в научном	1	1
605	она была	1	1
606	когда в	1	1
607	это только	1	1
608	ли и	1	1
609	заявление в	1	1
610	на них	1	1
611	стремление к	3	1
612	можно сказать	1	1
613	образом в	1	1
614	и глубокая	1	1
615	это объясняется	2	1
616	научного изучения	4	1
617	понять как	1	1
618	вопроса и	1	1
619	это то	1	1
620	где оно	1	1
621	о том	17	1
622	и та	1	1
623	настоящее время	1	1
624	до сих	7	1
625	с одной	3	1
626	что его	1	1
627	время не	1	1
628	и во	2	1
629	образом мы	1	1
630	все в	2	1
631	это может	1	1
632	и всю	1	1
633	на дело	1	1
634	этому поводу	2	1
635	эта концепция	1	1
636	для той	1	1
637	всякой научной	1	1
638	в форме	1	1
639	именно такое	2	1
640	крайней мере	2	1
641	тем обстоятельством	1	1
642	что бы	1	1
643	совсем в	1	1
644	не зная	1	1
645	следовательно в	1	1
646	но вовсе	1	1
647	в современной	1	1
648	и дело	1	1
649	тот же	1	1
650	литературе о	1	1
651	история литературы	2	1
652	языка на	1	1
653	в себе	2	1
654	это стремление	1	1
655	и так	3	1
656	так что	6	1
657	конечно не	2	1
658	литературы в	1	1
659	указания на	1	1
660	истории как	1	1
661	где у	1	1
662	г и	2	1
663	примеров из	5	1
664	который как	2	1
665	был бы	1	1
666	себе в	1	1
667	никто не	4	1
668	ведь это	1	1
669	томашевского и	1	1
670	правильной постановке	1	1
671	наука о	1	1
672	с этими	1	1
673	можно с	1	1
674	к ним	1	1
675	но что	1	1
676	естественно что	1	1
677	не выходя	1	1
678	по тем	1	1
679	этого понятия	1	1
680	без того	1	1
681	является их	1	1
682	точек зрения	1	1
683	с другим	1	1
684	или иначе	2	1
685	за пределы	2	1
686	здесь в	1	1
687	тот который	1	1
688	к которому	4	1
689	его первоначальном	1	1
690	являются лишь	1	1
691	исходит из	1	1
692	что будет	1	1
693	говорит о	3	1
694	а на	3	1
695	на этот	3	1
696	здесь дело	2	1
697	не на	1	1
698	случаем для	1	1
699	именно так	1	1
700	в руках	1	1
701	на эту	4	1
702	уже говорить	1	1
703	обстоятельством что	1	1
704	ближе к	1	1
705	если не	2	1
706	только теперь	1	1
707	по мысли	1	1
708	так же	5	1
709	во что	1	1
710	и пушкин	1	1
711	форм как	1	1
712	лежать в	1	1
713	к своему	1	1
714	эту ошибку	1	1
715	обратил внимание	1	1
716	о чем	1	1
717	одной стороны	2	1
718	а если	2	1
719	такого рода	2	1
720	смысле этого	2	1
721	пишет в	1	1
722	это за	1	1
723	и там	1	1
724	да и	3	1
725	в первой	12	1
726	сам не	1	1
727	материал для	3	1
728	этого слова	2	1
729	этом случае	2	1
730	научной работе	1	1
731	с историей	2	1
732	той мере	1	1
733	сих пор	7	1
734	нашей литературы	1	1
735	каждое из	1	1
736	пушкина было	1	1
737	но для	2	1
738	свои выводы	1	1
739	всего его	1	1
740	должны быть	3	1
741	к вопросу	1	1
742	бы между	1	1
743	не случайным	1	1
744	при таком	2	1
745	не существует	3	1
746	узком смысле	1	1
747	затруднения для	1	1
748	др но	1	1
749	в настоящее	1	1
750	о нем	1	1
751	для нас	7	1
752	случае сделать	1	1
753	целый ряд	2	1
754	в стихотворениях	5	1
755	статья в	1	1
756	вообще в	1	1
757	мысль в	1	1
758	несмотря на	2	1
759	хотя в	2	1
760	потребность в	1	1
761	е в	2	1
762	одной из	1	1
763	и начинается	1	1
764	не говоря	1	1
765	он лишь	1	1
766	можно утверждать	1	1
767	в последнем	1	1
768	мере в	2	1
769	работы его	1	1
770	быть абсолютно	1	1
771	в каком	3	1
772	трудная и	1	1
773	можно назвать	2	1
774	но эти	1	1
775	как на	1	1
776	в своих	2	1
777	не показано	1	1
778	гораздо более	4	1
