N	2gram	Bakhtin_Pr_2	Narrotol
1	не только	11	31
2	но и	14	27
3	и не	29	23
4	при этом	6	19
5	может быть	23	15
6	в качестве	1	14
7	как и	14	13
8	а не	7	13
9	а в	5	13
10	в этом	13	12
11	только в	4	12
12	и в	43	11
13	и его	8	10
14	то есть	4	9
15	времени и	2	9
16	то что	7	9
17	то же	8	8
18	не может	18	8
19	в том	6	8
20	уже не	3	8
21	и т.п	1	8
22	в рассказе	3	8
23	но в	10	7
24	том что	2	7
25	если бы	3	7
26	у него	6	7
27	и он	5	6
28	в самом	7	6
29	не в	11	6
30	в этой	1	6
31	в себе	5	6
32	тому же	3	6
33	об этом	2	6
34	не мог	1	6
35	к тому	4	6
36	во втором	1	6
37	в его	10	6
38	как бы	22	6
39	один из	1	6
40	как раз	4	6
41	или в	8	6
42	жизни и	1	6
43	между двумя	1	5
44	и на	10	5
45	той или	3	5
46	перед нами	7	5
47	рассказа в	3	5
48	так и	3	5
49	точки зрения	13	5
50	в своей	4	5
51	можно сказать	1	5
52	точка зрения	1	5
53	то в	1	4
54	в первом	2	4
55	на себя	2	4
56	еще не	9	4
57	с его	4	4
58	но не	5	4
59	как в	2	4
60	все же	3	4
61	хотя и	5	4
62	из этих	2	4
63	в нем	12	4
64	в мире	1	4
65	из них	2	4
66	по себе	11	4
67	и тем	1	4
68	в одном	12	4
69	в то	7	4
70	одна из	2	4
71	того чтобы	1	4
72	никогда не	9	4
73	в сознании	1	4
74	что на	2	4
75	к себе	7	4
76	так в	1	4
77	что у	2	4
78	о том	5	4
79	же время	5	4
80	а во	1	4
81	к нему	5	4
82	того что	2	4
83	для него	8	4
84	слова в	12	4
85	или иной	3	4
86	прежде всего	10	4
87	о чем	1	4
88	в речи	5	4
89	чужого слова	24	4
90	однако и	1	4
91	в третьем	1	4
92	также и	3	3
93	и то	2	3
94	самом деле	5	3
95	идет о	1	3
96	мы не	4	3
97	он сам	3	3
98	но как	1	3
99	в центре	1	3
100	в своем	4	3
101	и как	2	3
102	к чему	1	3
103	в целом	2	3
104	в нашем	1	3
105	он не	9	3
106	и с	5	3
107	это не	3	3
108	в жизни	3	3
109	в слове	5	3
110	не всегда	1	3
111	и ее	3	3
112	стало быть	1	3
113	тем не	2	3
114	их в	4	3
115	однако в	1	3
116	не менее	3	3
117	но они	1	3
118	о них	1	3
119	как будто	1	3
120	у нас	2	3
121	и о	2	3
122	но при	3	3
123	еще в	1	3
124	о нем	6	3
125	обращается к	1	3
126	его жизни	2	3
127	лишь в	8	3
128	между тем	3	3
129	что он	13	3
130	по отношению	5	3
131	в прозе	1	3
132	может служить	2	3
133	не говорит	1	3
134	при всей	1	3
135	не было	1	3
136	как это	1	3
137	в начале	1	3
138	но для	3	3
139	в следующей	1	3
140	и все	6	3
141	жизни а	1	3
142	отношению к	5	3
143	героя в	3	3
144	что в	4	3
145	и через	1	2
146	обращено к	1	2
147	тем же	2	2
148	всех его	1	2
149	героя но	2	2
150	и для	3	2
151	высказывания в	1	2
152	в сущности	9	2
153	и чужого	1	2
154	ему в	1	2
155	меньшей степени	1	2
156	между собой	2	2
157	как если	2	2
158	друг на	2	2
159	если в	1	2
160	отличие от	4	2
161	глава четвертая	1	2
162	один и	1	2
163	в той	5	2
164	из уст	1	2
165	глава вторая	1	2
166	зрения как	2	2
167	та же	2	2
168	раз в	1	2
169	на то	5	2
170	не могла	1	2
171	героя к	1	2
172	так сказать	6	2
173	слово это	1	2
174	и еще	2	2
175	одно и	2	2
176	человека в	4	2
177	входит в	2	2
178	я в	1	2
179	и иных	1	2
180	все равно	1	2
181	а за	3	2
182	на друга	2	2
183	он и	3	2
184	и тогда	1	2
185	в этих	6	2
186	в отличие	4	2
187	сих пор	7	2
188	у тургенева	4	2
189	в повести	2	2
