N	2gram	Tiupa_Anal_3	KFilosof
1	может быть	9	43
2	в его	7	39
3	в нем	2	31
4	не может	2	27
5	и не	12	26
6	по отношению	7	25
7	и в	18	22
8	в себе	2	21
9	отношению к	7	21
10	не есть	4	19
11	и его	13	17
12	в ее	3	17
13	а не	9	17
14	только в	2	16
15	в этом	14	13
16	точки зрения	3	13
17	но не	7	12
18	для него	6	12
19	все эти	2	11
20	как момент	1	11
21	в своей	1	11
22	не в	6	11
23	во всех	2	10
24	в своем	4	10
25	это не	2	10
26	с точки	2	10
27	от себя	1	10
28	все это	3	10
29	и есть	1	9
30	в их	6	9
31	в целом	3	9
32	для нее	1	9
33	но и	13	9
34	как бы	10	9
35	и для	2	9
36	и все	2	9
37	момент его	1	8
38	лишь в	5	8
39	было бы	3	8
40	если бы	1	8
41	со стороны	9	8
42	не было	3	8
43	жизни и	1	8
44	то что	2	7
45	во всем	3	7
46	в себя	2	7
47	и здесь	2	7
48	что и	5	7
49	себя в	4	7
50	вовсе не	1	7
51	я не	1	6
52	отношение к	1	6
53	отнюдь не	4	6
54	он не	6	6
55	но лишь	1	6
56	в мире	5	6
57	и только	1	6
58	совершенно не	2	6
59	уже не	5	6
60	и их	1	6
61	но это	1	6
62	в том	9	6
63	от своей	2	5
64	мы имеем	5	5
65	но как	3	5
66	все же	4	5
67	но в	2	5
68	не только	22	5
69	то же	3	5
70	его в	3	5
71	как и	14	5
72	должно быть	1	5
73	от его	2	5
74	никогда не	5	5
75	для себя	1	5
76	с ним	1	5
77	смысловое содержание	1	5
78	именно в	3	5
79	его как	3	5
80	есть лишь	1	5
81	там где	2	5
82	в контексте	2	5
83	в основе	1	5
84	хотя бы	1	5
85	жизни в	1	5
86	не знает	1	5
87	ко всему	1	5
88	и момент	1	4
89	себя а	1	4
90	при этом	11	4
91	время и	1	4
92	не как	2	4
93	здесь мы	1	4
94	бы быть	1	4
95	входит в	2	4
96	эмоционально-волевым тоном	1	4
97	места в	1	4
98	место в	1	4
99	тем самым	4	4
100	к ним	1	4
101	в категориях	1	4
102	с ними	1	4
103	и т.д	2	4
104	мира и	2	4
105	между тем	5	4
106	во всей	1	4
107	могло бы	1	4
108	единая и	1	4
109	в одном	4	4
110	поскольку мы	1	4
111	том что	12	4
112	а в	10	4
113	только как	1	4
114	что в	9	4
115	в своих	1	4
116	самом деле	2	3
117	на самом	1	3
118	из его	1	3
119	для которого	1	3
120	мы не	3	3
121	в ней	2	3
122	во мне	1	3
123	еще не	6	3
124	и на	4	3
125	тем как	1	3
126	в акте	1	3
127	независимо от	1	3
128	к чему	1	3
129	бы и	2	3
130	бы не	1	3
131	всех этих	1	3
132	для того	1	3
133	всех своих	1	3
134	в каждом	3	3
135	могла бы	2	3
136	в другом	1	3
137	себя не	1	3
138	этом смысле	1	3
