N	3gram	Bakhtin_Fr_7	formyVre
1	то же время	9	9
2	как мы уже	1	8
3	в то же	9	6
4	в связи с	1	5
5	в том числе	4	4
6	мы уже указывали	1	4
7	по отношению к	2	3
8	пространства и времени	1	3
9	в этом отношении	2	3
10	мы уже говорили	3	3
11	сны и видения	1	3
12	в самом человеке	1	3
13	и в сущности	1	2
14	такие моменты как	1	2
15	в этом мире	1	2
16	друг за другом	1	2
17	громадную роль в	1	2
18	дело в том	2	2
19	как мы видим	3	2
20	мы уже сказали	1	2
21	и до конца	2	2
22	с точки зрения	3	2
23	в мировой литературе	1	2
24	но и в	1	2
25	на другой день	1	2
26	том числе и	2	2
27	но по существу	2	2
28	и у него	1	2
29	же что и	2	2
30	ничего не осталось	2	2
31	не только в	1	2
32	и во всей	1	2
33	в его целом	2	2
34	все то что	3	2
35	а также и	1	2
36	с самого начала	1	2
37	со всеми его	1	2
38	и прежде всего	1	2
39	в этом романе	1	2
40	в нем все	1	2
41	в том что	3	2
42	как и в	2	2
43	к тому же	1	2
44	по своей природе	1	1
45	мы привели здесь	1	1
46	то есть для	1	1
47	и может быть	1	1
48	до наших дней	1	1
49	и до наших	1	1
50	а следовательно и	2	1
51	другой день после	1	1
52	тем чем они	1	1
53	в историческом времени	1	1
54	нужно особо отметить	1	1
55	характерно что еще	1	1
56	прежде всего в	4	1
57	и во всяком	1	1
58	имеем в виду	2	1
59	в средние века	4	1
60	в том же	1	1
61	были чрезвычайно распространены	1	1
62	на первый план	1	1
63	о которой мы	1	1
64	но все это	2	1
65	мы находим в	1	1
66	весьма часто и	1	1
67	в сущности все	1	1
68	в той же	1	1
69	дошедших до нас	1	1
70	но он не	1	1
71	с тем что	1	1
72	что в нем	1	1
73	не подлежит конечно	1	1
74	в нем как	1	1
75	со всех сторон	1	1
76	ничего не меняет	1	1
77	мы еще вернемся	1	1
78	почти ничего не	2	1
79	в это время	1	1
80	роль в истории	1	1
81	самом человеке и	1	1
82	в значительной степени	2	1
83	для него это	1	1
84	как мы сказали	1	1
85	в данном случае	1	1
86	уже указывали что	1	1
87	и механический характер	1	1
88	но в то	3	1
89	таким образом и	2	1
90	которые были чрезвычайно	1	1
91	и все его	1	1
92	он между прочим	1	1
93	еще не было	1	1
94	так и в	3	1
95	и в этом	1	1
96	но в нем	1	1
97	в преисподнюю и	3	1
98	и всей его	1	1
99	одна из разновидностей	1	1
100	в разных местах	1	1
101	характер носит и	2	1
102	по существу между	1	1
103	во всяком случае	1	1
104	здесь как мы	1	1
105	вовсе не являются	1	1
106	дошедшие до нас	1	1
107	были связаны с	1	1
108	и в том	1	1
109	то есть только	1	1
110	мы уже видели	2	1
111	и в словах	1	1
112	внешних и внутренних	1	1
113	что и у	2	1
114	имел в виду	1	1
115	эпизоды в особенности	1	1
116	таким образом все	1	1
117	в свою очередь	3	1
118	прямое отношение к	1	1
119	и т.п в	1	1
120	о том что	1	1
121	то есть в	4	1
122	и в самом	1	1
123	еще обратимся в	1	1
124	чрезвычайно распространены в	1	1
125	во всех ее	1	1
126	средние века и	1	1
127	мы имеем в	2	1
128	еще вернемся в	1	1
129	непосредственно переходит в	1	1
130	одно из древнейших	1	1
131	чем они были	1	1
132	мы уже знаем	1	1
133	в последнем счете	1	1
134	здесь как и	1	1
135	тесно переплетается с	1	1
136	один из самых	1	1
137	во все стороны	1	1
