N	3gram	Bakhtin_Fr_1	Vvedenie
1	для того чтобы	1	20
2	в том что	6	12
3	не может быть	1	8
4	до сих пор	4	6
5	в самом деле	1	6
6	в применении к	3	6
7	то же время	1	6
8	в то же	1	6
9	с другой стороны	1	5
10	по отношению к	1	4
11	в этом отношении	3	4
12	на этот вопрос	2	4
13	не только в	1	4
14	во всяком случае	1	4
15	с одной стороны	2	4
16	греков и римлян	1	3
17	в собственном смысле	1	3
18	но в то	1	3
19	в известном смысле	1	3
20	и в том	2	3
21	большей или меньшей	4	3
22	можно сказать что	1	3
23	но все же	2	3
24	в свое время	2	3
25	потому что он	1	2
26	до наших дней	1	2
27	в чем же	1	2
28	дело в том	2	2
29	как об особом	1	2
30	во второй половине	2	2
31	свое значение и	1	2
32	с точки зрения	3	2
33	в значительной мере	2	2
34	в известной мере	3	2
35	второй половины xix	2	2
36	не могут быть	1	2
37	в связи с	1	2
38	в целом ряде	1	2
39	вовсе не в	2	2
40	как мы уже	5	2
41	той или иной	5	2
42	а между тем	1	1
43	из дошедших до	1	1
44	античного мира в	1	1
45	в той или	5	1
46	точки зрения на	1	1
47	сказать что в	1	1
48	в эпоху возрождения	3	1
49	этот вопрос мы	2	1
50	он определяет как	1	1
51	теми или иными	1	1
52	имеем в виду	1	1
53	чтобы убедиться в	1	1
54	на самом деле	2	1
55	это в сущности	1	1
56	в настоящее время	1	1
57	что одним из	1	1
58	то или иное	1	1
59	в нем все	1	1
60	в отличие от	4	1
61	но и в	2	1
62	но в общем	1	1
63	дошедших до нас	2	1
64	себе самому и	1	1
65	или иной степени	1	1
66	в самом его	1	1
67	и др в	2	1
68	человека в его	1	1
69	может быть только	1	1
70	на время в	1	1
71	все то что	1	1
72	это не просто	1	1
73	и в значительной	1	1
74	в особенности в	1	1
75	он вовсе не	1	1
76	как раз в	1	1
77	ни к какому	2	1
78	мы имеем в	1	1
79	можно говорить о	1	1
80	может быть никакой	1	1
81	всяком случае не	1	1
82	в большей или	4	1
83	или меньшей степени	4	1
84	объединяются в одном	1	1
85	и в разной	1	1
86	в одном месте	1	1
87	в германии в	1	1
88	в них в	1	1
89	не потому что	1	1
90	имея в виду	1	1
91	всего того что	2	1
92	нужно сказать что	4	1
93	и прежде всего	3	1
94	именно потому что	1	1
95	в разной степени	2	1
96	в этой системе	1	1
97	сохраняет свое значение	1	1
98	языка на котором	1	1
99	типа были в	1	1
100	на то или	1	1
101	только в форме	1	1
102	в средние века	4	1
103	во всех его	2	1
104	и именно как	1	1
