N	2gram	Tiupa_Anal_1	Myslijsy
1	потому что	2	46
2	то есть	11	34
3	в том	27	32
4	и в	18	30
5	может быть	29	28
6	то же	9	23
7	не только	15	21
8	только в	6	21
9	для нас	1	20
10	но и	17	19
11	того что	4	18
12	том что	12	18
13	то что	6	18
14	не есть	8	17
15	что в	5	17
16	в себе	11	16
17	по себе	4	16
18	и не	21	15
19	не в	14	15
20	в сознании	2	15
21	а не	17	15
22	таким образом	3	14
23	что и	3	13
24	так как	2	13
25	если бы	3	12
26	вместе с	4	12
27	а в	9	12
28	так и	4	11
29	что оно	1	11
30	этого слова	7	11
31	есть уже	1	11
32	как в	1	10
33	в этом	13	10
34	в душе	1	10
35	как и	13	10
36	в то	9	10
37	и что	1	10
38	мы не	1	9
39	только тогда	1	9
40	из этих	2	9
41	в нем	3	9
42	было бы	2	9
43	тогда когда	2	9
44	слово есть	1	9
45	между тем	5	9
46	для него	2	9
47	и то	2	8
48	в ней	1	8
49	в самом	6	8
50	что не	3	8
51	что мы	3	8
52	есть не	8	7
53	с одной	3	7
54	но не	10	7
55	с тем	1	7
56	тем самым	7	7
57	как мы	2	7
58	так что	1	7
59	слова в	1	7
60	вовсе не	2	7
61	с другой	4	7
62	смысле этого	1	7
63	к тому	7	7
64	например в	1	6
65	между собою	1	6
66	художественное произведение	5	6
67	с ним	4	6
68	те же	1	6
69	что он	3	6
70	уже не	4	6
71	то и	1	6
72	из них	2	6
73	душевной жизни	2	6
74	не может	22	6
75	но это	1	6
76	человека и	1	5
77	художественного произведения	5	5
78	сам по	1	5
79	и т	3	5
80	еще не	3	5
81	по отношению	6	5
82	независимо от	1	5
83	и как	5	5
84	думать что	2	5
85	не следует	4	5
86	одно и	1	5
87	с другими	4	5
88	и тем	1	5
89	в них	1	5
90	я как	1	5
91	по крайней	1	5
92	же время	6	5
93	в каком	1	5
94	не могут	3	5
95	не менее	1	5
96	мысль о	2	5
97	крайней мере	1	5
98	тому как	3	5
99	отношению к	5	5
100	должно быть	2	5
101	в действительности	1	5
102	говоря о	2	4
103	столь же	4	4
104	не все	2	4
105	что именно	2	4
106	не было	1	4
107	что это	1	4
108	бы не	2	4
109	при понимании	1	4
110	он не	3	4
111	не к	2	4
112	одной и	1	4
113	и по	2	4
114	и наоборот	1	4
115	и при	1	4
116	в котором	3	4
117	есть нечто	1	4
118	и его	5	4
119	по поводу	1	4
120	для того	4	4
121	оно не	1	4
122	на это	1	4
123	по мере	1	4
124	в его	13	4
125	один из	2	4
126	что даже	1	4
127	все равно	1	4
128	далеко не	6	4
129	себя и	4	4
130	что для	1	4
131	для человека	1	4
132	если не	1	4
133	и потому	2	4
134	форма в	1	4
135	и от	1	4
136	тем более	2	4
137	мы должны	1	4
138	произведении искусства	3	4
139	другой стороны	2	4
140	была бы	2	4
141	все что	1	4
142	я и	6	3
143	и есть	3	3
144	в первом	2	3
145	оно есть	1	3
146	бы ни	2	3
147	и на	5	3
148	в чем	1	3
149	а только	1	3
150	более или	1	3
151	не можем	1	3
152	в целом	5	3
153	при этом	12	3
154	в силу	3	3
155	в человеческой	1	3
156	мысли как	1	3
157	возможно только	1	3
158	не будет	3	3
159	что все	1	3
160	и может	1	3
161	его в	1	3
162	художественном произведении	1	3
163	и тогда	2	3
164	или менее	1	3
165	как бы	5	3
166	место в	3	3
167	тому что	1	3
168	на него	1	3
169	образом в	1	3
170	того чтобы	3	3
171	могут быть	4	3
172	для себя	2	3
173	свою очередь	1	3
174	в произведении	5	3
175	или в	1	3
176	здесь как	1	3
177	том как	1	3
178	быть может	2	3
179	со стороны	2	3
180	можно сказать	2	3
181	к нему	3	3
182	я а	1	3
183	вслед за	1	3
184	на которой	1	3
185	состоит не	1	3
186	есть в	1	3
187	только на	1	3
188	в начале	2	3
189	за ним	1	3
190	к мысли	1	3
191	никто не	3	3
192	прежде всего	6	3
193	друг друга	1	3
194	и вместе	1	3
195	до сих	1	3
196	именно в	4	3
197	одной стороны	3	3
198	человеческой жизни	1	3
199	связь с	1	3
200	в ряду	2	3
201	сих пор	1	3
202	от нас	1	3
203	говорящего и	1	3
204	и все	3	3
205	не я	1	3
206	в свою	1	3
207	не говоря	2	3
208	не знает	1	3
209	в которой	2	3
210	в искусстве	2	3
211	то оно	1	3
212	в таком	3	3
213	в понимающем	1	2
214	таком случае	3	2
215	же нам	1	2
216	самом деле	2	2
217	к сказанному	1	2
218	самый предмет	1	2
219	и до	2	2
220	собственном смысле	1	2
221	в их	5	2
222	мы уже	1	2
223	той же	2	2
224	он как	1	2
225	не столько	2	2
226	из сказанного	1	2
227	которое не	1	2
228	вопрос об	3	2
229	оно ни	1	2
230	при объяснении	1	2
231	а тем	1	2
232	то он	2	2
233	вообще как	1	2
234	в новом	2	2
235	тогда как	14	2
236	отношение к	2	2
237	за пределы	2	2
238	все же	4	2
239	и той	1	2
240	его к	2	2
241	со своей	1	2
242	та же	1	2
243	в этой	5	2
244	а напротив	2	2
245	и тот	1	2
246	заставит нас	1	2
247	на его	2	2
248	не как	1	2
249	в понятии	1	2
250	из виду	2	2
251	из него	1	2
252	подобно тому	3	2
253	что ни	1	2
254	прежде чем	1	2
255	но все	1	2
256	этом последнем	1	2
257	могла бы	3	2
258	бы быть	3	2
259	на все	2	2
260	входит в	1	2
261	за собою	1	2
262	ни в	4	2
263	не всегда	4	2
264	несмотря на	2	2
265	что собственно	1	2
266	во время	1	2
267	точки зрения	6	2
268	в своей	6	2
269	а как	2	2
270	между людьми	1	2
271	в которых	1	2
272	произведение есть	1	2
273	бы мы	1	2
274	т п	3	2
275	их в	1	2
276	том же	1	2
277	даже в	3	2
278	на котором	1	2
279	или лучше	1	2
280	только не	2	2
281	в разных	1	2
282	такая же	1	2
283	из того	4	2
284	этом отношении	2	2
285	в тени	1	2
286	его с	1	2
287	от нее	1	2
288	в области	4	2
289	то или	1	2
290	и о	2	2
291	это единство	1	2
292	в ее	1	2
293	языка и	1	2
294	в собственном	3	2
295	лучше сказать	1	2
296	произведения не	1	2
297	к тем	1	2
298	и с	2	2
299	упускать из	1	2
300	о том	5	2
301	и та	2	2
302	но мы	1	2
303	его жизни	1	2
304	от него	1	2
305	собственно говоря	4	2
306	связь между	1	2
307	этих слов	1	2
308	язык есть	2	2
309	в какой	2	2
310	к субъекту	1	2
311	но как	1	2
312	ему самому	1	2
313	том чтобы	7	2
314	связи с	1	2
315	в виде	1	2
316	слова не	1	2
317	слова если	1	2
318	в одном	1	2
319	у него	1	2
320	есть выражение	1	2
321	восприятие есть	1	2
322	значение только	1	2
323	и даже	1	2
324	развития в	1	2
325	тут же	1	2
326	только один	1	2
327	а с	3	2
