N	2gram	Vinokur_St_1	Myshleni
1	в этом	21	29
2	точки зрения	11	28
3	речи в	1	27
4	и в	44	26
5	для себя	3	24
6	не только	18	24
7	то что	18	24
8	таким образом	7	23
9	с точки	8	21
10	и речи	2	19
11	того чтобы	11	19
12	для того	10	18
13	в том	36	18
14	и не	16	18
15	том что	29	17
16	потому что	6	16
17	как и	9	15
18	как мы	1	14
19	того что	9	14
20	так как	5	14
21	так же	5	14
22	этом случае	2	14
23	и его	8	12
24	вместе с	1	12
25	что в	30	12
26	в которой	4	11
27	в слове	5	11
28	но и	10	11
29	не может	8	11
30	что они	7	10
31	в развитии	1	10
32	по своей	2	10
33	в сущности	2	9
34	в самом	7	9
35	в себе	2	9
36	тому что	3	9
37	тем что	5	9
38	что мы	5	9
39	же как	3	8
40	то же	5	8
41	той же	5	8
42	что она	4	8
43	что он	10	8
44	только в	10	8
45	сказать что	7	8
46	тем самым	2	8
47	и то	5	7
48	мы не	2	7
49	и к	1	7
50	с самого	1	7
51	представление о	4	7
52	к тому	1	7
53	может быть	15	7
54	прежде всего	7	7
55	в меру	1	7
56	самом деле	11	6
57	вопрос о	4	6
58	во всех	8	6
59	по отношению	3	6
60	все же	8	6
61	что это	4	6
62	все эти	5	6
63	было бы	17	6
64	и тем	3	6
65	в ее	4	6
66	что эта	2	6
67	нас к	1	6
68	в сознании	2	6
69	между собой	1	6
70	и что	4	6
71	заключается в	4	6
72	в какой	3	6
73	именно в	6	6
74	а не	16	6
75	как бы	4	6
76	как на	1	6
77	тем же	3	5
78	оба эти	2	5
79	в целом	5	5
80	же мере	1	5
81	как говорит	1	5
82	и с	3	5
83	с тем	1	5
84	что этот	2	5
85	она не	2	5
86	что с	2	5
87	тогда когда	1	5
88	в процессе	1	5
89	данном случае	6	5
90	во второй	9	5
91	является в	1	5
92	если бы	9	5
93	в виду	1	5
94	на вопрос	4	5
95	можно сказать	1	5
96	с одной	3	5
97	в качестве	4	5
98	если мы	1	5
99	в начале	3	5
100	одно из	2	5
101	себе в	1	5
102	и их	2	5
103	слова в	1	5
104	одной стороны	2	5
105	до конца	1	5
106	как это	4	5
107	в данном	14	5
108	отношению к	3	5
109	с этой	3	5
110	и для	3	5
111	бы в	1	5
112	показать что	1	4
113	едва ли	1	4
114	еще не	3	4
115	с другой	9	4
116	в нашем	1	4
117	если в	2	4
118	это и	4	4
119	как в	13	4
120	стороны и	1	4
121	целый ряд	2	4
122	но в	10	4
123	на то	4	4
124	в наших	2	4
125	и во	2	4
126	чем в	3	4
127	в такой	2	4
128	в котором	5	4
129	не в	12	4
130	в той	6	4
131	не менее	5	4
132	не по	3	4
133	никогда не	5	4
134	в области	14	4
135	в момент	1	4
136	не могут	1	4
137	что оно	3	4
