N	2gram	Bakhtin_fo_1	Formalny
1	и в	50	24
2	в его	13	23
3	прежде всего	15	22
4	и не	14	20
5	так и	12	18
6	точки зрения	5	16
7	не может	6	16
8	в этом	25	15
9	в нем	24	14
10	может быть	11	14
11	таким образом	11	13
12	на почве	2	13
13	с точки	2	13
14	и т	8	12
15	именно как	4	12
16	в своем	4	11
17	как и	8	11
18	в своей	2	11
19	в их	6	11
20	должно быть	1	11
21	в ней	4	10
22	то же	11	10
23	вовсе не	13	10
24	и ее	3	10
25	и его	16	10
26	и их	8	10
27	а не	3	10
28	в то	9	9
29	в процессе	4	9
30	и потому	3	9
31	все это	4	9
32	и на	8	8
33	как в	6	8
34	и с	4	8
35	лишь в	6	8
36	не в	5	8
37	литературы в	1	8
38	его целом	2	8
39	же время	9	8
40	в ее	6	8
41	произведения и	1	8
42	именно в	3	8
43	то что	6	8
44	в свою	2	8
45	с ее	6	7
46	не только	9	7
47	место в	2	7
48	жизни и	8	7
49	до конца	4	7
50	и от	1	7
51	но и	8	7
52	отношения к	3	6
53	еще не	5	6
54	самом деле	1	6
55	отнюдь не	5	6
56	в целом	2	6
57	все эти	9	6
58	в этой	1	6
59	как бы	2	6
60	входит в	3	6
61	она не	1	6
62	свою очередь	1	6
63	на основе	2	6
64	в пределах	5	6
65	и здесь	1	6
66	до сих	3	6
67	в том	9	6
68	было бы	2	6
69	на литературу	2	6
70	сих пор	3	6
71	и все	6	6
72	а в	3	6
73	хотя бы	2	5
74	во всех	6	5
75	но в	10	5
76	и свою	1	5
77	в самом	8	5
78	при этом	3	5
79	в понимании	1	5
80	по себе	2	5
81	не могло	5	5
82	и до	5	5
83	у нас	1	5
84	должны быть	1	5
85	должен быть	1	5
86	как мы	14	5
87	в литературе	16	5
88	того что	2	5
89	только на	3	5
90	с другой	2	5
91	и др	9	5
92	формы и	3	5
93	лишь как	2	5
94	в искусстве	1	5
95	с его	9	4
96	по отношению	3	4
97	в истории	2	4
98	независимо от	1	4
99	и к	2	4
100	в которой	2	4
101	отчасти и	1	4
