N	3gram	Losev_Vlad_2	Tvorches
1	и т д	1	11
2	там же с	10	9
3	то же время	3	7
4	в то же	3	7
5	до сих пор	1	3
6	не может быть	1	3
7	в самом деле	1	2
8	и в то	1	2
9	в отличие от	3	2
10	марта года в	2	2
11	на этот вопрос	1	2
12	по крайней мере	4	2
13	в том же	2	2
14	том же году	1	2
15	во всяком случае	6	2
16	т ii с	2	2
17	и в году	2	2
18	о том что	3	2
19	письма т ii	2	2
20	в том что	9	2
21	фактов его биографии	1	1
22	имеем не только	1	1
23	возвращении в петербург	1	1
24	хотя и не	2	1
25	в которой он	1	1
26	потому что в	1	1
27	дело в том	3	1
28	в том числе	1	1
29	января года в	1	1
30	в дальнейшем мы	2	1
31	по возвращении в	1	1
32	в первую очередь	1	1
33	может быть в	1	1
34	а может быть	1	1
35	года он писал	1	1
36	нужно сказать что	1	1
37	что в нем	1	1
38	можно было бы	2	1
39	в этот период	1	1
40	точно так же	3	1
41	в письме к	4	1
42	апреля года в	1	1
43	в году он	1	1
44	в мае года	1	1
45	оставляет без внимания	1	1
46	не то что	2	1
47	выше мы уже	1	1
48	мае года он	1	1
49	только то что	1	1
50	фет а а	1	1
51	в память достоевского	1	1
52	в них нет	1	1
53	но в то	1	1
54	в первый раз	1	1
55	отец ее был	1	1
56	в году в	1	1
57	и достоевского можно	1	1
58	нам представляется что	1	1
59	так и не	2	1
60	в свою очередь	2	1
61	в связи с	8	1
62	но как бы	1	1
63	к тому же	1	1
64	не столько к	1	1
65	л н толстого	2	1
66	по себе не	1	1
67	в то время	6	1
68	прежде всего нужно	1	1
69	и особенно в	1	1
70	прежде всего его	1	1
71	ничего общего с	1	1
72	как нечто внешнее	1	1
73	с самого начала	1	1
74	т i с	3	1
75	содержит в себе	4	1
76	но это не	1	1
77	от декабря года	3	1
78	и прежде всего	1	1
79	его но не	1	1
80	и в том	1	1
81	от октября года	1	1
82	и вообще все	1	1
83	в высшей степени	1	1
