N	3gram	Bakhtin_Pr_3	Analitik
1	не может быть	6	16
2	в том что	1	9
3	в то же	12	8
4	в отличие от	2	6
5	то же время	12	6
6	той или иной	2	6
7	по отношению к	5	5
8	большей или меньшей	1	4
9	с точки зрения	4	4
10	и не может	2	4
11	и не в	3	4
12	но и не	1	4
13	к тому же	2	4
14	о том что	2	3
15	в той или	2	3
16	а не в	2	3
17	подобно тому как	2	3
18	бы то ни	4	3
19	и т п	6	3
20	для того чтобы	1	3
21	то ни было	4	3
22	и того же	1	2
23	и к тому	2	2
24	в самом деле	3	2
25	в том и	1	2
26	в этом отношении	1	2
27	того и другого	1	2
28	в данном случае	1	2
29	но в то	3	2
30	отношения человека к	1	2
31	я и другого	1	2
32	с другой стороны	3	2
33	а в то	1	2
34	какой бы то	1	2
35	внутреннего и внешнего	2	2
36	одного и того	1	2
37	как и его	1	1
38	чего бы то	2	1
39	или хотя бы	1	1
40	с первой фразы	1	1
41	а вовсе не	2	1
42	бы ни был	1	1
43	как бы не	1	1
44	сохраняется и на	1	1
45	как и во	1	1
46	один и тот	1	1
47	выходит за пределы	2	1
48	же время он	1	1
49	как раз и	2	1
50	не было и	1	1
51	до сих пор	1	1
52	во всей своей	1	1
53	на самом же	1	1
54	самим по себе	1	1
55	о нем но	1	1
56	самим собой и	1	1
57	по крайней мере	3	1
58	как если бы	1	1
59	вместе с тем	2	1
60	одно и то	1	1
61	смысле этого слова	2	1
62	и то же	1	1
63	в свою очередь	1	1
64	не столько в	1	1
65	как будто бы	1	1
66	все без исключения	2	1
67	и как бы	1	1
68	в большей или	1	1
69	так и не	1	1
70	с ним и	1	1
71	или меньшей степени	1	1
72	в такой же	2	1
73	или иной форме	1	1
74	прежде всего в	1	1
75	во всяком случае	5	1
76	что же касается	1	1
77	самом же деле	1	1
78	но не может	1	1
79	а вместе с	1	1
80	отвечает на вопрос	1	1
81	и вместе с	1	1
82	он в то	1	1
83	никогда не бывает	2	1
84	и в самом	3	1
85	и остается в	1	1
86	который не может	1	1
87	о мире и	2	1
88	или во всяком	1	1
89	в себе все	1	1
90	будто бы не	1	1
91	в этом смысле	4	1
92	к тому что	1	1
93	друг с другом	2	1
94	всей своей полноте	1	1
95	и как будто	1	1
96	как и в	1	1
97	в глубине души	1	1
98	в том же	1	1
99	и тот же	1	1
100	этого слова в	2	1
101	с самим собой	6	1
