N	3gram	Losev_Vlad_1	Problema
1	не может быть	3	11
2	но отнюдь не	1	7
3	с другой стороны	3	4
4	в самом деле	1	3
5	в этом смысле	4	3
6	не выходя за	1	3
7	бы то ни	1	3
8	с одной стороны	1	3
9	как мы увидим	2	3
10	то же время	4	3
11	в том что	7	3
12	в то же	4	3
13	тем не менее	2	3
14	в чем не	1	2
15	можно сказать что	2	2
16	в том же	1	2
17	на первый план	2	2
18	ни в чем	1	2
19	и не может	1	2
20	и в то	2	2
21	и в частности	2	2
22	то ни было	1	2
23	не только в	2	2
24	мы имеем дело	1	2
25	выходя за пределы	1	2
26	так и в	1	2
27	и тем самым	1	2
28	в известной степени	1	2
29	для того чтобы	2	2
30	и с его	1	2
31	в этом отношении	1	2
32	чего бы то	1	1
33	что иное как	1	1
34	свое время был	1	1
35	в свою очередь	1	1
36	не говоря уже	1	1
37	в настоящее время	1	1
38	также и в	1	1
39	в частности для	1	1
40	находить в них	1	1
41	личности в истории	1	1
42	а следовательно и	1	1
43	говоря уже о	1	1
44	в таких случаях	1	1
45	при этом в	1	1
46	на самом же	1	1
47	с тем что	1	1
48	на то что	4	1
49	кроме того и	1	1
50	со всеми его	1	1
51	то время как	1	1
52	не что иное	1	1
53	если бы мы	1	1
54	но в то	1	1
55	смысле этого слова	1	1
56	а также и	1	1
57	и в этом	1	1
58	притом не только	1	1
59	имеем дело с	1	1
60	и ничего не	1	1
61	в связи с	1	1
62	а в других	1	1
63	только в таком	1	1
64	мы будем называть	1	1
65	лицом к лицу	1	1
66	и в том	1	1
67	самом же деле	1	1
68	в истории философии	2	1
69	в свое время	5	1
70	а в том	1	1
71	есть не что	1	1
72	в связи со	2	1
73	отнюдь не с	1	1
74	раз и навсегда	1	1
75	относится к нему	1	1
76	в то время	2	1
77	свою связь с	1	1
78	в тех же	1	1
79	это и есть	1	1
80	и т д	2	1
81	скажем только что	1	1
82	себя в известной	1	1
83	как мы уже	3	1
84	к тому что	1	1
85	в особенности же	1	1
86	выходят за пределы	1	1
87	дело в том	4	1
88	с первого же	2	1
