N	3gram	Propp_Isto_4	Morfolog
1	и т д	24	47
2	в этих случаях	7	13
3	в этом случае	3	9
4	мы видим что	1	9
5	в связи с	2	8
6	не может быть	4	8
7	в иное царство	6	6
8	подобно тому как	1	5
9	таким образом мы	1	5
10	в распоряжение героя	1	4
11	т д но	1	4
12	мы увидим ниже	1	4
13	с другой стороны	4	4
14	тем не менее	2	4
15	случай мы имеем	1	3
16	как мы увидим	1	3
17	в руки героя	1	3
18	можно наблюдать что	1	3
19	в ход действия	1	3
20	и пр а	1	3
21	не могут быть	1	3
22	независимо от того	1	3
23	но все же	4	3
24	как и в	1	3
25	для хода действия	1	3
26	отсюда видно что	1	2
27	начинается с того	2	2
28	в тех случаях	2	2
29	в таких случаях	2	2
30	способность превращаться в	1	2
31	с этого момента	1	2
32	точно так же	5	2
33	и в других	1	2
34	может быть и	1	2
35	то время как	1	2
36	в иных случаях	1	2
37	себя в распоряжение	1	2
38	при помощи которой	2	2
39	на этом явлении	1	2
40	друг на друга	1	2
41	коня и пр	2	2
42	в сказке о	3	2
43	с того что	2	2
44	в то время	1	2
45	можно показать что	1	2
46	тех случаях когда	2	2
47	в большинстве случаев	1	2
48	друг за другом	1	2
49	то же происходит	2	2
50	т д в	1	2
51	если всмотреться в	1	1
52	в лесной избушке	1	1
53	и может быть	1	1
54	к ложным заключениям	1	1
55	одна из них	1	1
56	волшебное средство в	1	1
57	же происходит с	1	1
58	что волшебное средство	1	1
59	которые не могут	1	1
60	мертвой водой а	1	1
61	мачеха велит зарезать	1	1
62	поставить вопрос о	2	1
63	время я тебе	1	1
64	берет с собой	1	1
65	т д здесь	1	1
66	этот вопрос мы	1	1
67	здесь перед нами	1	1
68	между прочим и	1	1
69	ответить на этот	1	1
70	этот же случай	1	1
71	он показывает что	1	1
72	он может быть	1	1
73	и по существу	1	1
74	мы опять имеем	1	1
75	о том как	1	1
76	что иное как	3	1
77	т е мы	1	1
78	это дает нам	1	1
79	тому что в	1	1
80	но и другие	1	1
81	верхом на коне	1	1
82	же в этих	1	1
83	до сих пор	5	1
84	в одной сказке	2	1
85	и действительно в	1	1
86	нет необходимости входить	1	1
87	является то что	1	1
88	для исследователя но	1	1
89	что в сказке	4	1
90	между двумя царствами	1	1
91	в лес или	1	1
92	некоторый свет на	1	1
93	он служит в	1	1
94	своего помощника мы	1	1
95	они представляют собой	1	1
96	помощи волшебного средства	1	1
97	и пр на	1	1
98	д с другой	1	1
99	содержится в плену	1	1
100	и не всегда	1	1
101	выдает себя за	1	1
102	не ешь моего	1	1
103	а с ними	1	1
104	в другой сказке	1	1
105	одно и то	1	1
106	в сказке сказать	1	1
107	чем перейти к	1	1
108	конь и не	1	1
109	пока просто отмечаем	1	1
110	в данном случае	3	1
111	на этот вопрос	2	1
112	в целом и	1	1
113	е мы опять	1	1
114	в качестве помощника	1	1
115	талисманы и т	1	1
116	из волшебной книги	1	1
117	в лесу на	1	1
118	бросают некоторый свет	1	1
119	и то же	1	1
120	иных случаях герой	1	1
121	можно предположить что	3	1
122	в некоторых случаях	3	1
123	что ни вздумать	1	1
124	т д с	1	1
125	можно указать на	1	1
126	то что он	2	1
127	мы имеем здесь	1	1
128	из них не	1	1
129	а в другом	1	1
130	на коне или	1	1
131	но так как	1	1
132	есть вторичное образование	1	1
133	мы уже видели	1	1
134	во всех этих	1	1
135	при помощи волшебного	1	1
136	есть не что	1	1
137	не может входить	1	1
138	вздумать ни взгадать	1	1
139	из которых каждый	1	1
140	в одном случае	3	1
141	в точности соответствует	2	1
142	ни шерстинка то	2	1
143	что ни шерстинка	2	1
144	между героем и	1	1
145	братья и сестры	1	1
146	и наконец даже	1	1
147	здесь не может	1	1
148	мы имеем в	2	1
149	о том что	2	1
150	если бы мы	1	1
151	в других случаях	1	1
152	с собой в	2	1
153	т е он	1	1
154	даже в тех	1	1
155	можно сказать что	1	1
156	ниже в главе	1	1
157	на то что	3	1
158	случаи когда герой	2	1
159	мокнут под дождем	1	1
160	может входить в	1	1
161	в критический момент	1	1
162	за тридевять земель	1	1
163	в образе птицы	1	1
164	в другом случае	2	1
165	в сказку как	1	1
166	ни вздумать ни	1	1
167	иначе чем это	1	1
168	к тому что	1	1
169	самых различных народов	1	1
170	я тебе пригожусь	3	1
171	исследователя но не	1	1
172	не что иное	3	1
173	и пр также	1	1
174	и в нашей	1	1
175	во второй раз	1	1
176	то что они	1	1
177	с золотыми яблоками	1	1
178	шерстинка то серебринка	2	1
179	всех этих случаях	1	1
180	по спине огромной	1	1
181	ешь моего мяса	1	1
182	что и в	1	1
