N	3gram	Losev_Vlad_2	FransuaR
1	то же время	3	9
2	в то же	3	9
3	в том числе	1	4
4	как мы видели	2	4
5	после того как	2	4
6	в конце концов	3	4
7	в свою очередь	2	3
8	с точки зрения	3	3
9	за то что	1	3
10	но в то	1	3
11	в том что	9	3
12	дело в том	3	2
13	более или менее	3	2
14	и до конца	2	2
15	в этом отношении	1	2
16	то что в	1	2
17	можно было бы	2	2
18	и в его	2	2
19	начала и до	2	2
20	с начала и	2	2
21	в отрыве от	1	2
22	в свое время	1	2
23	что иное как	1	1
24	что он пишет	1	1
25	что в этом	1	1
26	имеет дело с	1	1
27	только и может	2	1
28	на котором он	1	1
29	конце концов в	1	1
30	в июле года	2	1
31	мы уже сказали	1	1
32	той же а	1	1
33	в том же	2	1
34	и в более	1	1
35	с этим не	1	1
36	на первый план	2	1
37	с представлением о	1	1
38	сам по себе	2	1
39	а также в	1	1
40	в той же	1	1
41	что в нем	1	1
42	до некоторой степени	2	1
43	в первых двух	1	1
44	в частности к	1	1
45	на этот вопрос	1	1
46	а в конце	1	1
47	что все это	1	1
48	кроме того и	2	1
49	мир и все	1	1
50	и не в	1	1
51	в это время	4	1
52	здесь как и	1	1
53	не что иное	1	1
54	как мы сказали	2	1
55	содержит в себе	4	1
56	в данном случае	2	1
57	июле года он	1	1
58	мы уже касались	1	1
59	не только в	2	1
60	и все его	1	1
61	в году в	1	1
62	а также и	1	1
63	и во всяком	1	1
64	о том что	3	1
65	в тех же	1	1
66	конце года он	1	1
67	в связи с	8	1
68	что я не	1	1
69	нет никаких оснований	1	1
70	уже и в	1	1
71	но только в	1	1
72	в отношении него	1	1
73	у него в	3	1
74	вместе с ним	1	1
75	во всяком случае	6	1
76	в конце года	1	1
77	точки зрения совершенно	1	1
78	имел в виду	1	1
79	содержат в себе	1	1
80	ничего общего с	1	1
81	с самого начала	1	1
82	к тому же	1	1
83	как мы уже	1	1
84	нужно сказать что	1	1
85	и прежде всего	1	1
86	она менее всего	1	1
87	во второй половине	2	1
88	на земле в	1	1
89	в этом смысле	1	1
90	по этому поводу	1	1
91	никакого отношения к	3	1
92	и в том	1	1
93	в себе в	1	1
94	взятый сам по	1	1
