N	2gram	Bakhtin_Fr_6	VLabPisa
1	таким образом	17	27
2	в этом	12	26
3	и в	41	25
4	не только	10	22
5	может быть	2	21
6	и не	3	19
7	не может	4	17
8	в его	7	15
9	этом отношении	3	13
10	в том	2	13
11	прежде всего	10	13
12	в частности	2	12
13	как это	2	12
14	все это	11	12
15	с другой	4	11
16	из них	5	11
17	не могут	2	10
18	о том	9	10
19	то же	5	9
20	что в	7	9
21	об этом	1	9
22	по этому	1	9
23	для него	1	9
24	но и	13	9
25	и др	10	9
26	в своем	5	8
27	все эти	11	8
28	на основании	1	8
29	другой стороны	2	8
30	могут быть	1	8
31	говорит и	1	8
32	в году	6	7
33	во всех	17	7
34	по отношению	1	7
35	из этих	2	7
36	было бы	3	7
37	как и	7	7
38	том что	7	7
39	говорит о	1	7
40	не было	1	7
41	а не	2	7
42	вместе с	6	7
43	отношению к	1	7
44	это и	2	6
45	в зависимости	1	6
46	более или	1	6
47	в себе	5	6
48	в нем	16	6
49	это не	1	6
50	или менее	1	6
51	их в	2	6
52	и его	13	6
53	в то	6	6
54	так и	5	6
55	между тем	2	6
56	у него	7	6
57	в основном	1	6
58	то что	10	6
59	одним из	4	5
60	в их	1	5
61	зависимости от	1	5
62	как говорит	1	5
63	все же	4	5
64	в пределах	1	5
65	в плане	3	5
66	не в	4	5
67	же время	5	5
68	связи с	2	5
69	образы и	1	5
70	один из	6	5
71	действующих лиц	1	5
72	он говорит	1	5
73	как бы	7	5
74	не является	1	5
75	в результате	4	5
76	сказать что	6	5
77	только в	3	5
78	в искусстве	3	5
79	их и	1	4
80	с его	5	4
81	в этой	8	4
82	чем же	1	4
83	перед нами	3	4
84	в самом	10	4
85	в целом	1	4
86	что все	2	4
87	в них	7	4
88	даже в	4	4
89	одна из	1	4
90	никогда не	8	4
91	для его	2	4
92	должен быть	2	4
93	в ее	5	4
94	можно сказать	1	4
95	образов и	5	4
96	с ними	1	4
97	что он	6	4
98	рассказывает о	1	4
99	в одном	5	4
100	как раз	2	4
101	в связи	1	4
102	в романе	2	4
103	в своей	2	4
104	например в	6	3
105	человека и	2	3
106	в котором	4	3
107	из его	1	3
108	др в	1	3
109	его не	1	3
110	и он	5	3
111	в которых	1	3
112	видели что	1	3
113	нет и	1	3
114	что они	2	3
115	с этим	3	3
116	и как	4	3
117	и к	1	3
118	следующим образом	1	3
119	в противоположность	1	3
120	всех этих	2	3
121	образе и	1	3
122	и по	1	3
123	в работе	1	3
124	его в	1	3
125	далеко не	1	3
126	что не	3	3
127	с тем	1	3
128	мы видели	2	3
129	во время	9	3
130	точки зрения	2	3
131	одном из	1	3
132	этой области	1	3
133	как о	2	3
134	это мы	1	3
135	у нас	4	3
136	и отдельных	1	3
137	значительной мере	1	3
138	том как	1	3
139	образом в	2	3
140	никак не	3	3
141	утверждает что	1	3
142	в значительной	2	3
143	что и	1	3
144	вслед за	1	3
145	говорит в	1	3
146	того что	3	3
147	большей или	4	3
148	и образы	2	3
149	или меньшей	3	3
150	этот вопрос	1	3
151	является не	1	3
152	и их	3	3
153	момент в	1	3
154	в конце	2	3
155	именно в	4	3
156	него в	1	3
157	так же	5	3
158	некоторые из	1	3
159	по поводу	1	3
160	всех других	1	3
161	по существу	1	3
162	и от	4	3
163	или в	6	3
164	бы в	2	3
165	жизни и	3	3
166	как на	1	3
167	как известно	2	2
168	ту же	1	2
169	также что	3	2
170	также и	6	2
171	чтобы не	1	2
172	и через	1	2
173	связана с	2	2
174	он может	1	2
175	с более	2	2
176	в которой	1	2
177	из своих	1	2
178	говорить о	2	2
179	то это	1	2
180	подчеркнуть что	5	2
181	в ней	4	2
182	меньшей степени	4	2
183	еще не	1	2
184	на художественное	1	2
185	что его	1	2
186	в различных	1	2
187	в чем	3	2
188	бы не	1	2
189	но не	2	2
190	искусстве и	2	2
191	стороны и	2	2
192	что нет	1	2
193	этом же	1	2
194	хотя и	2	2
195	но в	8	2
196	он в	2	2
197	ее как	1	2
198	как он	2	2
199	этот процесс	1	2
200	он не	2	2
201	человека в	1	2
202	я бы	1	2
203	в каждом	1	2
204	а затем	4	2
205	в другом	4	2
206	рождается из	1	2
207	заключается в	2	2
208	с другими	3	2
209	в жизни	1	2
210	дель арте	2	2
211	необходимость в	1	2
212	он и	1	2
213	между собою	5	2
214	и для	3	2
215	восприятия и	1	2
216	не столько	1	2
217	от его	1	2
218	как от	1	2
219	по себе	1	2
220	это особенно	1	2
221	не менее	1	2
222	тогда когда	2	2
223	к этим	3	2
224	того чтобы	4	2
225	а для	2	2
226	не вполне	1	2
227	и весь	1	2
228	связанное с	1	2
229	свидетельствуют о	1	2
230	в области	2	2
231	в образах	9	2
232	другом месте	4	2
233	они и	3	2
234	для того	1	2
235	на это	1	2
236	формы и	1	2
237	только то	1	2
238	роль в	4	2
239	если они	1	2
240	в образе	6	2
241	он сам	3	2
242	и даже	4	2
243	остановимся на	1	2
244	бы еще	1	2
245	лишь в	2	2
246	из себя	1	2
247	от них	1	2
248	конце концов	1	2
249	но с	2	2
250	важно подчеркнуть	1	2
251	что даже	2	2
252	до нас	5	2
253	всех его	4	2
254	с одной	4	2
255	одной из	3	2
256	у них	1	2
257	плана в	1	2
258	могло бы	1	2
259	вовсе не	7	2
260	к ним	1	2
261	образом не	1	2
262	в особенности	7	2
263	одной стороны	4	2
264	или иной	1	2
265	до сих	3	2
266	как у	3	2
267	еще и	1	2
268	и систему	1	2
269	что для	1	2
270	к сожалению	1	2
271	о чем	1	2
272	что мы	2	2
273	стороны в	1	2
274	начиная с	2	2
275	и потому	2	2
276	сих пор	3	2
277	между прочим	1	2
278	можно было	1	2
279	в книге	3	2
280	не подлежит	1	2
281	мира и	2	2
282	по одному	1	2
283	в большей	4	2
284	все они	2	2
285	в словесном	1	2
286	те из	1	2
287	а в	4	2
288	в системе	1	2
289	в целях	3	2
290	между ними	3	2
291	к его	1	2
292	отметить что	2	2
293	они не	3	2
294	в сфере	1	1
295	с жизнью	1	1
296	она обычно	1	1
297	выражения в	1	1
298	самом деле	4	1
299	этого индивидуального	1	1
300	богатой и	1	1
301	или говоря	1	1
302	осмысления их	1	1
303	и так	1	1
304	проявляются в	1	1
305	чувств в	1	1
306	оно может	1	1
307	должна быть	2	1
308	со всех	1	1
309	смотреть на	1	1
310	правильного понимания	1	1
311	как мы	12	1
312	что если	2	1
313	воздух и	1	1
314	они могут	2	1
315	нам в	1	1
316	не слишком	1	1
317	почти все	1	1
318	почти исключительно	1	1
319	приходит к	1	1
320	из того	2	1
321	всех сторон	1	1
322	сам по	1	1
323	и то	2	1
324	а другие	1	1
325	он был	4	1
326	между собой	1	1
327	не был	2	1
328	здесь не	1	1
329	и мира	1	1
330	предисловии к	1	1
331	дело обстоит	2	1
332	значение и	1	1
333	его сознания	1	1
334	себе и	1	1
335	образов но	3	1
336	в истории	2	1
337	бы при	1	1
338	нет каких-либо	1	1
339	кроме того	9	1
340	что по	1	1
341	и наконец	4	1
342	роль играет	1	1
343	то в	1	1
344	основные образы	1	1
345	уже в	4	1
346	платон в	1	1
347	рассказ о	1	1
348	этого образа	2	1
349	если он	1	1
350	же но	1	1
351	так сказать	2	1
352	и если	1	1
353	на его	2	1
354	да и	1	1
355	момента в	1	1
356	не как	1	1
357	что еще	1	1
358	ими в	1	1
359	мы полагаем	1	1
360	необходимо для	1	1
361	уже не	1	1
362	на этом	2	1
363	свойственны и	1	1
364	и речи	1	1
365	именно это	1	1
366	связанных с	3	1
367	то есть	24	1
368	зрения на	1	1
369	в несколько	1	1
370	мере и	1	1
371	на протяжении	1	1
372	воображения и	1	1
373	деле в	1	1
374	то все	1	1
375	в сложном	1	1
376	кажется что	2	1
377	смерть и	1	1
378	эти годы	1	1
379	с этой	3	1
380	которой он	1	1
381	несмотря на	1	1
382	на этот	1	1
383	обратимся к	1	1
384	себе все	1	1
385	в этих	2	1
386	за работу	1	1
387	он должен	1	1
388	признать что	1	1
389	не самый	1	1
390	но он	5	1
391	и эти	1	1
392	в устах	1	1
393	необходимо учитывать	1	1
394	роль играют	1	1
395	очень наглядно	1	1
396	перед собою	1	1
397	эта мысль	1	1
398	в таких	2	1
399	того как	1	1
400	что их	2	1
401	смертью в	1	1
402	сводится в	1	1
403	весь роман	1	1
404	но только	1	1
405	та или	1	1
406	не имеет	1	1
407	в формы	1	1
408	казалось бы	1	1
409	или иная	1	1
410	видим что	1	1
411	он пытался	1	1
412	от него	2	1
413	года в	1	1
414	только с	3	1
415	как будто	1	1
416	в основе	4	1
417	если только	1	1
418	больше того	1	1
419	только наиболее	1	1
420	в сугубо	1	1
421	один раз	2	1
422	все то	5	1
423	его формах	1	1
424	проходит как	1	1
425	которые его	1	1
426	очень богатой	1	1
427	функцию в	1	1
428	характер этого	1	1
429	и это	1	1
430	и поэтому	1	1
431	связанными с	1	1
432	в архиве	1	1
433	же так	1	1
434	как один	3	1
435	же не	1	1
436	данном случае	2	1
437	и явлениями	1	1
438	то время	1	1
439	и образа	1	1
440	в дальнейшем	2	1
441	его самого	1	1
442	и сам	3	1
443	легенды о	5	1
444	их речь	1	1
445	и прочих	1	1
446	из очень	1	1
447	часто в	1	1
448	образом уже	1	1
449	жизнь и	1	1
450	понятно что	2	1
451	поэтому в	1	1
452	о котором	4	1
453	для этого	2	1
454	с ним	4	1
455	и кровь	1	1
456	связанная с	1	1
457	о нем	1	1
458	на него	1	1
459	искусства и	1	1
460	и миром	7	1
461	и что	5	1
462	в глаза	1	1
463	после того	1	1
464	для нас	2	1
465	а также	5	1
466	по их	1	1
467	связанной с	2	1
468	места и	1	1
469	доходит до	2	1
470	хотя у	1	1
471	и во	2	1
472	таких же	1	1
473	говорит он	2	1
474	в форме	2	1
475	романа в	3	1
476	всего этого	1	1
477	в ту	1	1
478	и творческий	1	1
479	в него	3	1
480	в сферу	1	1
481	наконец и	2	1
482	указывает что	1	1
483	в меньшей	2	1
484	с каждым	1	1
485	как нечто	1	1
486	целого и	1	1
487	таков первый	2	1
488	между этими	1	1
489	образов в	3	1
490	эти образы	2	1
491	есть в	3	1
492	события и	1	1
493	конечно не	3	1
494	при этих	1	1
495	системы образов	2	1
496	в начале	3	1
497	свидетельствует о	1	1
498	этому вопросу	1	1
499	не дает	1	1
500	или даже	1	1
501	и других	1	1
502	системе образов	2	1
503	характерно что	2	1
504	себе в	2	1
505	и из	1	1
506	ни в	1	1
507	представлений о	1	1
508	для правильного	1	1
509	основания для	1	1
510	отношение к	1	1
511	содержания а	1	1
512	каждый из	2	1
513	тем что	5	1
514	наглядно показывает	1	1
515	богатство и	1	1
516	со всем	1	1
517	образы из	1	1
518	и точно	1	1
519	иной мере	1	1
520	связаны с	7	1
521	и сложнее	1	1
522	леонардо да	1	1
523	а именно	2	1
524	он это	1	1
525	и тяжелым	1	1
526	себя и	1	1
527	полагаем что	1	1
528	связано с	3	1
529	материал в	1	1
530	мир а	2	1
531	с большей	1	1
532	и самый	3	1
533	описывает его	1	1
534	этой главы	2	1
535	подобного рода	1	1
536	да винчи	1	1
537	эти пределы	1	1
538	борьбу и	1	1
539	на эту	1	1
540	со своими	1	1
541	или с	2	1
542	что из	1	1
543	с образами	2	1
544	мира в	2	1
545	очень часто	1	1
546	и особенно	3	1
547	мы говорим	1	1
548	по главам	1	1
549	в духе	3	1
550	как в	4	1
551	в данном	3	1
552	в той	5	1
553	плоти и	1	1
554	бы его	1	1
555	и наглядно	1	1
556	этому в	1	1
557	исходя из	1	1
558	и частного	1	1
559	слова и	1	1
560	благодаря этому	1	1
561	только для	1	1
562	но это	3	1
563	на своем	1	1
564	поэтому что	1	1
565	это явление	1	1
566	мы видим	6	1
567	и борьба	1	1
568	в следующей	6	1
569	происходит в	1	1
570	это как	1	1
571	а к	1	1
572	деятельность в	1	1
573	внимание на	2	1
574	и все	9	1
575	той или	1	1
576	еще более	2	1
577	потому что	3	1
578	же оно	1	1
579	сомнению что	1	1
580	которых он	1	1
581	еще в	5	1
582	это в	1	1
583	состоит из	2	1
584	словесном творчестве	1	1
585	от всех	2	1
586	сводить к	1	1
587	природе и	1	1
588	эти же	1	1
589	начале этой	1	1
590	этот последний	1	1
591	в кругу	2	1
592	есть и	2	1
593	исключительное значение	1	1
594	сущности в	1	1
595	к этой	1	1
596	это было	2	1
597	и другие	2	1
598	в таком	1	1
599	образа его	1	1
