N	2gram	Vinokur_Vv_1	StatiiOP
1	в и	4	130
2	и в	27	44
3	в том	31	36
4	и т	43	30
5	что в	11	30
6	том что	26	29
7	в этом	34	21
8	т д	37	21
9	вовсе не	6	19
10	не только	21	18
11	то что	17	18
12	было бы	5	17
13	о том	15	17
14	а в	5	17
15	а не	3	16
16	и не	13	16
17	может быть	24	15
18	т е	38	15
19	в области	4	14
20	в данном	11	14
21	как в	1	13
22	можно было	7	13
23	не в	8	12
24	в тексте	4	12
25	в первой	1	12
26	самом деле	6	11
27	в этой	3	11
28	того чтобы	21	11
29	у нас	2	11
30	точки зрения	7	11
31	но в	10	10
32	ясно что	9	10
33	для того	21	10
34	что он	4	10
35	только в	13	10
36	но и	5	10
37	также и	16	9
38	как и	5	9
39	в отношении	2	9
40	в то	5	9
41	но также	14	9
42	так и	1	9
43	во второй	3	9
44	если бы	2	9
45	того что	12	9
46	в его	10	9
47	т п	5	9
48	с другой	8	9
49	о пушкине	1	9
50	например в	2	8
51	во всех	2	8
52	все же	8	8
53	но ведь	4	8
54	это не	8	8
55	из них	3	8
56	с точки	2	8
57	и его	5	8
58	не может	13	8
59	в самом	12	7
60	в статье	1	7
61	так например	6	7
62	таким образом	19	7
63	другой стороны	5	7
64	и об	1	7
65	этом отношении	3	7
66	до сих	5	7
67	прежде всего	8	7
68	сих пор	5	7
69	сказать что	5	7
70	по поводу	1	7
71	на самом	1	6
72	со стороны	12	6
73	из этих	5	6
74	в своей	4	6
75	потому что	14	6
76	данном случае	5	6
77	что и	3	6
78	всяком случае	3	6
79	так что	5	6
80	для него	1	6
81	именно в	8	6
82	дело в	3	6
83	при чем	1	6
84	в той	7	6
85	что же	3	6
86	но это	1	6
87	хотя бы	5	6
88	во всяком	3	6
89	вряд ли	2	5
90	и то	5	5
91	то же	8	5
92	той же	4	5
93	уже о	1	5
94	в целом	5	5
95	все эти	3	5
96	в нем	13	5
97	данном отношении	2	5
98	в котором	4	5
99	творчества пушкина	1	5
100	в которых	6	5
101	этой области	3	5
102	не менее	8	5
103	никогда не	3	5
104	могут быть	4	5
105	в печати	2	5
106	так как	13	5
107	тем что	6	5
108	и даже	5	5
109	нужно сказать	1	5
110	что мы	2	5
111	xix в	12	5
112	все это	6	5
113	совершенно не	1	5
114	жизни и	2	5
115	того времени	1	5
116	так же	3	5
117	речь идет	2	4
118	в рукописи	1	4
119	как это	5	4
120	это и	1	4
121	в которой	1	4
122	вопрос о	8	4
123	в основу	2	4
124	в новом	1	4
125	бы и	2	4
126	что это	3	4
127	на то	1	4
128	что она	3	4
129	по словам	1	4
130	в россии	1	4
131	но все	3	4
132	эту тему	1	4
133	но если	3	4
134	том как	1	4
135	и сейчас	2	4
136	представление о	1	4
137	и очень	1	4
138	дело не	3	4
139	не имеет	4	4
140	же время	5	4
141	как будто	3	4
142	том отношении	3	4
143	научной работы	3	4
144	в ее	11	4
145	языка и	12	4
146	что у	1	4
147	на вопрос	6	4
148	и что	4	4
149	д но	5	4
150	заключается в	4	4
151	во втором	2	4
152	этот вопрос	4	4
153	в качестве	7	4
154	мы находим	1	4
155	как раз	4	4
156	не было	1	4
157	к которому	1	4
158	на эту	1	4
159	должна была	2	4
160	в частности	3	4
161	как бы	5	4
162	тем более	2	4
163	еще более	1	4
164	или иного	1	4
165	того или	1	4
166	это в	2	4
167	гораздо более	3	4
168	же как	3	3
169	того же	3	3
