N	2gram	Vygotskiy__1	KFilosof
1	может быть	22	43
2	в его	6	39
3	в нем	2	31
4	не может	17	27
5	и не	16	26
6	и в	31	22
7	в себе	4	21
8	в котором	4	21
9	для меня	1	20
10	не есть	3	19
11	и его	7	17
12	в ее	5	17
13	а не	13	17
14	только в	14	16
15	в этом	12	13
16	точки зрения	15	13
17	и это	3	12
18	но не	3	12
19	ни в	9	12
20	для него	1	12
21	в своей	3	11
22	не в	11	11
23	к нему	2	11
24	во всех	1	10
25	в своем	3	10
26	это не	1	10
27	с точки	2	10
28	от себя	4	10
29	все это	8	10
30	и есть	5	9
31	в их	1	9
32	в целом	5	9
33	бытия и	1	9
34	но и	2	9
35	как бы	5	9
36	и для	5	9
37	и все	5	9
38	было бы	6	8
39	если бы	6	8
40	со стороны	4	8
41	не было	3	8
42	жизни и	3	8
43	я должен	1	7
44	то что	32	7
45	во всем	3	7
46	должен быть	1	7
47	на основе	2	7
48	в себя	2	7
49	и здесь	2	7
50	что и	13	7
51	конечно не	1	7
52	вовсе не	6	7
53	быть только	1	7
54	я не	1	6
55	отношение к	2	6
56	отнюдь не	6	6
57	он не	3	6
58	но лишь	1	6
59	в мире	1	6
60	и только	3	6
61	и действительно	1	6
62	совершенно не	5	6
63	уже не	2	6
64	и их	2	6
65	но это	3	6
66	в том	30	6
67	мы имеем	4	5
68	но как	2	5
69	все же	5	5
70	но в	3	5
71	не только	13	5
72	то же	5	5
73	но все	1	5
74	его в	2	5
75	как и	16	5
76	должно быть	1	5
77	что я	4	5
78	никогда не	8	5
79	для себя	1	5
80	с ним	2	5
81	и содержание	1	5
82	со всем	1	5
83	именно в	1	5
84	его как	1	5
85	там где	4	5
86	ее и	2	5
87	в основе	2	5
88	хотя бы	1	5
89	жизни в	1	5
90	быть в	2	4
91	в чем	2	4
92	при этом	19	4
93	время и	1	4
94	его конкретной	1	4
95	места в	1	4
96	тем самым	2	4
97	к ним	2	4
98	о нем	1	4
99	в каком	2	4
100	с ними	1	4
101	времени и	1	4
102	между тем	4	4
103	во всей	1	4
104	могло бы	4	4
105	ни было	1	4
106	в одном	2	4
107	том что	16	4
108	для нас	5	4
109	а в	6	4
110	только как	1	4
111	что в	23	4
112	в своих	4	4
113	самом деле	9	3
114	на самом	2	3
115	из его	3	3
116	должна быть	3	3
117	и этот	1	3
118	мы не	12	3
119	что это	6	3
120	в ней	1	3
121	может дать	2	3
122	еще не	1	3
123	и на	1	3
124	не могу	1	3
125	тем как	1	3
126	а следовательно	1	3
127	нет и	1	3
128	независимо от	2	3
129	к чему	2	3
130	бы и	2	3
131	теории и	1	3
132	прошлое и	1	3
133	для того	6	3
134	и совершенно	5	3
135	в корне	1	3
136	людей и	1	3
137	в каждом	3	3
138	могла бы	1	3
139	этом смысле	2	3
140	эти моменты	1	3
141	нигде не	2	3
142	что этот	1	3
143	не менее	2	3
144	тогда когда	5	3
145	ничего не	2	3
146	и делает	1	3
147	могут быть	11	3
148	ясно что	19	3
149	здесь нет	1	3
150	в виду	4	3
151	о том	7	3
152	не имеем	1	3
153	того что	10	3
154	и тем	2	3
155	не дает	2	3
156	был бы	5	3
157	и должна	1	3
158	от того	3	3
159	а эта	1	3
160	и пр	1	3
161	до конца	6	3
162	по своему	1	3
163	поскольку он	1	3
164	смысл в	1	3
165	от него	2	3
166	только с	1	3
167	не быть	2	3
168	в свою	1	3
169	в то	5	3
170	все остальное	1	2
171	и то	2	2
172	это и	3	2
173	едва ли	1	2
174	поскольку она	2	2
175	а как	1	2
176	и свой	1	2
177	вопрос о	3	2
178	этот факт	1	2
179	целом не	2	2
180	ему в	1	2
181	с его	1	2
182	совсем не	3	2
183	или иное	2	2
184	один и	1	2
185	стал бы	2	2
186	этих людей	1	2
187	как в	9	2
188	как к	2	2
189	то или	2	2
190	и как	2	2
191	истины и	1	2
192	та же	3	2
193	этих моментов	1	2
194	думать что	1	2
195	в этой	3	2
196	и тот	2	2
197	всей его	1	2
198	человек не	1	2
199	вследствие этого	1	2
200	нем нельзя	1	2
201	даны и	1	2
202	как оно	1	2
203	и хх	1	2
204	относит его	1	2
205	так и	3	2
206	не будет	3	2
207	и может	2	2
208	конечно в	1	2
209	и мы	1	2
210	в жизни	2	2
211	соответствии с	1	2
212	с тем	3	2
213	и само	1	2
214	и того	1	2
215	но я	1	2
216	возможности в	1	2
217	можно ли	2	2
218	как предмет	1	2
219	тем не	2	2
220	по себе	9	2
221	случае мы	1	2
222	тому что	4	2
223	что есть	2	2
224	и развивается	1	2
225	что эта	3	2
226	дело не	1	2
227	мышления и	3	2
228	дело в	1	2
229	в процессе	5	2
230	того чтобы	7	2
231	в сознании	2	2
232	в области	11	2
233	не потому	1	2
234	его с	1	2
235	оно не	1	2
236	отказаться от	2	2
237	можно и	1	2
238	на нем	1	2
239	и когда	3	2
240	это только	2	2
241	с этого	1	2
242	другое дело	1	2
243	сводится к	1	2
244	может не	1	2
245	и та	1	2
246	его жизни	1	2
247	бы то	1	2
248	основе своей	1	2
249	или как	2	2
250	нем не	1	2
251	ее от	3	2
252	в ту	1	2
253	в него	2	2
254	что только	2	2
255	тот же	2	2
256	дело с	3	2
257	что он	7	2
258	вступить в	1	2
259	и отчетливо	1	2
260	а с	1	2
261	для берегов	1	2
262	со всеми	4	2
263	в качестве	2	2
264	а это	1	2
265	и других	3	2
266	его и	3	2
267	к содержанию	1	2
268	процесс и	1	2
269	слова в	3	2
270	содержания и	1	2
271	содержание и	1	2
272	хiх и	1	2
273	себе а	3	2
274	ли это	2	2
275	себя и	2	2
276	предмет и	1	2
277	прежде всего	4	2
278	дано мне	1	2
279	для этой	1	2
280	я уже	1	2
281	и потому	2	2
282	это есть	5	2
283	оно переживается	1	2
284	дело здесь	1	2
285	в это	1	2
286	этого слова	4	2
287	при условии	1	2
288	но для	1	2
289	которой он	1	2
290	это можно	2	2
291	или иным	2	2
292	и смысл	1	2
293	потому что	10	2
294	они находятся	1	2
295	его к	1	2
296	к этому	4	2
297	смысле слова	3	1
298	ту же	2	1
299	говоря о	1	1
300	научного и	1	1
301	в движение	1	1
302	человека и	2	1
303	утверждение что	1	1
304	и понимает	1	1
305	в эстетике	5	1
306	в стороне	1	1
307	показать что	8	1
308	может сделаться	1	1
309	тем же	3	1
310	всем что	1	1
311	что эти	3	1
312	которые пытаются	2	1
313	ведь и	1	1
314	в зависимости	5	1
315	этих индивидуальных	1	1
316	той же	3	1
317	его не	2	1
318	из всех	2	1
319	и критике	1	1
320	экономических и	1	1
321	нуждаются в	3	1
322	содержания в	1	1
323	бы что	2	1
324	единство и	1	1
325	науки и	1	1
326	именно к	1	1
327	не была	1	1
328	эти эстетические	1	1
329	он как	1	1
330	быть определены	1	1
331	оба эти	1	1
332	совпадает с	4	1
333	эстетики и	2	1
334	бы ни	2	1
335	и ее	1	1
336	отчизны дальной	1	1
337	общий и	1	1
338	не найдем	1	1
339	мысли и	2	1
340	столь же	4	1
341	в различных	1	1
342	как таковая	1	1
343	и этими	1	1
344	и всякий	2	1
345	исторический факт	1	1
346	с этим	3	1
347	выйти из	1	1
348	относятся к	1	1
349	это отнюдь	1	1
350	виду и	1	1
351	хотя и	3	1
352	бы я	1	1
353	и наконец	1	1
354	не являются	1	1
355	что подобные	1	1
356	и к	3	1
