N	2gram	Tiupa_Hudo_2	UchenyiS
1	и в	28	14
2	а не	14	10
3	не только	11	10
4	прежде всего	3	8
5	и не	18	8
6	не может	4	7
7	в этом	13	7
8	то что	6	7
9	может быть	8	6
10	в искусстве	1	6
11	то же	6	5
12	и только	2	5
13	художественное произведение	1	5
14	в художественном	4	5
15	все это	3	5
16	хотя бы	2	5
17	с другой	3	4
18	но и	9	4
19	в конечном	4	4
20	конечном счете	3	4
21	в этой	5	4
22	то ни	1	3
23	и то	2	3
24	это не	6	3
25	было бы	3	3
26	как и	11	3
27	в частности	7	3
28	в своей	6	3
29	и т.д	2	3
30	бы то	1	3
31	в то	6	3
32	все же	2	3
33	но в	2	3
34	не следует	1	3
35	же время	4	3
36	в области	1	3
37	другой стороны	1	3
38	по нашему	1	3
39	для него	5	3
40	не как	2	3
41	не о	1	3
42	что все	3	2
43	а между	4	2
44	же не	2	2
45	одним из	1	2
46	и с	6	2
47	и через	1	2
48	а его	1	2
49	до сих	2	2
50	а как	2	2
51	это было	2	2
52	самом деле	3	2
53	к области	1	2
54	превращается в	4	2
55	мы не	1	2
56	о чем	8	2
57	является в	1	2
58	если бы	6	2
59	ничего не	5	2
60	не столько	2	2
61	том что	19	2
62	сводится к	6	2
63	этого термина	1	2
64	установку на	1	2
65	нам представляется	2	2
66	нас в	1	2
67	с его	5	2
68	но не	4	2
69	в сторону	1	2
70	не все	3	2
71	в его	11	2
72	по существу	1	2
73	что и	4	2
74	по себе	1	2
75	более чем	2	2
76	сих пор	2	2
77	но это	1	2
78	в том	15	2
79	это уже	2	2
80	и для	2	2
81	что он	8	2
82	в себе	9	2
83	в самом	5	2
84	между тем	8	2
85	и у	2	2
86	только в	4	2
87	не в	13	2
88	для всех	1	2
89	все они	3	2
90	этом отношении	1	2
91	его и	2	2
92	бы и	4	2
93	представляется нам	2	2
94	в конце	1	2
95	а о	2	2
96	же самое	3	2
97	не случайно	10	2
98	как раз	4	2
99	тем что	6	2
100	что она	7	2
101	для себя	6	1
102	и это	3	1
103	тем в	1	1
104	об этом	7	1
105	же как	2	1
106	но по	1	1
107	человека и	3	1
108	то есть	1	1
109	данном случае	2	1
110	или иначе	1	1
111	искусства в	1	1
112	для читателя	1	1
113	с самим	2	1
114	существует в	1	1
115	не случайной	1	1
116	возвращается в	1	1
117	установка на	1	1
118	в пределах	1	1
119	к которой	1	1
120	никогда не	5	1
121	полагаем что	1	1
122	так и	8	1
123	по его	3	1
124	одной стороны	3	1
125	той же	2	1
126	достоевского и	1	1
127	в сфере	1	1
128	этого не	1	1
129	до конца	1	1
130	мы имеем	1	1
131	он знает	2	1
132	обращение к	1	1
133	смысле можно	1	1
134	доведенный до	1	1
135	и всякого	1	1
136	в словах	1	1
137	и даже	1	1
138	иначе говоря	1	1
139	толстого у	1	1
140	можно сказать	6	1
141	смысле и	1	1
142	никогда и	1	1
143	стороны в	1	1
144	в г	2	1
145	он впервые	1	1
146	о нем	2	1
147	выхода в	1	1
148	как на	2	1
149	приводит к	2	1
150	о том	12	1
151	в ней	3	1
152	и потому	1	1
153	в котором	6	1
154	героя не	3	1
155	только для	2	1
156	и толстого	1	1
157	и что	1	1
158	она в	2	1
159	и этого	1	1
160	он был	1	1
161	все его	3	1
162	в различных	1	1
163	в значительной	1	1
164	содержания в	1	1
165	признать что	1	1
166	он будет	2	1
167	все в	1	1
168	в течение	1	1
169	в той	1	1
170	ученики и	1	1
171	ее существование	1	1
172	в данном	2	1
173	что же	2	1
174	не то	1	1
175	бы в	1	1
176	того что	1	1
177	поскольку он	1	1
178	их в	1	1
179	в наиболее	1	1
180	нет и	1	1
181	чем была	1	1
182	за пределы	1	1
183	иначе в	1	1
184	отнюдь не	2	1
185	она не	5	1
186	еще раз	1	1
187	этом случае	1	1
188	независимо от	1	1
189	историческая поэтика	1	1
190	в своем	5	1
191	что с	1	1
192	как нам	1	1
193	известно не	1	1
194	но для	1	1
195	что ему	1	1
196	и все	7	1
197	обе эти	1	1
198	того как	2	1
199	уже знакомый	1	1
200	не существует	1	1
201	всего лишь	3	1
202	он уже	2	1
203	по мнению	1	1
204	в ноги	1	1
205	в которой	1	1
206	это то	1	1
207	эти тенденции	1	1
208	не было	6	1
209	так или	1	1
210	он в	1	1
211	это же	1	1
212	с одной	3	1
213	значимость и	1	1
214	художественного переживания	1	1
215	в качестве	4	1
216	но именно	2	1
217	без этого	1	1
218	приобретает характер	1	1
219	вне пределов	1	1
220	главное же	1	1
221	уже не	10	1
222	толстой в	1	1
223	ее как	1	1
224	то и	4	1
225	претендует на	1	1
226	же в	1	1
227	в виде	2	1
228	не столь	1	1
229	не обладает	1	1
230	что было	3	1
231	в нем	3	1
232	или даже	1	1
233	он не	4	1
234	где бы	1	1
235	о которой	2	1
236	а для	2	1
237	сказать что	2	1
238	только как	1	1
239	не связанных	1	1
240	будет не	1	1
241	что угодно	1	1
242	одно из	5	1
243	и так	1	1
244	ценность в	1	1
245	он и	1	1
246	думает о	1	1
247	до предела	1	1
248	не для	1	1
249	у толстого	1	1
250	самое что	2	1
251	может служить	1	1
252	но он	1	1
253	у него	5	1
254	такое что	1	1
255	всего что	1	1
256	и эта	2	1
257	это в	1	1
258	к этому	1	1
259	что в	5	1
260	в таком	1	1
261	когда бы	1	1
262	все что	3	1
263	жизнь души	1	1
264	бы это	1	1
265	от которой	1	1
