N	4gram	Medvedev_F_2	Problema
1	не говоря уже о	1	4
2	не что иное как	1	3
3	и в этом случае	1	3
4	есть не что иное	1	3
5	один и тот же	1	2
6	только в том случае	1	2
7	можно было говорить о	1	2
8	только в связи с	1	2
9	то во всяком случае	1	2
10	в связи с этим	3	2
11	но тем не менее	1	1
12	мы имеем в виду	1	1
13	что бы то ни	1	1
14	в этом смысле и	1	1
15	и не может быть	2	1
16	но и в этом	2	1
17	в области гуманитарных наук	1	1
18	же в таком случае	1	1
19	не чем иным как	1	1
20	он не может быть	1	1
21	является не чем иным	1	1
22	в том или ином	1	1
23	сами по себе эти	2	1
24	может быть даже и	1	1
25	в том случае если	1	1
26	все более и более	1	1
27	что же это за	1	1
28	чтобы можно было говорить	1	1
29	во что бы то	1	1
30	то или иное значение	1	1
31	но и всякое вообще	1	1
32	бы то ни стало	1	1
33	и в то же	3	1
