N	3gram	Vygotskiy__2	Dialekti
1	и т д	2	15
2	по крайней мере	1	9
3	с точки зрения	10	8
4	это значит что	2	8
5	не потому что	1	6
6	в том что	17	6
7	потому что она	2	5
8	и та же	1	4
9	то или иное	1	4
10	одно и то	1	4
11	и то же	1	4
12	в связи с	1	4
13	одна и та	1	4
14	только то что	1	4
15	то же время	2	4
16	о том что	4	4
17	с другой стороны	2	4
18	в том смысле	1	4
19	и может быть	1	3
20	что иное как	1	3
21	том смысле что	1	3
22	в самом деле	11	3
23	принять во внимание	1	3
24	но потому что	1	3
25	в таком случае	1	3
26	сами по себе	3	3
27	как будто бы	1	3
28	в то же	2	3
29	то время как	2	3
30	сам по себе	4	3
31	не что иное	1	3
32	по себе не	1	3
33	ни в каком	2	3
34	не может быть	8	3
35	в то время	3	3
36	можно сказать что	1	3
37	не значит что	1	3
38	не в состоянии	1	2
39	крайней мере в	1	2
40	потому что он	1	2
41	более или менее	1	2
42	что это только	1	2
43	до сих пор	5	2
44	в зависимости от	1	2
45	и т п	8	2
46	и в частности	1	2
47	в данном случае	4	2
48	тем не менее	4	2
49	не могут быть	1	2
50	по себе так	1	2
51	во всяком случае	2	2
52	в каком случае	1	2
53	есть не что	1	2
54	от того что	1	2
55	само по себе	3	2
56	с самого начала	1	2
57	то же самое	6	2
58	том что она	3	1
59	точки зрения и	1	1
60	том что в	2	1
61	форму и показать	1	1
62	что и до	1	1
63	бросается в глаза	1	1
64	и то что	2	1
65	нуждается ни в	1	1
66	которые не могут	1	1
67	тех пор пока	1	1
68	только потому что	2	1
69	это то что	2	1
70	как только мы	2	1
71	то это значит	1	1
72	жизнь а не	1	1
73	это было бы	2	1
74	на самом деле	5	1
75	и даже не	1	1
76	подобно тому как	2	1
77	в этом смысле	1	1
78	в том и	2	1
79	а не по	1	1
80	о том как	1	1
81	есть по преимуществу	1	1
82	же как и	1	1
83	во что бы	1	1
84	не нуждается ни	1	1
85	что она есть	1	1
86	мы находим в	1	1
87	и не может	2	1
88	как равно и	1	1
89	трех измерений и	1	1
90	бы то ни	2	1
91	но и в	1	1
92	в этом отношении	5	1
93	того и другого	2	1
94	что не только	1	1
95	с тем чтобы	1	1
96	идет о вещах	1	1
97	точно так же	3	1
98	может быть даже	1	1
99	вместе с тем	1	1
100	не то что	1	1
101	что бы то	1	1
102	во внимание что	1	1
103	чтобы убедиться в	1	1
104	по самому существу	1	1
105	так же как	4	1
106	не в том	2	1
107	от смысла и	1	1
108	но и это	1	1
109	с одной стороны	1	1
110	в конце концов	3	1
111	и поэтому если	1	1
112	но при этом	1	1
113	в том как	1	1
114	то ни стало	1	1
115	по своему существу	1	1
116	т д мы	1	1
117	еще яснее это	1	1
118	т д с	1	1
119	приводит к тому	1	1
120	все более и	2	1
121	все же не	1	1
122	самого начала что	1	1
123	ни на что	1	1
124	самому существу своему	1	1
125	мы никогда не	1	1
126	только в очень	1	1
127	на что не	1	1
128	по себе и	1	1
129	и в том	2	1
130	и не очень	1	1
131	а не только	1	1
132	в свое время	1	1
133	жизни и в	1	1
134	друг с другом	1	1
135	того или иного	2	1
136	к искусству и	1	1
137	надо сказать что	2	1
138	между обеими сферами	1	1
139	по себе как	1	1
140	по сравнению с	2	1
141	же по себе	1	1
142	заключается в том	10	1
143	то что мы	1	1
144	не указывает ли	1	1
145	всего того что	1	1
146	на этом основании	1	1
147	притом так чтобы	1	1
148	связи с этим	1	1
149	к выводу что	1	1
150	что и в	3	1
151	того или другого	1	1
152	более и более	2	1
153	новой точки зрения	1	1
154	несмотря на все	3	1
155	каком случае не	1	1
156	и мы начинаем	1	1
157	том что все	1	1
158	за то что	1	1
159	до тех пор	1	1
160	может и не	1	1
161	которые могут быть	1	1
162	не только на	1	1
163	в другом случае	1	1
164	не зависит от	1	1
165	к тому что	2	1
166	на то как	2	1
167	внимание что под	1	1
168	то что они	1	1
169	поэзии и в	1	1
170	в эту область	1	1
171	том что он	3	1
172	нечего и говорить	1	1
173	во всех своих	1	1
174	новые и новые	1	1
175	по себе а	1	1
176	ли он в	1	1
177	она есть по	1	1
178	и все его	1	1
179	в жизни и	2	1
