N	2gram	Potebnia_M_1	Narrotol
1	не только	21	31
2	но и	20	27
3	и не	18	23
4	при этом	6	19
5	может быть	27	15
6	как и	9	13
7	а не	21	13
8	а в	5	13
9	в этом	15	12
10	только в	25	12
11	и в	39	11
12	в данном	1	11
13	тогда как	2	10
14	и его	5	10
15	такого рода	1	10
16	то есть	42	9
17	времени и	2	9
18	то что	10	9
19	то же	6	8
20	не может	22	8
21	в том	26	8
22	уже не	2	8
23	со стороны	8	8
24	но в	9	7
25	том что	16	7
26	если бы	14	7
27	у него	1	7
28	в самом	3	6
29	не в	15	6
30	в этой	3	6
31	в себе	13	6
32	не мог	3	6
33	к тому	4	6
34	одного из	2	6
35	во втором	5	6
36	в его	5	6
37	как бы	6	6
38	один из	1	6
39	или в	2	6
40	жизни и	2	6
41	и на	1	5
42	перед нами	1	5
43	так и	13	5
44	точки зрения	8	5
45	в своей	3	5
46	тем самым	4	5
47	потому что	52	5
48	на другой	1	5
49	столь же	3	5
50	то в	5	4
51	в первом	5	4
52	на себя	1	4
53	еще не	6	4
54	с его	1	4
55	но не	8	4
56	как в	10	4
57	все же	6	4
58	хотя и	3	4
59	из этих	4	4
60	в нем	20	4
61	в мире	3	4
62	из них	1	4
63	по себе	10	4
64	и тем	3	4
65	в одном	8	4
66	в то	4	4
67	не по	4	4
68	того чтобы	2	4
69	никогда не	4	4
70	в сознании	3	4
71	что на	6	4
72	в ней	7	4
73	так в	1	4
74	что у	1	4
75	о том	2	4
76	внимание на	1	4
77	же время	4	4
78	к нему	1	4
79	того что	8	4
80	для него	4	4
81	слова в	2	4
82	прежде всего	4	4
83	в речи	1	4
84	имеет место	2	4
85	и то	3	3
86	самом деле	1	3
87	едва ли	1	3
88	мы имеем	1	3
89	мы не	10	3
90	но как	3	3
91	в своем	3	3
92	и как	6	3
93	в целом	2	3
94	в нашем	1	3
95	он не	3	3
96	для того	3	3
97	подобно тому	3	3
98	и с	3	3
99	в глазах	3	3
100	это не	7	3
101	в жизни	3	3
102	в слове	8	3
103	не всегда	1	3
104	и ее	1	3
105	теперь как	1	3
106	стало быть	2	3
107	тем не	6	3
108	их в	1	3
109	однако в	4	3
110	не менее	6	3
111	как будто	2	3
112	этом отношении	1	3
113	у нас	2	3
114	начиная с	1	3
115	и о	2	3
116	но при	3	3
117	еще в	1	3
118	когда в	3	3
119	о нем	1	3
120	лишь в	1	3
121	между тем	5	3
122	или напротив	1	3
123	что он	1	3
124	по отношению	13	3
125	могло бы	3	3
126	может служить	1	3
127	не говорит	1	3
128	именно в	1	3
129	не было	4	3
130	тому как	4	3
131	быть не	4	3
132	в начале	2	3
133	но для	1	3
134	не существует	2	3
135	и все	3	3
136	жизни а	1	3
137	первом случае	1	3
138	отношению к	13	3
139	что в	22	3
140	переход от	1	2
141	тем же	2	2
142	в зависимости	1	2
143	язык как	7	2
144	и для	5	2
145	в сущности	2	2
146	не вполне	1	2
147	жизни как	1	2
148	ему в	1	2
149	зависимости от	1	2
150	и самого	1	2
151	столько же	3	2
152	в чем	1	2
153	как если	1	2
154	друг на	1	2
155	если в	1	2
156	что касается	1	2
157	сознания в	2	2
158	та же	1	2
159	в известном	1	2
160	лица и	2	2
161	роль в	1	2
162	на то	2	2
163	не могла	2	2
164	так сказать	2	2
165	ключ к	2	2
166	что одно	2	2
167	заключает в	2	2
168	одно и	1	2
169	не будет	2	2
170	а его	3	2
171	входит в	1	2
172	это было	1	2
173	для них	2	2
174	все равно	1	2
175	на друга	1	2
176	жизни но	1	2
177	для одного	1	2
178	и того	2	2
179	в этих	7	2
180	сих пор	1	2
181	она не	3	2
182	не имеет	5	2
183	дело в	2	2
184	не могло	3	2
185	ничего не	1	2
186	как она	3	2
187	связи с	3	2
188	оно не	3	2
189	как мы	2	2
190	значения и	1	2
191	с ее	2	2
192	свою очередь	4	2
193	здесь не	1	2
194	другой стороны	5	2
195	в произведении	1	2
196	с языком	2	2
197	этом месте	1	2
198	по мере	6	2
199	с ним	3	2
200	слово то	1	2
201	никак не	2	2
202	до сих	1	2
203	с другой	7	2
204	это была	1	2
205	нас в	1	2
206	и только	2	2
207	же в	2	2
208	с ними	1	2
209	дело с	1	2
210	сознания ни	1	2
211	всяком случае	1	2
212	себя в	1	2
213	только на	3	2
214	сами по	1	2
215	к ним	2	2
216	друг друга	5	2
217	мы можем	2	2
218	и даже	4	2
219	в области	1	2
220	в результате	1	2
