1	и не	16	31
2	и в	44	29
3	может быть	15	24
4	в его	9	24
5	в этом	21	22
6	а не	16	22
7	т е	15	21
8	как бы	4	19
9	в нем	5	19
10	точки зрения	11	19
11	для него	6	18
12	то что	18	15
13	не только	18	15
14	и его	8	14
15	то же	5	14
16	не как	1	14
17	но и	10	14
18	с точки	8	13
19	уже не	1	13
20	как и	9	12
21	не может	8	12
22	таким образом	7	12
23	в одном	1	10
24	только в	10	10
25	в самом	7	10
26	этом смысле	1	10
27	там где	5	10
28	в то	9	10
29	все эти	5	9
30	же время	4	9
31	с его	1	9
32	но не	3	9
33	все же	8	9
34	о нем	1	9
35	если бы	9	9
36	это не	8	9
37	что в	30	8
38	что он	10	8
39	в своей	6	8
40	по себе	1	8
41	потому что	6	8
42	до конца	1	8
43	отношению к	3	8
44	в том	36	8
45	в каждом	3	8
46	по отношению	3	8
47	в своем	2	8
48	входит в	1	7
49	а как	2	7
50	том что	29	7
51	но в	10	7
52	она не	2	7
53	вовсе не	19	7
54	в форме	1	7
55	за пределы	2	7
56	и на	1	7
57	а в	17	7
58	в себе	2	7
59	не в	12	7
60	прежде всего	7	7
61	так и	9	7
62	несмотря на	2	6
63	в одной	1	6
64	не могут	1	6
65	могут быть	5	6
66	что она	4	6
67	все это	5	6
68	и потому	2	6
69	в конце	3	6
70	как в	13	6
71	его в	2	6
72	к нему	2	6
73	как раз	4	6
74	так же	5	6
75	самом деле	11	6
76	был бы	1	6
77	в целом	5	6
78	точку зрения	3	6
79	так как	5	6
80	зависимости от	1	5
81	было бы	17	5
82	в сущности	2	5
83	перед нами	1	5
84	во всяком	6	5
85	конце концов	1	5
86	и о	1	5
87	в плане	1	5
88	он не	2	5
89	литературы о	1	5
90	и др	1	5
91	не становится	1	5
92	в зависимости	1	5
93	ничего не	2	5
94	и это	2	5
95	должна быть	3	5
96	более того	1	5
97	именно в	6	5
98	той же	5	5
99	еще не	3	5
100	но все	4	5
101	на самом	6	5
102	у него	2	5
103	между тем	3	5
104	с их	1	5
105	это и	4	5
106	в свете	1	4
107	в этой	11	4
108	от того	1	4
109	идет о	2	4
110	но у	1	4
111	они не	1	4
112	и для	3	4
113	превращается в	2	4
114	и самого	1	4
115	их в	2	4
116	не значит	3	4
117	были бы	1	4
118	даже в	3	4
119	как мы	1	4
120	тем что	5	4
121	стиля и	1	4
122	бы и	4	4
123	в основе	3	4
124	но эта	1	4
125	и с	3	4
126	что и	6	4
127	и т	30	4
128	что же	6	4
129	не было	4	4
130	что было	1	4
131	так чтобы	1	4
132	не на	1	4
133	но это	6	4
134	в процессе	1	4
135	в результате	3	4
136	должна была	4	4
137	является лишь	1	4
138	в своих	2	3
139	например в	8	3
140	как будто	4	3
141	но как	1	3
142	и до	1	3
143	я не	7	3
144	но с	3	3
145	сами по	1	3
146	сказать что	7	3
147	и понимания	1	3
148	литературе о	1	3
149	оно не	1	3
150	и у	2	3
151	в духе	1	3
152	одна из	1	3
153	критической литературе	1	3
154	ни в	3	3
155	никогда не	5	3
156	в уста	3	3
157	как к	3	3
158	бы в	1	3
159	целом ряде	1	3
160	как на	1	3
161	с другой	9	3
162	только у	2	3
163	он в	1	3
164	по существу	2	3
165	как их	1	3
166	все его	1	3
167	всяком случае	6	3
168	все в	2	3
169	не знает	2	3
170	отличается от	1	3
171	отношении к	1	3
172	б м	1	3
173	только то	1	3
174	в них	1	3
175	уже в	2	3
176	на него	2	3
177	время не	1	3
178	в плоскость	1	3
179	кроме того	1	3
180	и этим	1	3
181	этом отношении	7	3
182	в другой	1	3
183	т п	9	3
184	была бы	5	3
185	отношения к	2	3
186	на котором	1	3
187	другой стороны	7	3
188	далеко не	1	3
189	но именно	2	3
190	тому что	3	3
191	ни один	2	3
192	точек зрения	1	3
193	что оно	3	2
194	конечно не	2	2
195	однако в	1	2
196	ни одного	2	2
197	они ни	1	2
198	всей его	1	2
199	является не	4	2
200	одно из	2	2
201	но он	2	2
202	в которой	4	2
203	и вполне	3	2
204	его личного	1	2
205	к этим	1	2
206	так что	6	2
207	при этом	2	2
208	из которых	1	2
209	тем или	3	2
210	в истории	3	2
211	и есть	1	2
212	во что	1	2
213	является для	1	2
214	с собою	1	2
215	кажется что	3	2
216	как можно	2	2
217	во всей	1	2
218	жизни и	5	2
219	самое слово	1	2
220	и во	2	2
221	не о	1	2
222	отношение к	2	2
223	в сознании	2	2
224	него не	1	2
225	совпадает с	2	2
226	и могут	1	2
227	вопрос о	4	2
228	какой бы	1	2
229	не потому	1	2
230	для понимания	1	2
231	то ни	1	2
232	но они	1	2
233	в россии	4	2
234	и что	4	2
235	с этим	3	2
236	правда в	1	2
237	тут и	1	2
238	да ведь	2	2
239	момент его	1	2
240	и уже	2	2
241	он писал	1	2
242	е не	1	2
243	в критической	1	2
244	ведь это	1	2
245	себя самого	1	2
246	бы то	1	2
247	чем в	3	2
248	выйти за	1	2
249	в ней	3	2
250	лучшем случае	1	2
251	в котором	5	2
252	уже и	1	2
253	его и	1	2
254	данном случае	6	2
255	в первой	12	2
256	отсюда и	1	2
257	тот же	1	2
258	из его	1	2
259	до сих	7	2
260	совершенно неправильно	1	2
261	можно было	13	2
262	если б	1	2
263	хотя бы	6	2
264	в той	6	2
265	в данном	14	2
266	вывод из	1	2
267	него в	1	2
268	но эти	1	2
269	же и	4	2
270	на себя	1	2
271	и к	1	2
272	произведения в	2	2
273	и даже	5	2
274	для себя	3	2
275	на этот	3	2
276	именно на	1	2
277	критической литературы	2	2
278	конечно и	3	2
279	чтобы в	1	2
280	ни одной	2	2
281	всех этих	2	2
282	данного произведения	1	2
283	с этой	3	2
284	и сам	2	2
285	нечего сказать	1	2
286	нет ни	2	2
287	в отношении	9	2
288	сих пор	7	2
289	е в	2	2
290	как например	1	2
291	а потому	2	2
292	и от	1	2
293	не давая	1	2
294	нисколько не	2	2
295	и перед	2	2
296	на вопрос	4	2
297	в один	1	2
298	в настоящем	1	2
299	или же	2	2
300	слово в	1	2
301	в которых	5	2
302	поэтому в	3	2
303	ни был	1	2
304	этот вопрос	4	2
305	в лучшем	1	2
306	ни были	2	2
307	их и	1	1
308	с формой	1	1
309	почти не	1	1
310	не вытекает	1	1
311	едва ли	1	1
312	могло бы	2	1
313	то все	1	1
314	от этого	2	1
315	в ее	4	1
316	дело и	1	1
317	к своему	1	1
318	он делает	1	1
319	является в	1	1
320	словам в	2	1
321	самому и	1	1
322	это за	1	1
323	впечатление что	1	1
324	а то	2	1
325	что каждая	1	1
326	если и	1	1
327	другом случае	1	1
328	в статье	7	1
329	случае не	2	1
330	а именно	3	1
331	хотя и	1	1
332	системе как	1	1
333	бы оно	1	1
334	и их	2	1
335	этого в	1	1
336	показывает как	1	1
337	в основу	4	1
338	нет дело	1	1
339	а с	3	1
340	в тех	3	1
341	в идейном	1	1
342	что о	3	1
343	и входят	1	1
344	даже не	4	1
345	отметить что	2	1
346	вопрос в	3	1
347	на две	1	1
348	не трудно	3	1
349	другой и	1	1
350	одном из	1	1
351	смысле как	1	1
352	делает в	2	1
353	а только	1	1
354	не больше	1	1
355	каждом отдельном	1	1
356	ни стало	1	1
357	у каждого	1	1
358	это объясняется	2	1
359	то это	3	1
360	капитанской дочки	2	1
361	с одним	1	1
362	и говорит	1	1
363	а вовсе	1	1
364	не должны	1	1
365	именно такие	1	1
366	которой можно	2	1
367	что это	4	1
368	того чтобы	11	1
369	действительно не	1	1
370	бы это	2	1
371	о чем-то	1	1
372	по крайней	2	1
373	каждая из	1	1
374	в частности	4	1
375	нужно сказать	5	1
376	и так	3	1
377	заключается в	4	1
378	зрения как	1	1
379	и там	1	1
380	это стремление	1	1
381	того что	9	1
382	единственный способ	1	1
383	сойдутся и	1	1
384	показаться что	1	1
385	это в	4	1
386	время оно	1	1
387	не столько	1	1
388	и та	1	1
389	не существовало	1	1
390	иначе и	1	1
391	на эти	7	1
392	он эту	1	1
393	его не	1	1
394	к этому	1	1
395	что касается	3	1
396	пушкиным в	1	1
397	всегда и	1	1
398	убедиться в	2	1
399	для всей	1	1
400	мы имеем	2	1
401	не приходится	1	1
402	произведения не	1	1
403	но что	1	1
404	в свои	1	1
405	слова он	1	1
406	я бы	2	1
407	и лишена	1	1
408	случае и	1	1
409	бы быть	1	1
410	этом не	1	1
411	действительно является	1	1
412	этому пути	1	1
413	и опасностей	1	1
414	по всему	1	1
415	кто и	3	1
416	однако с	1	1
417	на который	2	1
418	во многом	1	1
419	и все	2	1
420	к сожалению	3	1
421	этого слова	2	1
422	и по	5	1
423	у нас	11	1
424	могла бы	1	1
425	место в	1	1
426	что мы	5	1
427	себе как	1	1
428	должны быть	3	1
429	и другое	1	1
430	что именно	1	1
431	она была	1	1
432	его личности	1	1
433	художественного произведения	1	1
434	и имеет	1	1
435	но вовсе	1	1
436	слов о	1	1
437	ведь в	1	1
438	в настоящее	1	1
439	не имеет	4	1
440	чтобы убедиться	1	1
441	и лишь	1	1
442	так то	1	1
443	к тому	1	1
444	во мне	1	1
445	к которому	4	1
446	к концу	2	1
447	и несколькими	1	1
448	для этого	2	1
449	если не	2	1
450	лиц и	1	1
451	к произведениям	1	1
452	в чужую	3	1
453	и другие	1	1
454	в качестве	4	1
455	на ее	1	1
456	статьи в	8	1
457	он должен	2	1
458	в случае	2	1
459	быть не	1	1
460	в первом	2	1
461	не все	3	1
462	этот термин	1	1
463	такой же	5	1
464	и стремление	1	1
465	было не	2	1
466	для них	1	1
467	того как	1	1
468	чуждо и	1	1
469	ведь если	2	1
470	сам в	2	1
471	только и	1	1
472	со стороны	6	1
473	совершенно не	5	1
474	все одинаково	1	1
475	человек является	1	1
476	в какой	3	1
477	во всех	8	1
478	его смерти	1	1
479	в таком	3	1
480	больше всего	1	1
481	о том	17	1
482	это было	1	1
483	иногда делает	1	1
484	которую он	1	1
485	лежит на	1	1
486	внутри одного	1	1
487	дело в	6	1
488	литература о	1	1
489	это очень	3	1
490	так называемого	1	1
491	в начале	3	1
492	слово как	1	1
493	что я	1	1
494	в других	2	1
495	образом в	1	1
496	и притом	1	1
497	у них	1	1
498	время как	2	1
499	от той	1	1
500	но только	1	1
501	видеть в	1	1
502	или совершенно	1	1
503	характерен для	1	1
504	себя в	1	1
505	себе в	1	1
506	что все	2	1
507	в области	14	1
508	целом это	1	1
509	вот это	1	1
510	но при	1	1
511	не его	1	1
512	из таких	1	1
513	на которой	2	1
514	же это	3	1
515	от всех	1	1
516	что у	4	1
517	при условии	1	1
518	тем же	3	1
519	вообще не	2	1
520	можно найти	2	1
521	нет это	2	1
522	одной из	1	1
523	нет и	1	1
524	является его	1	1
525	они являются	1	1
526	он является	1	1
527	он приводит	1	1
528	ни одно	1	1
529	вовсе еще	1	1
530	будто бы	3	1
531	если мы	1	1
532	он еще	1	1
533	вообще нет	1	1
534	лишь те	1	1
535	который в	1	1
536	в нашем	1	1
