N	2gram	Bakhtin_Fr_8	formyVre
1	и в	56	50
2	то есть	24	33
3	в романе	21	32
4	в этом	14	25
5	в нем	8	24
6	и его	12	16
7	в литературе	3	16
8	прежде всего	6	15
9	как мы	7	14
10	и не	9	14
11	в его	18	13
12	вовсе не	6	13
13	как раз	2	13
14	так и	13	12
15	человека и	2	11
16	то же	11	11
17	мы уже	10	11
18	таким образом	17	11
19	может быть	3	11
20	и как	2	10
21	но в	6	10
22	времени и	4	10
23	с его	5	9
24	все эти	15	9
25	роль в	5	9
26	не только	8	9
27	в то	12	9
28	же время	10	9
29	в том	13	9
30	в других	2	9
31	в особенности	4	9
32	и др	8	9
33	того же	1	8
34	и на	7	8
35	в самом	9	8
36	ни в	2	8
37	его жизни	2	8
38	но и	9	8
39	и их	8	8
40	как и	5	8
41	жизни и	1	8
42	так сказать	5	7
43	характер и	3	7
44	времени в	3	7
45	и во	2	7
46	не было	5	7
47	в условиях	5	7
48	например в	4	6
49	время в	3	6
50	во всех	8	6
51	как в	1	6
52	все же	2	6
53	лишь в	1	6
54	это не	2	6
55	в их	3	6
56	так как	4	6
57	с ее	5	6
58	в ее	6	6
59	связи с	6	6
60	у него	7	6
61	то что	3	6
62	в частности	7	6
63	не может	2	6
64	так же	2	6
65	в результате	5	6
66	и все	6	6
67	отношению к	1	5
68	и до	10	5
69	время как	1	5
70	еще не	10	5
71	но не	5	5
72	и речи	1	5
73	и у	1	5
74	не в	3	5
75	этот процесс	1	5
76	он не	5	5
77	всех этих	3	5
78	одного и	1	5
79	в основе	4	5
80	того чтобы	4	5
81	точки зрения	6	5
82	только и	1	5
83	могут быть	1	5
84	в пределах	5	5
85	в образе	3	5
86	если бы	2	5
87	романа в	2	5
88	до нас	1	5
89	в пространстве	1	5
90	для того	2	5
91	в связи	3	5
92	что в	5	5
93	и другие	5	5
94	и то	2	4
95	и это	1	4
96	конечно и	3	4
97	в ней	4	4
98	для других	1	4
99	в своем	3	4
100	конечно не	4	4
101	то время	2	4
102	но на	1	4
103	на площади	2	4
104	бытовой жизни	1	4
105	и с	8	4
106	в них	11	4
107	том что	8	4
108	в котором	2	4
109	исторического времени	1	4
110	здесь на	1	4
111	в процессе	5	4
112	не имеет	1	4
113	потому что	6	4
114	здесь не	1	4
115	только в	9	4
116	между этими	1	4
117	характерно что	2	4
118	и т.п	11	4
119	влияние на	1	4
120	до конца	11	4
121	на этой	1	4
122	нет ничего	1	4
123	в той	6	4
124	все это	8	4
125	между собой	1	4
126	кроме того	3	4
127	и для	2	4
128	романе и	1	4
129	том числе	3	4
130	по преимуществу	2	3
131	в какой-то	1	3
132	а как	1	3
133	всего того	1	3
134	мы не	2	3
135	большую роль	1	3
136	в сущности	8	3
137	в виду	1	3
138	значение и	2	3
139	по отношению	1	3
140	себе и	2	3
141	к концу	2	3
142	хотя и	2	3
143	романе не	1	3
144	в себе	4	3
145	и те	2	3
146	в определенном	1	3
147	при этом	4	3
148	вообще не	1	3
149	в основу	1	3
150	его в	2	3
151	и других	4	3
152	с другими	1	3
153	и дает	1	3
154	характер не	1	3
