N	3gram	Tiupa_Vved_1	Problema
1	по отношению к	7	19
2	не может быть	3	11
3	в отличие от	2	5
4	в высшей степени	2	5
5	и прежде всего	1	5
6	только по отношению	1	4
7	не входит в	1	4
8	в данном случае	6	4
9	с другой стороны	1	4
10	во всех его	1	4
11	в конечном счете	1	4
12	в противном случае	1	3
13	на самом деле	3	3
14	в этом смысле	1	3
15	можно было бы	2	3
16	в основе своей	1	3
17	может быть только	1	3
18	все то что	1	3
19	с одной стороны	5	3
20	как мы увидим	1	3
21	то же время	3	3
22	в том что	3	3
23	произведение в его	1	3
24	в то же	4	3
25	тем не менее	3	3
26	можно сказать что	1	2
27	как и для	1	2
28	имеет место в	1	2
29	то же самое	1	2
30	в том же	1	2
31	но и в	2	2
32	и в то	1	2
33	не только в	2	2
34	мы имеем дело	3	2
35	в их исторической	1	2
36	сказать и о	1	2
37	начало и конец	2	2
38	и тем самым	2	2
39	той или иной	2	2
40	в этом отношении	4	2
41	что иное как	1	1
42	хотя и не	1	1
43	отнюдь не в	1	1
44	моменты не входят	1	1
45	а не с	1	1
46	в свою очередь	4	1
47	все они служат	1	1
48	в этом последнем	1	1
49	подобно тому как	2	1
50	в настоящее время	1	1
51	о том как	1	1
52	одной стороны и	1	1
53	именно то что	1	1
54	до известной степени	1	1
55	сами по себе	1	1
56	которое может быть	1	1
57	вследствие того что	1	1
58	не было бы	1	1
59	по аналогии с	1	1
60	на то что	1	1
61	отнюдь не является	1	1
62	в значительной степени	1	1
63	не что иное	1	1
64	если бы мы	1	1
65	эти моменты не	1	1
66	в равной степени	1	1
67	и в этом	1	1
68	имеем дело с	2	1
69	в нашем случае	2	1
70	не в том	1	1
71	в связи с	1	1
72	в нем не	1	1
73	в этом направлении	1	1
74	в том как	1	1
75	а в том	1	1
76	могут быть только	1	1
77	отношение к тому	1	1
78	отнюдь не с	1	1
79	нам в нашем	1	1
80	первом случае мы	1	1
81	то есть в	1	1
82	и в самом	1	1
83	вовсе не о	1	1
84	но именно поэтому	1	1
85	в первом случае	1	1
86	как и в	2	1
87	дано нам в	1	1
88	они могут быть	1	1
