N	3gram	Bakhtin_Fr_1	Sovremen
1	с точки зрения	3	5
2	не может быть	1	4
3	друг с другом	1	2
4	во всяком случае	1	2
5	в отличие от	4	2
6	так как он	1	2
7	в настоящее время	1	2
8	в начале нашего	1	1
9	и может быть	1	1
10	в известном смысле	1	1
11	свобода по отношению	1	1
12	не могут быть	1	1
13	всяком случае не	1	1
14	случае не подлежит	1	1
15	в связи с	1	1
16	поэтому в дальнейшем	1	1
17	все более и	1	1
18	и пр но	1	1
19	можно наблюдать на	1	1
20	дело в том	2	1
21	по отношению к	1	1
22	на самом деле	2	1
23	и до сих	1	1
24	в новое время	3	1
25	что при таком	1	1
26	в свое время	2	1
27	до наших дней	1	1
28	в дальнейшем мы	1	1
29	и еще более	1	1
30	на две клетки	1	1
31	до сих пор	4	1
32	то же время	1	1
33	сами по себе	1	1
34	и по его	1	1
35	и в новое	1	1
36	прежде всего необходимо	1	1
37	более и более	1	1
38	и не может	1	1
39	в самом деле	1	1
40	той или иной	5	1
41	и прежде всего	3	1
42	но все же	2	1
43	раз подчеркнуть что	1	1
44	и ничего не	1	1
45	может быть только	1	1
46	в то же	1	1
47	это как бы	1	1
48	мы видим что	1	1
49	самом деле все	1	1
50	не подлежит никакому	1	1
51	стадии своего развития	1	1
52	в том что	6	1
53	на этой стадии	1	1
54	на этот вопрос	2	1
55	все эти три	1	1
56	еще раз подчеркнуть	1	1
57	подлежит никакому сомнению	1	1
58	с одной стороны	2	1
59	в заключение нужно	1	1
