N	3gram	Losev_Dial_1	FransuaR
1	в том что	7	6
2	в той или	1	5
3	той или иной	3	5
4	до сих пор	2	4
5	это уже не	1	3
6	с точки зрения	12	3
7	на самом же	1	3
8	в этом отношении	2	3
9	в новое время	1	3
10	самом же деле	1	3
11	дело в том	1	2
12	на самом деле	2	2
13	как раз и	1	2
14	друг в друга	1	2
15	и вовсе не	1	2
16	и в частности	2	2
17	с одной стороны	2	2
18	во всех этих	1	2
19	в разной степени	1	2
20	но все же	1	2
21	и ни на	1	2
22	можно сказать что	3	1
23	не стремится к	1	1
24	и может быть	1	1
25	находит его в	1	1
26	а между тем	1	1
27	потому что он	3	1
28	или хотя бы	2	1
29	в чем же	1	1
30	его жизни в	1	1
31	они никогда не	1	1
32	чистом виде но	1	1
33	в самом деле	1	1
34	и даже больше	2	1
35	и еще более	1	1
36	сами по себе	1	1
37	можно говорить о	1	1
38	на что не	2	1
39	но все это	2	1
40	нового времени почти	1	1
41	но от этого	1	1
42	и ничего не	1	1
43	то или иное	2	1
44	сказать что в	1	1
45	так как он	2	1
46	до известной степени	1	1
47	но это и	1	1
48	тех или иных	1	1
49	не потому что	1	1
50	и в них	1	1
51	но в то	1	1
52	в какой мере	1	1
53	между тем в	1	1
54	прежде всего необходимо	2	1
55	в связи с	1	1
56	ни на что	2	1
57	это конечно не	2	1
58	во всяком случае	2	1
59	это и не	1	1
60	с другой стороны	4	1
61	на деле же	2	1
62	не может быть	3	1
63	он находит его	1	1
64	то же время	4	1
65	в нем нет	3	1
66	которая характерна для	2	1
67	никогда не может	2	1
68	для того чтобы	1	1
69	друг от друга	1	1
70	беда в том	1	1
71	в то же	4	1
72	но это не	1	1
73	в отношении к	1	1
74	друг с другом	1	1
75	и в нем	2	1
76	уже вовсе не	1	1
77	к тому же	1	1
