N	2gram	Vygotskiy__2	VelikijI
1	во имя	1	32
2	и не	7	20
3	и в	15	16
4	так как	4	9
5	то что	20	9
6	в истории	6	8
7	что они	3	7
8	а не	3	7
9	и потому	1	7
10	человека и	3	6
11	не есть	1	6
12	но и	10	5
13	по пути	2	5
14	того что	17	5
15	все это	4	5
16	что есть	1	5
17	как бы	7	5
18	и есть	2	4
19	говорить о	2	4
20	в его	2	4
21	нет у	1	4
22	к личности	2	4
23	в этом	19	4
24	что он	12	4
25	потому что	7	4
26	в нем	1	4
27	так и	8	4
28	что все	4	4
29	что не	1	4
30	как и	6	4
31	что мы	9	4
32	в котором	2	4
33	в ней	1	4
34	и все	3	4
35	все что	5	4
36	от этого	2	3
37	и что	8	3
38	за то	2	3
39	хотя бы	4	3
40	то это	1	3
41	лишь в	3	3
42	в чем	1	3
43	с его	4	3
44	во всех	2	3
45	что и	2	3
46	в том	33	3
47	тот же	7	3
48	но в	6	3
49	бы и	3	3
50	по этому	6	3
51	все эти	3	3
52	его во	1	3
53	за ним	1	3
54	их в	4	3
55	в своей	4	3
56	и мы	2	3
57	в жизни	1	3
58	ни в	2	3
59	в них	4	3
60	должно быть	2	3
61	в этих	2	3
62	в первый	2	3
63	не в	8	3
64	к чему	2	3
65	тому что	1	3
66	но это	1	3
67	не имеет	4	3
68	никогда не	8	3
69	личности и	1	3
70	и для	2	3
71	к тому	7	3
72	что в	14	3
73	оно не	1	3
74	и это	3	2
75	того чтобы	12	2
76	и то	1	2
77	людей что	2	2
78	но мы	3	2
79	по которым	1	2
80	и сам	3	2
81	можно было	5	2
82	мы не	10	2
83	когда в	2	2
84	с ним	3	2
85	вместо того	1	2
86	под этим	2	2
87	и во	1	2
88	между тем	1	2
89	нет и	2	2
90	вслед за	1	2
91	которые не	2	2
92	его к	2	2
93	только в	4	2
94	в себя	2	2
95	конечно не	1	2
96	не только	15	2
97	раз навсегда	1	2
98	для него	3	2
99	земли и	1	2
100	не к	1	2
101	вот почему	3	2
102	тем что	2	2
103	на том	2	2
104	так не	1	2
105	это не	5	2
106	а с	4	2
107	прежде всего	4	2
108	для них	1	2
109	все равно	2	2
110	с тем	1	2
111	один из	1	2
112	для человека	2	2
113	для их	1	2
114	и тогда	2	2
115	более чем	1	2
116	что истина	1	2
117	этому пути	1	2
118	нет еще	1	2
119	не могут	2	2
120	является в	1	2
