N	4gram	Voloshinov_1	Problemy
1	в то же время	1	12
2	бы то ни было	3	4
3	но в то же	1	3
4	ни в чем не	1	2
5	в такой же степени	1	2
6	то же время не	1	2
7	но тем не менее	2	1
8	какой бы то ни	1	1
9	на самом же деле	1	1
10	один и тот же	1	1
11	по отношению к герою	1	1
12	и в этом смысле	1	1
13	не может быть и	2	1
14	в одном голосе двух	1	1
15	отношению к герою и	1	1
16	одно и то же	2	1
17	все более и более	1	1
18	и по отношению к	3	1
19	к слушателю и к	2	1
20	по отношению к слушателю	1	1
21	бы они ни были	1	1
