N	2gram	Medvedev_F_1	Hudozhes
1	и в	24	28
2	том что	1	19
3	в ее	8	18
4	и не	20	18
5	своего рода	1	16
6	в том	6	15
7	а не	10	14
8	в этом	15	13
9	не в	8	13
10	перед нами	1	11
11	не только	7	11
12	при этом	5	11
13	как и	11	11
14	в его	23	11
15	у нее	1	10
16	уже не	2	10
17	в себе	3	9
18	но и	7	9
19	так и	18	8
20	между тем	2	8
21	что он	3	8
22	себя в	1	8
23	в жизни	3	8
24	в душе	2	8
25	может быть	14	8
26	по отношению	4	7
27	тогда как	1	7
28	состоит в	1	7
29	в мире	4	7
30	к тому	3	7
31	в частности	4	7
32	как это	6	7
33	и все	6	7
34	с ним	2	7
35	жизни в	2	7
36	отношению к	4	7
37	в котором	1	6
38	то же	10	6
39	не было	3	6
40	и с	8	6
41	в своей	11	6
42	в то	9	6
43	если бы	4	6
44	сводится к	3	6
45	можно сказать	1	6
46	это не	2	6
47	а в	6	6
48	то что	8	6
49	жизни и	7	6
50	жизни как	1	5
51	с его	4	5
52	в этой	6	5
53	как в	8	5
54	в самом	5	5
55	не могла	2	5
56	в своем	11	5
57	не менее	11	5
58	у него	1	5
59	никогда не	4	5
60	ничего не	2	5
61	и его	10	5
62	она не	6	5
63	его жизни	1	5
64	только на	5	5
65	для него	3	5
66	художественного целого	2	5
67	наряду с	1	5
68	как бы	6	5
69	с ее	7	5
70	что в	4	5
71	и другие	1	5
72	а между	1	4
73	и т	12	4
74	но не	3	4
75	в художественном	3	4
76	то в	1	4
77	на наш	1	4
78	он не	3	4
79	и уже	1	4
80	тем не	1	4
81	для нее	1	4
82	тому что	1	4
83	же время	8	4
84	и сама	1	4
85	и о	1	4
86	того чтобы	1	4
87	вслед за	1	4
88	что они	1	4
89	только в	2	4
90	что и	2	4
91	как раз	2	4
92	не может	16	4
93	бы и	1	4
94	была бы	2	3
95	чтобы не	2	3
96	по преимуществу	1	3
97	едва ли	1	3
98	на себя	1	3
99	в ней	10	3
100	еще не	6	3
101	и на	8	3
102	для других	2	3
103	со стороны	5	3
104	и читатель	3	3
105	как он	1	3
106	в нем	14	3
107	мы уже	1	3
108	с другими	4	3
109	было бы	6	3
110	в это	1	3
111	в них	3	3
112	несмотря на	1	3
113	мы с	1	3
114	в этих	1	3
115	что было	2	3
116	как о	4	3
117	на него	2	3
118	и это	2	3
119	что у	1	3
120	к нему	1	3
121	одной из	2	3
122	и ее	10	3
123	с одной	4	3
124	для нас	1	3
125	в одном	2	3
126	что на	1	3
127	с другой	5	3
128	на ее	1	3
129	и тех	1	3
130	все время	2	3
131	а с	1	3
132	прежде всего	22	3
133	так же	4	3
134	одной стороны	4	3
135	все это	9	3
136	или в	1	3
137	на фоне	3	3
138	о себе	1	3
139	есть и	1	3
140	и состоит	1	3
141	по поводу	1	3
142	самом деле	6	3
143	же как	2	2
144	в первом	1	2
145	той же	1	2
146	а как	2	2
147	который в	1	2
148	не во	1	2
149	говорить о	1	2
150	а для	1	2
151	они были	2	2
152	на кого	2	2
153	тем как	1	2
154	если в	1	2
155	отношение к	3	2
156	без другого	1	2
157	все же	3	2
158	и к	4	2
159	но в	5	2
160	та же	1	2
161	в нашем	2	2
162	из этих	1	2
163	роли в	3	2
164	чего не	1	2
165	ей в	1	2
166	т д	8	2
167	не как	4	2
168	на этом	1	2
169	прежде чем	2	2
170	оно не	4	2
171	могла бы	2	2
172	не с	2	2
173	лишь в	8	2
174	его в	3	2
175	в душах	1	2
176	характер и	1	2
177	и тогда	1	2
178	со всей	3	2
179	место в	7	2
180	в г	1	2
181	внешним и	1	2
182	с точки	13	2
183	не столько	1	2
184	одна из	2	2
185	не по	3	2
186	только не	2	2
187	к ней	2	2
188	ему в	1	2
189	в основе	3	2
190	они и	1	2
191	в строгом	2	2
192	как мы	5	2
193	людей в	1	2
194	данном случае	1	2
195	приводит к	2	2
196	роль в	1	2
197	до сих	6	2
198	во второй	1	2
199	за этими	1	2
200	все те	1	2
201	жизни не	2	2
202	в другом	1	2
203	и просто	1	2
204	а также	1	2
205	того или	2	2
206	один из	3	2
207	здесь не	3	2
208	страх перед	1	2
209	именно на	1	2
210	ни одного	2	2
211	в виде	1	2
212	произведения не	1	2
213	его и	2	2
214	себе в	1	2
215	из них	1	2
216	т п	4	2
217	вовсе не	10	2
218	жизни на	1	2
219	сих пор	6	2
220	или иной	1	2
