N	2gram	Bakhtin_Fr_6	Freidism
1	таким образом	17	24
2	и не	3	23
3	не может	4	20
4	точки зрения	2	19
5	прежде всего	10	18
6	в этом	12	15
7	в его	7	15
8	с помощью	6	14
9	мы можем	1	13
10	может быть	2	13
11	и его	13	12
12	все эти	11	11
13	как и	7	11
14	с точки	2	11
15	как бы	7	11
16	то что	10	11
17	самом деле	4	10
18	но в	8	10
19	его в	1	10
20	с ним	4	10
21	как мы	12	10
22	так и	5	10
23	и потому	2	10
24	с его	5	9
25	во всех	17	9
26	по отношению	1	9
27	и в	41	9
28	то же	5	8
29	не только	10	8
30	он не	2	8
31	в своей	2	8
32	еще не	1	8
33	что он	6	8
34	только в	3	8
35	так как	10	8
36	все это	11	8
37	и все	9	8
38	отношению к	1	8
39	все что	4	8
40	в самом	10	7
41	мы уже	18	7
42	отношение к	1	7
43	и наконец	4	7
44	чувств и	1	7
45	ни в	1	7
46	мы видели	2	7
47	те же	3	7
48	к нему	3	7
49	один из	6	7
50	тот же	4	7
51	что же	1	7
52	сказать что	6	7
53	в ней	4	6
54	за пределы	2	6
55	так сказать	2	6
56	и с	16	6
57	на протяжении	1	6
58	точку зрения	1	6
59	того что	3	6
60	для него	1	6
61	вовсе не	7	6
62	никогда не	8	6
63	на самом	1	5
64	и на	9	5
65	он сам	3	5
66	в чем	3	5
67	и к	1	5
68	в этой	8	5
69	не в	4	5
70	в то	6	5
71	могут быть	1	5
72	в себя	1	5
73	для этого	2	5
74	можно сказать	1	5
75	для того	1	5
76	во внешнем	1	5
77	в большинстве	4	5
78	большинстве случаев	5	5
79	и прежде	2	5
80	а в	4	5
81	но и	13	5
82	связь с	1	5
83	с этим	3	5
84	что в	7	5
85	в зависимости	1	4
86	той же	5	4
87	связанных с	3	4
88	мы не	2	4
89	в которой	1	4
90	говорить о	2	4
91	зависимости от	1	4
92	но не	2	4
93	все же	4	4
94	не было	1	4
95	из этих	2	4
96	в пределах	1	4
97	в нем	16	4
98	всех этих	2	4
99	на этом	2	4
100	связанные с	1	4
101	при этом	3	4
102	об этом	1	4
103	с другими	3	4
104	в жизни	1	4
105	на основании	1	4
106	во время	9	4
107	не менее	1	4
108	в основе	4	4
109	же время	5	4
110	потому что	3	4
111	и для	3	4
112	если мы	2	4
113	того чтобы	4	4
114	данном случае	2	4
115	характер и	2	4
116	болезни и	1	4
117	и образы	2	4
118	с ними	1	4
119	конечно не	3	4
120	уже не	1	4
