N	3gram	Losev_Dial_3	DiskursI
1	в данном случае	1	6
2	в том что	3	6
3	то же время	1	5
4	как и в	3	5
5	в этом отношении	1	4
6	в то же	1	4
7	с одной стороны	3	4
8	не может быть	6	3
9	о том что	5	3
10	той или иной	2	3
11	одной стороны и	1	2
12	в этом мире	1	2
13	подобно тому как	4	2
14	с точки зрения	14	2
15	и не может	1	2
16	одно и то	2	2
17	содержит в себе	1	2
18	и то же	2	2
19	и как бы	1	2
20	и прежде всего	3	2
21	том что в	1	1
22	такой же мере	1	1
23	о мире как	1	1
24	потому что в	1	1
25	в самом деле	5	1
26	того или иного	2	1
27	с другой стороны	2	1
28	из двух или	2	1
29	и в то	1	1
30	друг на друга	1	1
31	жизни и смерти	1	1
32	бы то ни	1	1
33	имеем дело не	1	1
34	того и другого	1	1
35	этого термина он	1	1
36	или по крайней	1	1
37	что в них	1	1
38	еще не есть	1	1
39	и в частности	1	1
40	в применении к	1	1
41	его в центр	1	1
42	что ни один	1	1
43	в такой же	1	1
44	то ни было	1	1
45	говоря уже о	2	1
46	одно из двух	2	1
47	не могут быть	2	1
48	каждый из них	1	1
49	не в том	1	1
50	во всяком случае	2	1
51	и той же	1	1
52	в споре с	1	1
53	может и даже	1	1
54	ни в чем	1	1
55	с той или	1	1
56	в одном из	1	1
57	но все эти	1	1
58	в конечном счете	1	1
59	в этом заключается	1	1
60	не менее в	1	1
61	никак не могут	1	1
62	и здесь в	1	1
63	одной и той	1	1
64	возможна только в	1	1
65	тем не менее	10	1
66	по крайней мере	5	1
67	в себе не	1	1
68	речь идет о	1	1
69	не говоря уже	2	1
