N	3gram	Losev_Dial_2	Myslijsy
1	в том что	6	13
2	не может быть	3	9
3	тем не менее	2	6
4	и в этом	1	6
5	с другой стороны	4	5
6	но и в	1	4
7	не в том	1	4
8	субъекта и объекта	4	4
9	само по себе	2	4
10	в этом смысле	1	4
11	в том смысле	4	4
12	только тогда когда	4	4
13	и т д	15	4
14	мере того как	1	3
15	подобно тому как	1	3
16	по мере того	1	3
17	с точки зрения	8	3
18	с одной стороны	1	3
19	сама по себе	7	3
20	в том как	1	3
21	и в том	1	3
22	то же время	4	3
23	и как бы	1	3
24	с самого начала	2	3
25	что и в	1	3
26	не только в	2	3
27	в то же	3	3
28	все более и	1	2
29	и может быть	3	2
30	что иное как	3	2
31	только потому что	1	2
32	зависит от того	1	2
33	в таком виде	1	2
34	в том и	1	2
35	так что в	1	2
36	а потому что	1	2
37	в таком случае	3	2
38	бы то ни	1	2
39	что не только	1	2
40	по крайней мере	9	2
41	то и другое	1	2
42	к тому что	1	2
43	во внимание что	1	2
44	и при этом	1	2
45	не могут быть	2	2
46	в некотором смысле	1	2
47	не нуждается в	3	2
48	как бы ни	2	2
49	более и более	1	2
50	и т п	2	2
51	не что иное	3	2
52	не должны быть	1	1
53	человека но человек	1	1
54	но и все	1	1
55	несмотря на все	1	1
56	он не есть	1	1
57	несколько слов об	1	1
58	того что в	1	1
59	только в смысле	1	1
60	это было бы	1	1
61	не говоря уже	2	1
62	на самом деле	1	1
63	а не по	1	1
64	того или другого	1	1
65	с тех пор	2	1
66	одной стороны и	1	1
67	и не только	5	1
68	видно что в	1	1
69	при других обстоятельствах	1	1
70	говоря уже о	2	1
71	и то и	1	1
72	сам по себе	3	1
73	сами по себе	3	1
74	в этих последних	1	1
75	по себе и	1	1
76	не потому что	6	1
77	сказать несколько слов	1	1
78	только то что	4	1
79	в этом отношении	1	1
80	том что именно	1	1
81	до сих пор	2	1
82	что в нем	2	1
83	но это не	2	1
84	наука и искусство	1	1
85	может быть только	2	1
86	может быть без	1	1
87	и что не	1	1
88	не в состоянии	2	1
89	что бы то	1	1
90	более или менее	2	1
91	чтобы убедиться в	1	1
92	и то не	1	1
93	так же как	1	1
94	от того что	2	1
95	если скажем что	1	1
96	заключается в том	1	1
97	на задний план	1	1
98	в связи с	4	1
99	не зависит от	1	1
100	в голову что	1	1
101	но при этом	1	1
102	то ни стало	1	1
103	в собственном значении	1	1
104	во что бы	1	1
105	хотя в сущности	1	1
106	или по крайней	2	1
107	и в этой	1	1
108	от души и	1	1
109	что в одном	1	1
110	потому что она	5	1
111	да и самое	1	1
112	от того будет	1	1
113	и чувства и	1	1
114	стало быть если	1	1
115	во всяком случае	2	1
116	того будет ли	1	1
117	и независимо от	1	1
118	именно в том	1	1
119	что несмотря на	1	1
120	не только потому	1	1
121	по себе не	3	1
122	т д не	2	1
123	совмещает в себе	1	1
124	как и всякая	1	1
125	по себе а	1	1
126	то не только	1	1
127	д и т	2	1
128	том смысле что	3	1
129	в то время	3	1
130	то что мы	1	1
131	имея в виду	1	1
132	это значит что	8	1
133	в одно время	2	1
134	нельзя сказать чтобы	1	1
135	на этом основании	1	1
136	о том что	4	1
137	тем и другим	1	1
138	вопрос о том	1	1
139	не менее в	1	1
140	но все же	1	1
141	том что все	1	1
142	которые могут быть	1	1
143	времени и пространства	2	1
144	так как и	2	1
145	это нисколько не	1	1
146	с нею в	2	1
147	тогда когда есть	1	1
148	в себе ни	1	1
149	она не может	1	1
150	точно так же	1	1
151	действительно существуют и	1	1
152	т д в	1	1
