N	2gram	Tiupa_Narr_2	KFilosof
1	может быть	10	43
2	в его	6	39
3	в нем	5	31
4	не может	8	27
5	в бытии	2	26
6	и не	14	26
7	по отношению	5	25
8	и в	13	22
9	в себе	8	21
10	в котором	5	21
11	отношению к	5	21
12	и его	3	17
13	в ее	4	17
14	а не	17	17
15	только в	11	16
16	в этом	13	13
17	точки зрения	5	13
18	но не	3	12
19	ни в	1	12
20	для него	4	12
21	все эти	3	11
22	в своей	4	11
23	не в	8	11
24	к нему	1	11
25	во всех	1	10
26	в едином	1	10
27	в своем	6	10
28	это не	3	10
29	с точки	2	10
30	от себя	1	10
31	все это	1	10
32	в целом	3	9
33	для нее	1	9
34	и единственном	1	9
35	но и	15	9
36	как бы	6	9
37	и для	3	9
38	и все	4	9
39	было бы	2	8
40	мир в	1	8
41	если бы	4	8
42	со стороны	6	8
43	жизни и	4	8
44	то что	8	7
45	в себя	4	7
46	и здесь	2	7
47	что и	2	7
48	себя в	2	7
49	вовсе не	2	7
50	быть только	1	7
51	я не	5	6
52	только изнутри	1	6
53	отношение к	1	6
54	отнюдь не	4	6
55	мира в	4	6
56	он не	5	6
57	в мире	4	6
58	этот момент	1	6
59	уже не	4	6
60	и их	1	6
61	отвлечении от	1	6
62	единственной жизни	1	6
63	но это	2	6
64	в том	14	6
65	в отвлечении	1	5
66	мир где	1	5
67	от своей	1	5
68	мы имеем	3	5
69	все же	6	5
70	действительного мира	1	5
71	но в	6	5
72	не только	26	5
73	то же	4	5
74	как и	4	5
75	должно быть	1	5
76	что я	3	5
77	от его	2	5
78	не имеет	2	5
79	никогда не	6	5
80	в событии	1	5
81	для себя	3	5
82	с ним	4	5
83	именно в	2	5
84	бытия в	2	5
85	его как	1	5
86	в основе	1	5
87	хотя бы	2	5
88	жизни в	6	5
89	не знает	1	5
90	быть в	1	4
91	в чем	2	4
92	это мир	1	4
93	при этом	14	4
94	здесь мы	1	4
95	входит в	1	4
96	место в	5	4
97	тем самым	5	4
98	не по	1	4
99	чем не	1	4
100	о нем	3	4
101	в каком	1	4
102	в категориях	2	4
103	с ними	3	4
104	и т.д	4	4
105	моей жизни	2	4
106	времени и	4	4
107	мира и	3	4
108	между тем	3	4
109	во всей	1	4
110	но изнутри	1	4
111	могло бы	2	4
112	в одном	1	4
113	том что	13	4
114	для нас	2	4
115	а в	9	4
116	что в	4	4
117	в своих	2	4
118	самом деле	3	3
119	на самом	2	3
120	из его	1	3
121	должна быть	2	3
122	для которого	1	3
123	мы не	2	3
124	что это	4	3
125	в ней	2	3
126	еще не	2	3
127	не могу	2	3
128	события в	1	3
129	себе и	2	3
130	в акте	1	3
131	данный момент	1	3
132	для которой	1	3
133	бы и	1	3
134	бы не	1	3
135	прошлое и	1	3
136	для того	1	3
137	из него	1	3
138	людей и	1	3
139	ее жизни	1	3
140	в другом	4	3
141	себя не	2	3
142	этом смысле	1	3
143	не менее	4	3
144	мира не	2	3
145	в единство	1	3
146	где он	1	3
147	ничего не	6	3
148	в некотором	1	3
149	меня в	1	3
150	здесь не	2	3
151	ясно что	1	3
152	здесь нет	1	3
153	в виду	1	3
