N	4gram	Losev_Prob_2	Psycholo
1	в то время как	1	5
2	одной и той же	2	3
3	заключается в том что	2	3
4	несмотря на то что	1	2
5	ни в какой мере	1	2
6	и тем не менее	1	1
7	для нас не существует	1	1
8	с одной стороны и	3	1
9	вопрос о том что	1	1
10	в таком случае в	1	1
11	в том числе и	2	1
12	остается одной и той	1	1
13	в какой мере не	1	1
14	один и тот же	2	1
15	которых мы не можем	1	1
16	но в таком случае	3	1
17	только в том случае	2	1
18	и тот же предмет	1	1
19	в том или ином	1	1
20	не что иное как	3	1
21	точно так же и	1	1
22	если мы скажем что	3	1
23	в том случае если	1	1
24	все больше и больше	1	1
25	так же как и	1	1
26	во всяком случае так	1	1
27	в том случае когда	1	1
28	о том что и	1	1
29	одним и тем же	1	1
