N	2gram	Nazirov_Tv_2	Narrotol
1	не только	13	31
2	но и	8	27
3	и не	9	23
4	при этом	8	19
5	может быть	8	15
6	в частности	2	14
7	как и	6	13
8	в тексте	1	13
9	а не	6	13
10	а в	4	13
11	в этом	8	12
12	только в	2	12
13	и в	20	11
14	тогда как	3	10
15	своего рода	3	10
16	и его	9	10
17	такого рода	1	10
18	то есть	5	9
19	то что	3	9
20	то же	7	8
21	представляет собой	1	8
22	не может	7	8
23	в том	8	8
24	уже не	3	8
25	со стороны	1	8
26	в рассказе	3	8
27	но в	4	7
28	том что	4	7
29	если бы	4	7
30	у него	6	7
31	и он	2	6
32	в самом	3	6
33	не в	4	6
34	в этой	5	6
35	в себе	3	6
36	тому же	2	6
37	об этом	4	6
38	не мог	1	6
39	к тому	1	6
40	у чехова	1	6
41	одного из	1	6
42	в его	10	6
43	как бы	11	6
44	один из	3	6
45	как раз	1	6
46	и на	5	5
47	той или	1	5
48	как правило	2	5
49	перед нами	1	5
50	так и	6	5
51	в своей	6	5
52	тем самым	4	5
53	потому что	7	5
54	на другой	1	5
55	точка зрения	2	5
56	действующих лиц	2	5
57	в соответствии	4	5
58	столь же	1	5
59	то в	1	4
60	в первом	1	4
61	на себя	1	4
62	еще не	5	4
63	истории в	1	4
64	с его	1	4
65	но не	5	4
66	как в	4	4
67	все же	5	4
68	хотя и	4	4
69	из этих	1	4
70	в нем	3	4
71	в принципе	4	4
72	в мире	5	4
73	из них	2	4
74	по себе	1	4
75	соответствии с	4	4
76	в одном	2	4
77	вплоть до	1	4
78	в то	10	4
79	одна из	3	4
80	никогда не	11	4
81	в сознании	1	4
82	что на	2	4
83	к себе	1	4
84	так в	2	4
85	что у	4	4
86	о том	5	4
87	же время	7	4
88	а во	2	4
89	в литературе	2	4
90	для него	3	4
91	у нее	3	4
92	или иной	1	4
93	прежде всего	8	4
94	в речи	1	4
95	как известно	2	3
96	речь идет	1	3
97	самом деле	2	3
98	едва ли	2	3
99	мы не	4	3
100	он сам	3	3
101	но как	1	3
102	в противовес	1	3
103	другой день	1	3
104	и как	1	3
105	в целом	6	3
106	он не	3	3
107	и с	8	3
108	в глазах	1	3
109	это не	7	3
110	в жизни	1	3
111	в современной	1	3
112	в ходе	1	3
113	и ее	2	3
114	их в	2	3
115	однако в	1	3
116	не менее	2	3
117	в русской	2	3
118	как будто	1	3
119	у нас	2	3
120	начиная с	2	3
121	истории не	1	3
122	и о	1	3
123	но при	1	3
124	о воскресении	1	3
125	еще в	1	3
126	когда в	1	3
127	сводится к	2	3
128	о нем	1	3
129	лишь в	1	3
130	в конечном	1	3
131	между тем	3	3
132	что он	6	3
133	по отношению	3	3
134	может служить	2	3
135	не говорит	1	3
136	представляют собой	1	3
137	именно в	6	3
138	при всей	1	3
139	не было	2	3
140	как это	1	3
141	главного героя	3	3
142	в начале	3	3
143	это уже	2	3
144	не является	3	3
145	в поле	1	3
146	отношению к	3	3
147	героя в	4	3
148	что в	7	3
149	а о	1	2
150	в сфере	1	2
151	и через	3	2
152	переход от	1	2
153	и для	1	2
154	не вполне	1	2
155	жизни как	1	2
156	более не	2	2
157	между собой	1	2
158	в чем	4	2
159	действующее лицо	1	2
160	если в	1	2
161	в наиболее	1	2
162	отличие от	2	2
163	отнюдь не	4	2
164	в известном	1	2
165	роль в	2	2
166	на то	1	2
167	в случае	1	2
168	героя к	1	2
169	так сказать	2	2
170	о смерти	1	2
171	и еще	2	2
172	и вот	1	2
173	человека в	3	2
174	говорил о	1	2
175	а по	1	2
176	а его	1	2
177	входит в	1	2
178	для них	1	2
179	тот самый	1	2
180	жизни но	1	2
181	и тогда	2	2
182	в этих	1	2
183	в отличие	2	2
184	сих пор	3	2
185	войне и	1	2
186	у тургенева	2	2
187	из нас	2	2
188	она не	1	2
189	в обоих	1	2
190	не имеет	1	2
191	дело в	1	2
192	казалось бы	3	2
193	ничего не	4	2
194	как она	1	2
195	и мире	1	2
196	и является	1	2
197	связи с	1	2
198	к жизни	2	2
199	не столь	1	2
200	ни о	1	2
201	ли не	2	2
202	как мы	1	2
203	у себя	1	2
204	свою очередь	1	2
205	другой стороны	2	2
206	по сути	3	2
207	в пределах	1	2
208	особенно в	2	2
209	она была	1	2
210	по мере	1	2
211	с ним	3	2
212	за пределами	1	2
213	до сих	3	2
214	с другой	2	2
215	и только	2	2
216	не сводится	1	2
217	от этих	1	2
218	известном смысле	1	2
219	с ними	2	2
220	всяком случае	2	2
221	который в	1	2
222	себя в	2	2
223	и внутреннего	1	2
224	его и	2	2
225	сами по	1	2
226	в конце	6	2
227	не о	1	2
228	друг друга	2	2
229	за человек	1	2
230	и даже	5	2
231	в области	1	2
232	о своей	1	2
233	в результате	1	2
234	как у	3	2
235	что не	3	2
236	героя и	2	2
237	зависит от	2	2
238	оснований для	1	2
239	если не	4	2
240	вместе с	3	2
241	в первой	2	2
242	текста как	1	2
243	мыслится как	1	2
244	х гг	2	2
245	в связи	1	2
246	и от	4	2
247	в году	16	2
248	но зато	3	2
249	жизни в	3	2
250	персонажа и	1	2
251	в романе	15	2
252	между ними	1	2
253	сказать что	1	2
254	в свою	1	2
255	по причине	2	2
256	в таком	3	2
257	во всяком	2	2
258	если б	1	1
259	и т	13	1
260	одним из	3	1
261	же как	3	1
262	не видим	1	1
263	не остается	1	1
264	отметим что	1	1
265	не имел	1	1
266	связи между	1	1
267	лишь из	1	1
268	только потому	1	1
269	в стороне	2	1
270	это и	1	1
271	опираясь на	2	1
272	европейской литературной	1	1
273	и есть	2	1
274	и до	1	1
