N	3gram	Propp_Isto_4	FransuaR
1	в том числе	1	10
2	в средние века	2	4
3	до сих пор	5	4
4	и др в	1	2
5	средних веков и	1	2
6	и в других	1	2
7	но и в	1	2
8	на этот вопрос	2	2
9	в основе своей	1	2
10	видеть в нем	1	2
11	в узком смысле	1	2
12	его связь с	1	2
13	главным образом на	1	2
14	во всех этих	1	2
15	этот вопрос мы	1	2
16	вовсе не в	1	2
17	так и в	2	2
18	но все же	4	2
19	в большинстве случаев	1	2
20	можно сказать что	1	1
21	и может быть	1	1
22	народов в том	1	1
23	потому что он	1	1
24	и связанные с	1	1
25	средние века в	1	1
26	говорит об этом	2	1
27	могут быть определены	1	1
28	и он всегда	1	1
29	и не только	1	1
30	но для нас	1	1
31	на тех же	1	1
32	и не может	1	1
33	на котором теперь	1	1
34	но этот же	1	1
35	может быть только	1	1
36	так как он	2	1
37	не потому что	1	1
38	в меньшей степени	1	1
39	и в большинстве	1	1
40	такие выражения как	1	1
41	не могут быть	1	1
42	так и с	1	1
43	в связи с	2	1
44	был связан с	1	1
45	в наши задачи	1	1
46	с другой стороны	4	1
47	не может быть	4	1
48	свою связь с	1	1
49	связанные с ними	1	1
50	вдруг превращается в	1	1
51	быть определены как	1	1
52	мы имеем в	2	1
53	мы видим что	1	1
54	из них не	1	1
55	не только в	2	1
