N	2gram	Vygotskiy__1	Narrotol
1	не только	16	32
2	может быть	14	25
3	но и	14	23
4	в качестве	9	21
5	и не	9	20
6	и в	23	19
7	в том	24	18
8	в этом	17	17
9	не в	4	14
10	в частности	2	14
11	том что	21	14
12	состоит в	1	13
13	представляет собой	11	12
14	а не	3	12
15	то что	17	11
16	а в	2	11
17	точки зрения	26	10
18	не может	12	10
19	при этом	4	9
20	так и	5	9
21	в его	14	9
22	со стороны	1	9
23	в себе	6	8
24	с другой	10	8
25	не является	9	8
26	еще не	1	7
27	по отношению	7	7
28	как в	4	7
29	все же	3	7
30	как и	14	7
31	к тому	4	7
32	и т.д	5	7
33	а также	1	7
34	с одной	8	7
35	одной стороны	9	7
36	такого рода	1	7
37	ни для	1	7
38	с его	4	6
39	но не	4	6
40	то в	1	6
41	на протяжении	1	6
42	тем самым	5	6
43	о том	6	6
44	что он	7	6
45	именно в	6	6
46	как это	2	6
47	отношению к	7	6
48	иначе говоря	2	6
49	том числе	1	6
50	но в	5	6
51	между двумя	2	5
52	отличие от	1	5
53	отнюдь не	1	5
54	и как	5	5
55	уже не	2	5
56	в этой	7	5
57	в отличие	1	5
58	по себе	5	5
59	в основе	8	5
60	и его	6	5
61	нуждается в	2	5
62	в форме	1	5
63	или иной	1	5
64	в данном	2	5
65	можно сказать	5	5
66	речь идет	2	4
67	переход от	1	4
68	данном случае	2	4
69	то же	8	4
70	из которых	3	4
71	перед нами	5	4
72	за собой	2	4
73	в нем	1	4
74	в принципе	1	4
75	в силу	6	4
76	но все	2	4
77	и с	9	4
78	было бы	4	4
79	и тем	6	4
80	не мог	1	4
81	точку зрения	2	4
82	связи с	3	4
83	числе и	1	4
84	той или	1	4
85	не столько	4	4
86	одного из	3	4
87	же время	2	4
88	вслед за	2	4
89	только в	6	4
90	хотя бы	4	4
91	у него	1	4
92	что не	1	4
93	прежде всего	10	4
94	если не	3	4
95	как бы	11	4
96	отличается от	1	4
97	одной из	1	4
98	сказать что	11	4
99	другой стороны	9	4
100	в первом	2	3
101	же как	6	3
102	в сущности	6	3
103	жизни как	1	3
104	в ней	1	3
105	и на	8	3
106	может не	3	3
107	в ее	2	3
108	значении этого	1	3
109	что они	3	3
110	как говорит	2	3
111	хотя и	2	3
112	когда он	2	3
113	что это	3	3
114	уже в	3	3
115	из этих	3	3
116	он не	5	3
117	который по	2	3
118	ни в	4	3
119	тем не	1	3
120	не менее	1	3
121	в то	7	3
122	тем что	6	3
123	на него	2	3
124	никогда не	2	3
125	по своей	5	3
126	этом отношении	4	3
127	могут быть	3	3
128	как мы	5	3
129	с ее	1	3
130	свою очередь	3	3
131	не с	2	3
132	столь же	6	3
133	в конечном	1	3
134	между тем	9	3
135	а именно	1	3
136	один из	2	3
137	из них	1	3
138	и даже	2	3
139	в свою	4	3
140	а с	4	3
141	на будущее	1	3
142	как будто	1	3
143	высказывания и	1	3
144	не существует	1	3
145	что в	14	3
146	жизни и	2	3
147	как известно	3	2
148	отношения к	3	2
149	одним из	1	2
150	например в	1	2
151	и потому	2	2
152	самом деле	3	2
153	идет о	2	2
154	и до	2	2
155	который в	3	2
156	говорить о	2	2
157	между собой	5	2
158	во внешнем	1	2
159	не то	1	2
160	независимо от	6	2
161	что именно	3	2
162	как к	1	2
163	в своем	3	2
164	основные свойства	3	2
165	что касается	1	2
166	в полном	1	2
167	в противоположность	2	2
168	или иную	1	2
169	все эти	4	2
170	всей своей	1	2
171	в известном	2	2
172	всей его	3	2
173	та же	1	2
174	с чем	1	2
175	ключ к	2	2
176	постольку поскольку	1	2
177	значительной степени	2	2
178	но без	1	2
179	все их	1	2
180	это не	1	2
181	в самую	1	2
182	несмотря на	2	2
183	обозначить как	1	2
184	на первый	2	2
185	и сейчас	1	2
186	с точки	18	2
187	процесса и	1	2
188	даже в	2	2
189	вплоть до	1	2
190	она не	3	2
191	чтобы стать	1	2
192	не могло	3	2
193	не имеет	2	2
194	ничего не	3	2
195	поскольку оно	1	2
196	как раз	4	2
197	когда мы	1	2
198	оно не	1	2
199	говоря словами	3	2
200	приходит к	3	2
201	происходит и	1	2
202	на другой	1	2
203	языка и	1	2
204	в собственном	5	2
205	приводит к	4	2
206	что у	2	2
207	можно было	3	2
208	или в	1	2
209	во второй	1	2
210	всей вероятности	1	2
211	в значительной	2	2
212	он прямо	1	2
213	во всей	4	2
214	от всех	3	2
215	известном смысле	2	2
216	всех его	1	2
217	и ее	7	2
218	по выражению	1	2
219	конечном счете	1	2
220	ту или	2	2
221	одно из	2	2
222	для него	2	2
223	или даже	2	2
224	представляют собой	2	2
225	одну из	4	2
226	по всей	2	2
227	и др	1	2
228	не было	1	2
229	поведения в	1	2
230	не на	1	2
231	зависит от	1	2
232	как ни	1	2
233	наконец в	2	2
234	о чем	2	2
235	в область	1	2
236	наряду с	1	2
237	тому как	1	2
238	по существу	4	2
239	что мы	5	2
240	что нет	1	2
241	и для	1	2
242	в результате	4	2
243	которая в	2	2
244	в двух	2	2
245	и все	5	2
246	тем более	5	2
247	прошлого и	1	2
248	хотя в	1	2
249	все то	1	2
250	между ними	2	2
251	совершенно не	1	2
252	этого слова	4	2
253	в какой	5	2
254	включает в	1	2
255	так же	16	2
256	в таком	1	2
257	точно так	1	2
258	этой точки	1	2
259	жизни присущие	1	1
260	он стоит	1	1
261	также и	1	1
262	целое на	2	1
263	наших дней	1	1
264	на самом	1	1
265	он может	2	1
266	показаться что	1	1
267	опираясь на	1	1
268	это игра	1	1
269	чего не	1	1
270	на две	3	1
271	и больше	1	1
272	внутренней речью	1	1
273	едва ли	2	1
274	действительности и	1	1
275	с таким	3	1
276	по его	1	1
277	существенно иные	1	1
278	есть не	2	1
279	им самим	1	1
280	связаны между	1	1
281	только благодаря	1	1
282	он как	2	1
283	биологического анализа	2	1
284	совпадает с	1	1
285	в какой-либо	1	1
286	в изложении	2	1
287	которое не	2	1
288	в некотором	1	1
289	мы и	3	1
290	и со	1	1
291	в целом	20	1
292	как не	1	1
293	что существует	1	1
294	последней в	1	1
295	быть осуществлено	1	1
296	сам по	3	1
297	к своему	1	1
298	на другом	1	1
299	разумеется не	1	1
300	столько же	1	1
301	целое и	2	1
302	глава первая	1	1
303	к ее	1	1
304	нам представляется	1	1
305	в различных	1	1
306	в чем	4	1
307	во всех	3	1
308	по своему	1	1
309	и главное	1	1
310	могло быть	1	1
311	и который	3	1
312	видит в	1	1
313	мы будем	1	1
314	не входит	1	1
315	перед глазами	1	1
316	друг от	3	1
317	этого единства	1	1
318	один и	1	1
319	утверждает в	1	1
320	и рассуждения	1	1
321	речи именно	2	1
322	является настоящей	1	1
323	это одно	1	1
324	исследований в	2	1
325	что как	2	1
326	различных сферах	1	1
327	всеми основными	1	1
328	и мышлении	1	1
329	сознания в	2	1
330	могли бы	6	1
331	и наконец	2	1
332	и к	4	1
333	в действительности	1	1
334	от этого	2	1
335	в самом	7	1
336	проблем в	2	1
337	монолог в	1	1
338	не оставляет	1	1
339	тоже не	1	1
340	продукт анализа	1	1
341	речи но	3	1
342	всем его	1	1
343	самым существенным	3	1
344	в мышлении	1	1
345	имеет для	1	1
346	но на	1	1
347	неразложимыми живыми	1	1
348	на его	1	1
349	он ни	1	1
350	это явление	1	1
351	различные формы	2	1
352	в первую	3	1
353	клетка сохраняющая	1	1
354	внутренней речи	9	1
355	отношений между	4	1
356	том чтобы	3	1
357	факт который	1	1
358	новое и	1	1
