N	2gram	Vinokur_Vv_1	Myshleni
1	и речи	1	38
2	точки зрения	7	26
3	таким образом	19	26
4	в том	31	24
5	и в	27	23
6	том что	26	21
7	в целом	5	20
8	с точки	2	18
9	в этом	34	17
10	того чтобы	21	17
11	то что	17	17
12	не только	21	16
13	так же	3	16
14	говорит он	2	15
15	того что	12	15
16	для того	21	15
17	как и	5	14
18	может быть	24	14
19	но и	5	14
20	в его	10	14
21	что в	11	14
22	с помощью	1	13
23	не может	13	12
24	об отношении	2	12
25	представляет собой	12	11
26	сказать что	5	11
27	как бы	5	11
28	в отношении	2	10
29	с другой	8	10
30	прежде всего	8	10
31	и с	2	9
32	между тем	8	9
33	в качестве	7	9
34	одной стороны	4	9
35	другой стороны	5	9
36	вместе с	6	9
37	и не	13	9
38	то же	8	8
39	заключается в	4	8
40	в ходе	1	8
41	самого начала	1	8
42	с самого	1	8
43	и на	3	8
44	с одной	4	8
45	мы не	2	7
46	вопрос о	8	7
47	по отношению	4	7
48	как уже	2	7
49	в самом	12	7
50	в этой	3	7
51	в другом	3	7
52	с тем	6	7
53	в то	5	7
54	и ее	4	7
55	так как	13	7
56	что он	4	7
57	отношению к	4	7
58	же как	3	6
59	в сущности	3	6
60	все это	6	6
61	к слову	1	6
62	независимо от	3	6
63	с этим	2	6
64	в себе	4	6
65	в силу	3	6
66	лишь в	1	6
67	уже сказано	1	6
68	и тем	5	6
69	с этой	4	6
70	по сравнению	3	6
71	мысли и	2	6
72	и его	5	6
73	другом месте	2	6
74	о том	15	6
75	исследования и	2	6
76	связь между	4	6
77	все время	1	6
78	только в	13	6
79	вопрос об	1	6
80	мы можем	2	6
81	тем что	6	6
82	от того	3	6
83	именно в	8	6
84	потому что	14	6
85	собственном смысле	2	5
86	сравнению с	3	5
87	из того	2	5
88	между собой	1	5
89	бы в	1	5
90	в собственном	2	5
91	и как	9	5
92	но в	10	5
93	на то	1	5
94	и более	1	5
95	а затем	1	5
96	на основании	5	5
97	представить себе	5	5
98	если бы	2	5
99	для этого	3	5
100	по себе	9	5
101	тому что	2	5
102	мысли в	1	5
103	как мы	9	5
104	что может	3	5
105	к действительности	2	5
