N	2gram	Vygotskiy__5	Myshleni
1	в том	27	33
2	том что	21	27
3	точки зрения	7	26
4	то что	37	20
5	в этом	14	19
6	с точки	2	18
7	того что	8	17
8	не только	16	15
9	и в	30	15
10	речи и	1	15
11	таким образом	20	14
12	что в	24	14
13	того чтобы	20	12
14	и т.д	1	12
15	говорит он	2	12
16	что он	17	12
17	в самом	14	11
18	в процессе	1	11
19	мы не	3	10
20	в целом	5	10
21	было бы	5	10
22	для того	20	10
23	но и	6	10
24	мы можем	7	10
25	в сущности	12	9
26	в своем	6	9
27	о том	10	9
28	связи с	2	9
29	может быть	11	9
30	что мы	11	9
31	не может	9	9
32	не является	2	9
33	с но	2	8
34	заключается в	8	8
35	не в	8	8
36	никогда не	9	8
37	казалось бы	4	8
38	так и	3	8
39	если бы	11	8
40	и что	23	8
41	к действительности	1	8
42	едва ли	2	7
43	он не	3	7
44	по себе	7	7
45	к тому	8	7
46	и т.п	1	7
47	тот же	3	7
48	с одной	12	7
49	потому что	23	7
50	мы знаем	2	7
51	одной стороны	12	7
52	как бы	19	7
53	и не	6	7
54	во всяком	1	7
55	самом деле	8	6
56	с таким	2	6
57	в зависимости	6	6
58	мы уже	6	6
59	в учении	3	6
60	зависимости от	7	6
61	по отношению	2	6
62	в этой	5	6
63	мы должны	3	6
64	и к	4	6
65	что это	8	6
66	как он	2	6
67	на то	17	6
68	как и	6	6
69	мы видели	1	6
70	точку зрения	1	6
71	речи в	1	6
72	в отношении	2	6
73	что эта	4	6
74	как мы	5	6
75	в виду	4	6
76	в теории	1	6
77	но в	5	6
78	по этому	5	6
79	если мы	16	6
80	мы находим	2	6
81	вовсе не	3	6
82	с другой	9	6
83	на этот	3	6
84	там где	4	6
85	в частности	4	6
86	вместе с	12	6
87	как это	7	6
88	сказать что	9	6
89	смысле слова	1	5
90	на деле	8	5
91	показать что	12	5
92	то же	7	5
93	полагает что	3	5
94	вопрос о	3	5
95	видели что	1	5
96	последнее время	1	5
97	говорит что	6	5
98	уже в	6	5
99	приводит к	2	5
100	показал что	1	5
101	это не	3	5
102	что с	6	5
103	тогда когда	1	5
104	учении о	3	5
105	можно было	3	5
106	и даже	2	5
107	связь между	2	5
108	которым мы	1	5
109	этот вопрос	4	5
110	и их	1	5
111	представление о	1	5
112	и др	1	5
113	с помощью	2	5
114	сравнению с	4	5
115	по существу	2	5
116	отношению к	1	5
117	все что	1	5
118	по сравнению	4	5
119	связана с	1	4
120	с в	1	4
121	из того	3	4
122	хотя бы	3	4
123	с его	2	4
124	из этих	3	4
125	конечном счете	1	4
126	как в	3	4
127	все же	7	4
128	могли бы	4	4
129	в которой	3	4
130	в последнее	1	4
131	том чтобы	2	4
132	что все	6	4
133	в них	4	4
134	к которым	2	4
135	несмотря на	5	4
136	со всей	1	4
137	в эту	1	4
138	в своей	4	4
139	признать что	1	4
140	к этому	3	4
141	их в	1	4
142	даже в	1	4
143	не имеет	1	4
144	того как	2	4
145	и его	6	4
146	с и	5	4
147	что оно	6	4
148	в совершенно	6	4
149	и с	2	4
150	мы могли	4	4
151	в конечном	1	4
152	мы видим	8	4
153	так как	9	4
154	только в	5	4
155	который в	1	4
156	что нам	3	4
157	в качестве	2	4
158	в начале	1	4
159	при помощи	1	4
160	как раз	13	4
161	а с	5	4
162	прежде всего	4	4
163	так же	13	4
164	возникает из	1	4
165	все это	2	4
166	для нас	3	4
167	а в	4	4
168	мы сумеем	1	4
169	по поводу	3	4
170	на самом	2	3
171	идет о	1	3
172	здесь и	1	3
173	этой теории	2	3
174	отношения между	2	3
175	и до	2	3
176	собственном смысле	1	3
177	мы имеем	8	3
178	и ее	1	3
179	мы будем	1	3
180	точка зрения	1	3
181	очевидно что	2	3
182	что они	5	3
183	что именно	5	3
184	с этим	2	3
